首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,单位：户、人
地    区,合    计,,,"性别比
（女=100）",户籍人口,"少数民族
人口比重
（%）","非农业户口
人口比重
（%）",城乡人口,,家庭户,,,,家庭户类别,,,
,合计,男,女,,,,,城镇人口,乡村人口,户数,人口数,"户规模
（人/户）",,一代户,二代户,三代户,四代以上户
,,,,,,,,,,,,,一人户,,,,
  岱山县,202164,110084,92080,119.55,191086,1.00,21.29,123391,78773,76031,179402,2.36,14596,43052,27671,5176,132
  嵊泗县,76108,38779,37329,103.88,79550,0.62,36.63,47476,28632,31475,73210,2.33,6881,18080,10894,2446,55
台州市,5968838,3081620,2887218,106.73,5825930,1.94,15.46,3315319,2653519,2115870,5582153,2.64,437491,1013025,858336,238799,5710
  椒江区,653765,338445,315320,107.33,510025,1.19,22.62,403659,250106,220583,592406,2.69,43836,99168,95610,25126,679
  黄岩区,632123,321453,310670,103.47,595424,1.56,15.39,406878,225245,220973,594892,2.69,44076,102621,88544,29108,700
  路桥区,616622,325663,290959,111.93,444554,2.30,8.73,378739,237883,200316,551606,2.75,40130,95274,75204,28858,980
  玉环县,616346,325511,290835,111.92,422297,4.18,27.72,362135,254211,228771,594287,2.60,47508,116284,90318,21507,662
  三门县,328887,169665,159222,106.56,427638,0.61,11.28,140032,188855,116535,313416,2.69,22013,51527,50923,13839,246
  天台县,382812,191920,190892,100.54,576473,0.25,19.18,193896,188916,144586,367560,2.54,35394,70730,59502,14151,203
  仙居县,342676,173458,169218,102.51,494825,0.56,11.36,177590,165086,123657,336422,2.72,25079,54667,54631,14175,184
  温岭市,1366794,710722,656072,108.33,1191601,3.12,11.91,749013,617781,505042,1256320,2.49,113108,270919,190011,43303,809
  临海市,1028813,524783,504030,104.12,1163093,1.01,13.68,503377,525436,355407,975244,2.74,66347,151835,153593,48732,1247
丽水市,2116957,1088188,1028769,105.78,2498266,4.28,17.57,1024651,1092306,769603,1992960,2.59,162698,374171,316988,76050,2394
  莲都区,451418,233100,218318,106.77,386437,5.52,26.27,293968,157450,164241,404836,2.46,40318,88809,64019,11169,244
  青田县,336542,174912,161630,108.22,426495,1.55,17.48,145077,191465,115546,310735,2.69,26393,56157,46568,12505,316
  缙云县,358917,182500,176417,103.45,454388,1.13,11.02,153793,205124,144359,342725,2.37,36911,78102,57625,8464,168
  遂昌县,190165,97241,92924,104.65,231356,7.36,17.22,75311,114854,70191,183806,2.62,12673,32698,28008,9150,335
  松阳县,185051,94581,90470,104.54,235987,3.04,13.42,66183,118868,71319,179652,2.52,13630,34829,30200,6149,141
  云和县,111591,58012,53579,108.27,112271,9.68,15.94,64798,46793,36405,106899,2.94,5308,13580,16740,5827,258
  庆元县,141541,71948,69593,103.38,197705,1.03,16.59,65056,76485,49777,135191,2.72,7951,21936,21963,5701,177
  景宁畲族自治县,107106,55642,51464,108.12,168534,14.18,20.36,43226,63880,38355,102193,2.66,7321,16927,16367,4841,220
  龙泉市,234626,120252,114374,105.14,285093,3.99,14.64,117239,117387,79410,226923,2.86,12193,31133,35498,12244,535
,,,,,,,,,,,,,,,,,
安徽省,59500468,30245513,29254955,103.39,68620208,0.66,25.02,25577117,33923351,18861956,56493891,3.00,3007548,6710988,8868394,3143634,138940
合肥市,5702466,2982490,2719976,109.65,5019461,0.78,44.79,3887273,1815193,1832390,4891226,2.67,372742,794734,837184,195049,5423
  瑶海区,861022,446436,414586,107.68,533549,0.71,62.35,815307,45715,301023,787663,2.62,62213,129227,144128,27259,409
  庐阳区,609239,314197,295042,106.49,480565,0.82,75.47,582475,26764,200926,528996,2.63,32769,78772,103998,17914,242
  蜀山区,1022321,547663,474658,115.38,649930,1.13,68.18,957403,64918,270755,693426,2.56,63121,120723,125473,24177,382
  包河区,817686,450249,367437,122.54,497468,0.77,54.22,743542,74144,263526,670263,2.54,56761,125863,114494,22793,376
  长丰县,671343,342814,328529,104.35,816752,0.22,15.66,188225,483118,232783,632448,2.72,47720,109297,97426,25025,1035
  肥东县,861960,439900,422060,104.23,1095400,0.87,17.16,303171,558789,285800,812389,2.84,51427,109906,133981,40329,1584
  肥西县,858895,441231,417664,105.64,945797,0.76,18.16,297150,561745,277577,766041,2.76,58731,120946,117684,37552,1395
芜湖市,2263123,1165745,1097378,106.23,2307630,0.47,45.55,1475022,788101,781367,2025125,2.59,170806,342349,337548,98916,2554
  镜湖区,533330,273561,259769,105.31,486757,0.72,85.82,505864,27466,195986,492963,2.52,45896,88115,83268,24203,400
  弋江区,309514,158269,151245,104.64,227706,0.58,62.12,259707,49807,92065,245821,2.67,19723,38335,41611,11863,256
  鸠江区,319820,177298,142522,124.40,224694,0.47,46.26,295232,24588,93775,242337,2.58,21755,43087,39905,10551,232
  三山区,144378,74833,69545,107.60,183937,0.32,8.43,47284,97094,51190,139974,2.73,9867,21410,22565,6975,240
  芜湖县,294039,149384,144655,103.27,345543,0.42,19.35,112093,181946,107970,281370,2.61,23039,47246,46114,14115,495
  繁昌县,257764,131900,125864,104.80,280169,0.32,27.57,113011,144753,93904,246057,2.62,20640,40820,40948,11839,297
  南陵县,404278,200500,203778,98.39,558824,0.23,22.58,141831,262447,146477,376603,2.57,29886,63336,63137,19370,634
蚌埠市,3164467,1612771,1551696,103.94,3656418,1.06,31.29,1373554,1790913,972791,3061428,3.15,140619,319950,466480,177434,8927
  龙子湖区,243123,123067,120056,102.51,225714,3.00,69.39,205723,37400,87584,236527,2.70,17825,35725,40978,10648,233
  蚌山区,334426,167490,166936,100.33,277833,2.63,79.96,310916,23510,110307,288379,2.61,22889,46891,51832,11371,213
  禹会区,249361,127195,122166,104.12,237904,1.85,75.46,205780,43581,85605,242527,2.83,11831,28868,45537,10987,213
  淮上区,145874,73831,72043,102.48,177787,0.13,25.36,71447,74427,44813,143195,3.20,5258,13346,22799,8314,354
  怀远县,1028066,523605,504461,103.79,1370870,0.11,16.35,251452,776614,317872,1015327,3.19,46609,108676,148180,57783,3233
  五河县,621973,319949,302024,105.93,737717,1.55,12.17,193933,428040,179562,611494,3.41,20060,49514,87050,40610,2388
  固镇县,541644,277634,264010,105.16,628593,0.37,14.37,134303,407341,147048,523979,3.56,16147,36930,70104,37721,2293
淮南市,2333896,1212024,1121872,108.04,2462734,1.38,50.33,1442117,891779,760678,2223040,2.92,108174,268252,386560,102264,3602
  大通区,180917,91874,89043,103.18,192982,0.22,45.14,125978,54939,61690,178231,2.89,9337,23954,29855,7644,237
  田家庵区,593981,307001,286980,106.98,543973,0.83,75.88,529648,64333,193722,534798,2.76,31900,74786,97126,21318,492
  谢家集区,320251,163401,156850,104.18,341100,2.46,70.68,248433,71818,109338,313755,2.87,14239,36342,58141,14559,296
  八公山区,175993,89853,86140,104.31,170415,2.19,81.79,160326,15667,63929,173078,2.71,10033,26294,29364,8139,132
  潘集区,395684,208623,187061,111.53,449104,1.64,25.28,174103,221581,122476,379080,3.10,15288,36339,67063,18202,872
  凤台县,667070,351272,315798,111.23,765160,1.28,25.00,203629,463441,209523,644098,3.07,27377,70537,105011,32402,1573
马鞍山市,1366302,704432,661870,106.43,1294752,0.66,49.59,939447,426855,452888,1285350,2.84,78094,171832,208737,69624,2695
  金家庄区,128004,65979,62025,106.37,106352,0.89,73.34,108567,19437,48853,123424,2.53,10487,22867,21020,4894,72
  花山区,303855,154896,148959,103.99,265384,1.02,83.13,282409,21446,113276,292204,2.58,22252,47901,53958,11220,197
  雨山区,309672,162362,147310,110.22,267482,0.79,69.53,266871,42801,93898,261498,2.78,12042,34585,47732,11315,266
  当涂县,624771,321195,303576,105.80,655534,0.37,18.32,281600,343171,196861,608224,3.09,33313,66479,86027,42195,2160
淮北市,2114276,1070553,1043723,102.57,2203038,0.14,45.41,1119551,994725,625431,2009449,3.21,72762,177015,344025,99350,5041
  杜集区,324398,164804,159594,103.26,343069,0.14,82.74,253667,70731,95421,307149,3.22,9185,24593,56453,13862,513
  相山区,467358,234027,233331,100.30,407429,0.34,77.40,408827,58531,157407,434389,2.76,29046,58667,83688,14722,330
  烈山区,321565,165685,155880,106.29,348579,0.21,54.42,192202,129363,97375,303777,3.12,10962,26799,55652,14350,574
  濉溪县,1000955,506037,494918,102.25,1103961,0.03,15.24,264855,736100,275228,964134,3.50,23569,66956,148232,56416,3624
铜陵市,723958,369663,354295,104.34,741823,0.41,59.41,526261,197697,260252,686028,2.64,42421,109926,122869,26992,465
  铜官山区,287765,145725,142040,102.59,274838,0.59,93.75,283712,4053,104033,276116,2.65,15723,40676,52528,10723,106
  狮子山区,114297,60509,53788,112.50,98957,0.37,61.30,101870,12427,38927,100999,2.59,7372,16951,18427,3498,51
  郊区,72301,37222,35079,106.11,75915,0.26,58.77,53399,18902,25378,67995,2.68,4390,10652,11911,2748,67
  铜陵县,249595,126207,123388,102.28,292113,0.26,18.97,87280,162315,91914,240918,2.62,14936,41647,40003,10023,241
安庆市,5311379,2685349,2626030,102.26,6187361,0.30,20.06,1953494,3357885,1593746,5056495,3.17,208647,479888,725465,372855,15538
  迎江区,251080,126363,124717,101.32,242842,1.53,67.67,179446,71634,88620,232863,2.63,17565,37356,41417,9694,153
  大观区,275003,137295,137708,99.70,276652,2.20,73.63,197645,77358,98922,260366,2.63,16734,41560,45690,11409,263
  宜秀区,254431,126045,128386,98.18,224877,0.39,41.78,193447,60984,82835,221527,2.67,15317,34489,38965,9139,242
  怀宁县,592750,302983,289767,104.56,692677,0.07,14.15,221545,371205,163668,566379,3.46,17539,39849,72362,48897,2560
  枞阳县,838712,423191,415521,101.85,980249,0.14,12.29,189973,648739,235077,804529,3.42,29066,61425,109080,62743,1829
  潜山县,500292,252543,247749,101.94,582634,0.06,9.97,165779,334513,144742,484499,3.35,14606,35555,64155,42776,2256
  太湖县,515283,266073,249210,106.77,566498,0.08,10.68,117512,397771,143831,493512,3.43,15792,33243,66680,41973,1935
  宿松县,571025,292465,278560,104.99,844051,0.08,16.29,169766,401259,197913,538231,2.72,35483,85439,87156,24555,763
  望江县,526712,265415,261297,101.58,621747,0.27,11.79,173554,353158,143119,497602,3.48,11625,31152,65709,43668,2590
  岳西县,321636,161967,159669,101.44,400502,0.05,12.16,75481,246155,106960,313594,2.93,16421,36339,48102,21735,784
  桐城市,664455,331009,333446,99.27,754632,0.09,14.77,269346,395109,188059,643393,3.42,18499,43481,86149,56266,2163
黄山市,1358980,690085,668895,103.17,1477219,0.24,26.31,555163,803817,454386,1288281,2.84,81536,171030,195047,84818,3491
  屯溪区,217637,108527,109110,99.47,174829,0.38,67.08,175094,42543,70005,191717,2.74,12234,27533,32079,10092,301
  黄山区,147620,76491,71129,107.54,162215,0.30,25.85,70289,77331,56175,139034,2.48,14056,27417,21496,7006,256
  徽州区,95529,49265,46264,106.49,100129,0.22,24.86,42193,53336,30684,92199,3.00,4563,10188,13791,6455,250
  歙县,409247,207799,201448,103.15,484782,0.20,15.18,117510,291737,134338,392433,2.92,22795,47269,58388,27559,1122
  休宁县,250457,128289,122168,105.01,273796,0.18,12.74,70803,179654,75044,242585,3.23,9173,20053,33109,20807,1075
  黟县,80722,40417,40305,100.28,94667,0.18,23.14,28411,52311,32612,79323,2.43,8397,16405,12117,3945,145
  祁门县,157768,79297,78471,101.05,186801,0.20,23.47,50863,106905,55528,150990,2.72,10318,22165,24067,8954,342
滁州市,3937868,1999579,1938289,103.16,4533540,0.99,23.19,1634370,2303498,1235697,3783551,3.06,171177,423464,576137,223814,12282
  琅琊区,310427,154876,155551,99.57,265220,0.92,66.53,275557,34870,108381,290679,2.68,22912,44516,50672,12852,341
  南谯区,251894,129794,122100,106.30,273551,0.81,24.09,116904,134990,90916,241712,2.66,16210,42913,37557,10020,426
  来安县,432021,216021,216000,100.01,499606,0.32,15.87,144675,287346,138180,425816,3.08,20086,47627,60421,28386,1746
  全椒县,383885,194102,189783,102.28,466226,1.24,27.75,173905,209980,128161,366103,2.86,17472,48450,59949,18996,766
  定远县,779174,405278,373896,108.39,981554,2.23,15.10,214062,565112,228454,753710,3.30,29975,69525,111317,45211,2401
  凤阳县,644895,331937,312958,106.06,770541,0.80,17.12,180319,464576,187853,617060,3.28,21403,55248,95311,35511,1783
  天长市,602840,300772,302068,99.57,628032,0.37,21.17,324625,278215,180784,564852,3.12,18507,56810,79940,40830,3204
  明光市,532732,266799,265933,100.33,648810,0.61,21.33,204323,328409,172968,523619,3.03,24612,58375,80970,32008,1615
阜阳市,7599913,3762319,3837594,98.04,10142914,0.94,12.94,2393124,5206789,2507792,7497873,2.99,451598,941297,1194044,357073,15378
  颍州区,691698,343952,347746,98.91,730960,1.52,38.58,375947,315751,231434,672158,2.90,42316,84182,119242,27047,963
  颍东区,519562,262476,257086,102.10,631225,1.19,4.77,172662,346900,162323,505223,3.11,22464,51704,81955,27396,1268
  颍泉区,557687,274118,283569,96.67,705176,0.76,17.05,231913,325774,192340,549063,2.85,33638,75427,93672,22484,757
  临泉县,1543218,749979,793239,94.55,2188465,0.29,7.22,306687,1236531,485412,1523515,3.14,74670,173552,233471,75109,3280
  太和县,1361145,683983,677162,101.01,1723741,0.95,9.10,463837,897308,446058,1342360,3.01,71617,164298,219793,59576,2391
  阜南县,1168112,567532,600580,94.50,1677063,0.71,7.62,267769,900343,381599,1159671,3.04,86813,139711,175039,63970,2879
  颍上县,1196535,602139,594396,101.30,1700867,1.73,13.05,359533,837002,408376,1188346,2.91,81695,169996,177954,57487,2939
  界首市,561956,278140,283816,98.00,785417,0.76,20.43,214776,347180,200250,557537,2.78,38385,82427,92918,24004,901
宿州市,5352924,2698929,2653995,101.69,6389236,0.24,15.34,1670862,3682062,1608582,5149730,3.20,193131,498348,830526,264383,15325
  埇桥区,1647642,832594,815048,102.15,1848767,0.15,26.12,742685,904957,514960,1573982,3.06,74532,170610,265166,75657,3527
