首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,单位：人
地    区,15岁及以上人口,,,未婚,,,有配偶,,,离婚,,,丧偶,,,15-64岁妇女,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,"平均活产
子女数","平均存活
子女数"
  麻章区,34153,17633,16520,13795,7929,5866,18731,9183,9548,169,127,42,1458,394,1064,1.55,1.52
  遂溪县,58119,29267,28852,17074,9701,7373,37519,18399,19120,333,243,90,3193,924,2269,1.83,1.82
  徐闻县,49479,25005,24474,13240,7659,5581,33362,16483,16879,332,238,94,2545,625,1920,1.80,1.78
  廉江市,86571,44059,42512,24340,14142,10198,56425,27754,28671,619,451,168,5187,1712,3475,1.90,1.89
  雷州市,93322,47091,46231,30133,16828,13305,57904,28398,29506,560,423,137,4725,1442,3283,2.01,1.99
  吴川市,59042,28731,30311,20176,11410,8766,35387,16183,19204,280,191,89,3199,947,2252,1.86,1.85
茂名市,382529,189753,192776,111762,64048,47714,245041,116808,128233,2391,1592,799,23335,7305,16030,1.78,1.76
  茂南区,54798,27551,27247,14668,8389,6279,37179,18261,18918,515,226,289,2436,675,1761,1.51,1.50
  茂港区,28498,14345,14153,9259,5421,3838,17458,8332,9126,124,95,29,1657,497,1160,1.94,1.93
  电白县,80012,39997,40015,25166,14599,10567,50279,23738,26541,408,301,107,4159,1359,2800,1.85,1.83
  高州市,83780,41312,42468,22404,12969,9435,54956,26141,28815,488,349,139,5932,1853,4079,1.73,1.72
  化州市,73525,36698,36827,22181,12758,9423,46090,22018,24072,409,308,101,4845,1614,3231,1.89,1.87
  信宜市,61916,29850,32066,18084,9912,8172,39079,18318,20761,447,313,134,4306,1307,2999,1.78,1.75
肇庆市,269949,132365,137584,67819,38572,29247,181289,87851,93438,2255,1186,1069,18586,4756,13830,1.54,1.52
  端州区,39701,19287,20414,11918,6261,5657,25627,12484,13143,673,244,429,1483,298,1185,0.91,0.90
  鼎湖区,11516,5792,5724,2825,1662,1163,7877,3958,3919,54,26,28,760,146,614,1.43,1.42
  广宁县,28834,13970,14864,5700,3449,2251,20372,9708,10664,212,135,77,2550,678,1872,1.67,1.65
  怀集县,47294,21431,25863,13808,7271,6537,29448,12962,16486,300,187,113,3738,1011,2727,1.96,1.94
  封开县,26176,12715,13461,5732,3299,2433,17971,8708,9263,169,103,66,2304,605,1699,1.82,1.80
  德庆县,23507,11907,11600,5570,3440,2130,15814,7722,8092,206,142,64,1917,603,1314,1.66,1.64
  高要市,52376,26377,25999,13015,7567,5448,35471,17695,17776,262,171,91,3628,944,2684,1.53,1.51
  四会市,40545,20886,19659,9251,5623,3628,28709,14614,14095,379,178,201,2206,471,1735,1.37,1.36
惠州市,350374,181581,168793,106003,61049,44954,229329,116458,112871,2155,1138,1017,12887,2936,9951,1.37,1.36
  惠城区,121298,61337,59961,39233,21093,18140,78140,39224,38916,744,344,400,3181,676,2505,1.14,1.14
  惠阳区,63143,34313,28830,21044,12740,8304,39950,21060,18890,345,164,181,1804,349,1455,1.26,1.25
  博罗县,74959,38883,36076,18831,11367,7464,52414,26502,25912,446,265,181,3268,749,2519,1.55,1.54
  惠东县,70181,36663,33518,22717,13375,9342,43791,22224,21567,436,257,179,3237,807,2430,1.56,1.55
  龙门县,20793,10385,10408,4178,2474,1704,15034,7448,7586,184,108,76,1397,355,1042,1.83,1.81
梅州市,283592,136715,146877,67753,37935,29818,192288,92412,99876,2743,1765,978,20808,4603,16205,1.65,1.64
  梅江区,25973,12504,13469,6101,3243,2858,18191,8870,9321,270,128,142,1411,263,1148,1.19,1.18
  梅县,38637,18591,20046,7376,4264,3112,27734,13485,14249,425,261,164,3102,581,2521,1.59,1.58
  大埔县,23403,11358,12045,4579,2654,1925,16414,7986,8428,307,238,69,2103,480,1623,1.75,1.73
  丰顺县,32990,16163,16827,8178,4671,3507,22067,10617,11450,288,205,83,2457,670,1787,1.80,1.79
  五华县,62823,29988,32835,18926,10098,8828,39126,18472,20654,526,356,170,4245,1062,3183,1.76,1.75
  平远县,15253,7434,7819,2466,1479,987,11480,5625,5855,109,70,39,1198,260,938,1.78,1.76
  蕉岭县,14302,7045,7257,2363,1449,914,10566,5186,5380,227,158,69,1146,252,894,1.57,1.56
  兴宁市,70211,33632,36579,17764,10077,7687,46710,22171,24539,591,349,242,5146,1035,4111,1.66,1.64
汕尾市,179181,89945,89236,64697,35515,29182,104574,51095,53479,1279,893,386,8631,2442,6189,1.81,1.80
  城区,31868,16067,15801,11247,6233,5014,18949,9370,9579,242,140,102,1430,324,1106,1.60,1.59
  海丰县,50102,25584,24518,17088,9691,7397,30292,14990,15302,440,308,132,2282,595,1687,1.60,1.59
  陆河县,16937,8290,8647,5386,2947,2439,10371,4895,5476,118,83,35,1062,365,697,1.83,1.82
  陆丰市,80274,40004,40270,30976,16644,14332,44962,21840,23122,479,362,117,3857,1158,2699,2.02,2.01
河源市,174238,84260,89978,39430,22024,17406,120663,58074,62589,1684,1071,613,12461,3091,9370,1.79,1.77
  源城区,33257,16395,16862,9217,5037,4180,22466,10934,11532,336,152,184,1238,272,966,1.32,1.31
  紫金县,34022,16330,17692,7524,4167,3357,23595,11380,12215,299,197,102,2604,586,2018,1.98,1.96
  龙川县,38173,18060,20113,7836,4386,3450,26841,12577,14264,312,210,102,3184,887,2297,1.92,1.90
  连平县,21506,10255,11251,4471,2520,1951,15179,7237,7942,213,130,83,1643,368,1275,1.82,1.80
  和平县,23883,11428,12455,5102,2790,2312,16599,7964,8635,253,182,71,1929,492,1437,1.90,1.87
  东源县,23397,11792,11605,5280,3124,2156,15983,7982,8001,271,200,71,1863,486,1377,1.88,1.86
阳江市,168497,85921,82576,43221,26030,17191,113308,55912,57396,1560,972,588,10408,3007,7401,1.55,1.54
  江城区,49622,24995,24627,13878,8065,5813,32705,16066,16639,476,251,225,2563,613,1950,1.31,1.30
  阳西县,28398,14945,13453,8289,5214,3075,18236,9075,9161,225,151,74,1648,505,1143,1.69,1.67
  阳东县,30649,16085,14564,8655,5327,3328,19880,9985,9895,258,182,76,1856,591,1265,1.51,1.49
  阳春市,59828,29896,29932,12399,7424,4975,42487,20786,21701,601,388,213,4341,1298,3043,1.72,1.70
清远市,257094,128315,128779,59948,34908,25040,176496,87082,89414,2820,1736,1084,17830,4589,13241,1.62,1.60
  清城区,63540,32236,31304,15752,9124,6628,44048,22062,21986,682,333,349,3058,717,2341,1.37,1.36
  佛冈县,21690,10750,10940,5394,3113,2281,14624,7155,7469,221,144,77,1451,338,1113,1.69,1.67
  阳山县,24944,12140,12804,5861,3370,2491,16405,7937,8468,229,160,69,2449,673,1776,1.83,1.81
  连山壮族瑶族自治县,7164,3674,3490,1315,878,437,5212,2587,2625,78,54,24,559,155,404,1.99,1.96
  连南瑶族自治县,9751,4760,4991,1567,964,603,7210,3499,3711,144,90,54,830,207,623,1.86,1.84
  清新县,44099,22089,22010,11742,6777,4965,29167,14339,14828,395,256,139,2795,717,2078,1.59,1.58
  英德市,59799,29849,29950,13488,7868,5620,41175,20335,20840,748,479,269,4388,1167,3221,1.69,1.67
  连州市,26107,12817,13290,4829,2814,2015,18655,9168,9487,323,220,103,2300,615,1685,1.69,1.67
东莞市,735017,395048,339969,291036,163978,127058,432704,227845,204859,2658,1326,1332,8619,1899,6720,0.95,0.94
  市辖区,735017,395048,339969,291036,163978,127058,432704,227845,204859,2658,1326,1332,8619,1899,6720,0.95,0.94
中山市,271244,142663,128581,86948,50040,36908,174909,90124,84785,1890,890,1000,7497,1609,5888,1.09,1.09
  市辖区,271244,142663,128581,86948,50040,36908,174909,90124,84785,1890,890,1000,7497,1609,5888,1.09,1.09
潮州市,197124,97011,100113,52658,28687,23971,130444,64815,65629,961,615,346,13061,2894,10167,1.47,1.45
  湘桥区,35947,17181,18766,9573,4637,4936,24353,12098,12255,202,86,116,1819,360,1459,1.10,1.10
  潮安县,97365,48819,48546,26255,14672,11583,64208,32464,31744,415,289,126,6487,1394,5093,1.52,1.51
  饶平县,63812,31011,32801,16830,9378,7452,41883,20253,21630,344,240,104,4755,1140,3615,1.60,1.59
揭阳市,422361,210909,211452,148598,79535,69063,248445,123731,124714,2164,1490,674,23154,6153,17001,1.62,1.61
  榕城区,55064,27345,27719,18910,10056,8854,33162,16489,16673,219,125,94,2773,675,2098,1.38,1.37
  揭东县,91447,45928,45519,29580,16168,13412,55700,27995,27705,450,326,124,5717,1439,4278,1.53,1.52
  揭西县,58064,29383,28681,18673,10246,8427,35508,17764,17744,360,267,93,3523,1106,2417,1.54,1.53
  惠来县,71634,35247,36387,26771,14351,12420,40651,19743,20908,277,189,88,3935,964,2971,1.86,1.85
  普宁市,146152,73006,73146,54664,28714,25950,83424,41740,41684,858,583,275,7206,1969,5237,1.68,1.67
云浮市,165117,80879,84238,42637,24521,18116,109279,52456,56823,1387,915,472,11814,2987,8827,1.70,1.68
  云城区,25037,12618,12419,6529,3793,2736,16926,8422,8504,234,114,120,1348,289,1059,1.40,1.39
  新兴县,30806,14853,15953,8168,4367,3801,20242,9854,10388,145,92,53,2251,540,1711,1.53,1.51
  郁南县,26095,13034,13061,5256,3344,1912,18320,8914,9406,254,155,99,2265,621,1644,1.85,1.83
  云安县,19142,9396,9746,5274,3008,2266,12417,5975,6442,135,100,35,1316,313,1003,1.74,1.72
  罗定巿,64037,30978,33059,17410,10009,7401,41374,19291,22083,619,454,165,4634,1224,3410,1.83,1.81
,,,,,,,,,,,,,,,,,
广西壮族自治区,3365909,1708272,1657637,800368,487927,312441,2296627,1130402,1166225,39214,23555,15659,229700,66388,163312,1.65,1.63
南宁市,519229,262450,256779,140009,81026,58983,341655,170175,171480,6281,3289,2992,31284,7960,23324,1.39,1.37
  兴宁区,30320,15400,14920,8662,5109,3553,19664,9765,9899,529,234,295,1465,292,1173,1.13,1.12
  青秀区,56960,27981,28979,17486,8922,8564,36240,18206,18034,1084,414,670,2150,439,1711,0.91,0.90
  江南区,45947,23532,22415,12486,7362,5124,30673,15401,15272,724,307,417,2064,462,1602,1.18,1.17
  西乡塘区,93714,47239,46475,35359,18832,16527,53501,27115,26386,1420,570,850,3434,722,2712,0.88,0.87
  良庆区,25778,13536,12242,6380,3985,2395,18093,9088,9005,182,103,79,1123,360,763,1.44,1.43
  邕宁区,19517,10101,9416,4976,3038,1938,12999,6496,6503,191,144,47,1351,423,928,1.73,1.70
  武鸣县,44578,22908,21670,9332,6134,3198,31375,15661,15714,372,245,127,3499,868,2631,1.61,1.60
  隆安县,23538,11970,11568,4189,2823,1366,17167,8506,8661,134,80,54,2048,561,1487,1.82,1.80
  马山县,27165,13239,13926,6014,3565,2449,18300,8760,9540,279,192,87,2572,722,1850,1.86,1.83
  上林县,27075,13469,13606,6222,3715,2507,18311,9006,9305,231,159,72,2311,589,1722,1.77,1.75
  宾阳县,59693,30419,29274,14961,8980,5981,40097,19935,20162,514,377,137,4121,1127,2994,1.83,1.81
  横县,64944,32656,32288,13942,8561,5381,45235,22236,22999,621,464,157,5146,1395,3751,1.75,1.72
柳州市,295155,151479,143676,68382,43180,25202,203724,100785,102939,6056,3057,2999,16993,4457,12536,1.42,1.40
  城中区,13576,6887,6689,4227,2471,1756,8451,4169,4282,372,139,233,526,108,418,0.90,0.89
  鱼峰区,30124,15179,14945,8210,4791,3419,19619,9735,9884,1003,419,584,1292,234,1058,0.99,0.99
  柳南区,41046,20895,20151,9190,5687,3503,28800,14319,14481,1259,544,715,1797,345,1452,1.12,1.12
  柳北区,35726,18119,17607,8150,4995,3155,24736,12354,12382,1155,486,669,1685,284,1401,1.08,1.07
  柳江县,43447,22652,20795,12157,7668,4489,28369,14005,14364,495,312,183,2426,667,1759,1.55,1.54
  柳城县,27238,14051,13187,5846,3756,2090,19274,9528,9746,390,255,135,1728,512,1216,1.64,1.62
  鹿寨县,30367,15833,14534,6597,4374,2223,21201,10584,10617,511,310,201,2058,565,1493,1.68,1.66
  融安县,21268,11235,10033,4553,3175,1378,14872,7349,7523,358,250,108,1485,461,1024,1.72,1.70
  融水苗族自治县,31100,15941,15159,5959,3969,1990,22462,11035,11427,335,213,122,2344,724,1620,1.78,1.75
  三江侗族自治县,21263,10687,10576,3493,2294,1199,15940,7707,8233,178,129,49,1652,557,1095,1.91,1.89
桂林市,358294,182680,175614,75353,47290,28063,253092,124975,128117,5684,3154,2530,24165,7261,16904,1.42,1.40
  秀峰区,12670,6030,6640,3179,1591,1588,8560,4183,4377,373,149,224,558,107,451,0.95,0.94
  叠彩区,14016,6900,7116,2766,1580,1186,10033,4960,5073,460,195,265,757,165,592,1.03,1.03
  象山区,22620,11000,11620,4880,2687,2193,15923,7788,8135,794,316,478,1023,209,814,0.98,0.98
  七星区,24120,11975,12145,8382,4534,3848,14431,7103,7328,548,197,351,759,141,618,0.82,0.81
  雁山区,6776,3106,3670,3392,1531,1861,3023,1484,1539,32,18,14,329,73,256,0.87,0.86
  阳朔县,20232,10365,9867,3771,2429,1342,14689,7269,7420,246,168,78,1526,499,1027,1.58,1.55
  临桂县,30382,15761,14621,6791,4411,2380,21037,10484,10553,332,222,110,2222,644,1578,1.65,1.62
  灵川县,29538,15405,14133,6596,4425,2171,20596,10211,10385,397,240,157,1949,529,1420,1.42,1.40
  全州县,43667,22504,21163,7592,5190,2402,32219,15825,16394,441,315,126,3415,1174,2241,1.72,1.70
  兴安县,25549,13065,12484,4847,3104,1743,18618,9201,9417,322,190,132,1762,570,1192,1.49,1.47
  永福县,16824,8792,8032,3152,2195,957,12162,6040,6122,198,146,52,1312,411,901,1.65,1.63
  灌阳县,17195,8951,8244,3187,2160,1027,12581,6193,6388,170,124,46,1257,474,783,1.59,1.57
  龙胜各族自治县,12170,6195,5975,1941,1296,645,8979,4427,4552,218,151,67,1032,321,711,1.54,1.51
  资源县,10425,5337,5088,1590,1069,521,7964,3921,4043,116,78,38,755,269,486,1.71,1.68
  平乐县,26033,13408,12625,5122,3372,1750,18534,9143,9391,321,204,117,2056,689,1367,1.65,1.63
  荔浦县,25697,13210,12487,4360,3027,1333,18895,9326,9569,507,305,202,1935,552,1383,1.47,1.45
  恭城瑶族自治县,20380,10676,9704,3805,2689,1116,14848,7417,7431,209,136,73,1518,434,1084,1.55,1.52
梧州市,196719,99238,97481,55570,32597,22973,124165,60679,63486,2691,1711,980,14293,4251,10042,1.69,1.67
  万秀区,11331,5602,5729,2896,1684,1212,7329,3596,3733,293,144,149,813,178,635,1.17,1.16
  蝶山区,16600,8219,8381,4355,2487,1868,10764,5313,5451,452,191,261,1029,228,801,1.08,1.07
  长洲区,15007,7488,7519,3966,2241,1725,10083,4971,5112,202,77,125,756,199,557,1.22,1.21
  苍梧县,38064,19408,18656,11252,6716,4536,23564,11528,12036,282,219,63,2966,945,2021,1.87,1.85
  藤县,53126,27143,25983,16217,9645,6572,32115,15616,16499,665,527,138,4129,1355,2774,1.93,1.92
  蒙山县,12645,6522,6123,2790,1752,1038,8654,4345,4309,198,145,53,1003,280,723,1.66,1.64
  岑溪市,49946,24856,25090,14094,8072,6022,31656,15310,16346,599,408,191,3597,1066,2531,1.79,1.77
北海市,120599,61498,59101,31855,18932,12923,81565,40393,41172,1056,596,460,6123,1577,4546,1.59,1.58
  海城区,28670,14117,14553,7408,4072,3336,19582,9638,9944,490,204,286,1190,203,987,1.09,1.09
  银海区,13571,6986,6585,3855,2192,1663,9024,4591,4433,95,64,31,597,139,458,1.56,1.54
  铁山港区,11141,5696,5445,2803,1685,1118,7689,3820,3869,42,33,9,607,158,449,1.85,1.84
  合浦县,67217,34699,32518,17789,10983,6806,45270,22344,22926,429,295,134,3729,1077,2652,1.79,1.77
防城港市,62408,33422,28986,13806,9327,4479,44722,22785,21937,654,401,253,3226,909,2317,1.76,1.74
  港口区,11297,6307,4990,2631,1794,837,8157,4356,3801,119,64,55,390,93,297,1.45,1.43
  防城区,23844,12582,11262,4970,3373,1597,17243,8635,8608,250,160,90,1381,414,967,1.90,1.87
  上思县,16187,8648,7539,3665,2522,1143,11346,5723,5623,173,118,55,1003,285,718,1.90,1.88
  东兴市,11080,5885,5195,2540,1638,902,7976,4071,3905,112,59,53,452,117,335,1.58,1.56
钦州市,199539,102933,96606,47014,30166,16848,137189,67059,70130,1624,1257,367,13712,4451,9261,2.01,1.99
  钦南区,46304,24319,21985,11175,7138,4037,32458,16290,16168,392,238,154,2279,653,1626,1.64,1.63
  钦北区,36659,19494,17165,7904,5509,2395,25828,12824,13004,294,260,34,2633,901,1732,2.24,2.21
  灵山县,72060,36462,35598,17524,10935,6589,48422,23261,25161,599,488,111,5515,1778,3737,2.16,2.14
  浦北县,44516,22658,21858,10411,6584,3827,30481,14684,15797,339,271,68,3285,1119,2166,1.95,1.93
贵港市,274514,137981,136533,71765,42325,29440,181917,88107,93810,2295,1683,612,18537,5866,12671,1.82,1.80
  港北区,39626,19703,19923,11183,6270,4913,25904,12649,13255,324,186,138,2215,598,1617,1.55,1.54
  港南区,35230,17603,17627,8348,5049,3299,24010,11585,12425,279,206,73,2593,763,1830,1.83,1.81
  覃塘区,26907,13006,13901,5587,3166,2421,18977,9084,9893,193,146,47,2150,610,1540,2.05,2.03
  平南县,75102,38300,36802,20527,12367,8160,48876,23724,25152,718,562,156,4981,1647,3334,1.82,1.80
  桂平巿,97649,49369,48280,26120,15473,10647,64150,31065,33085,781,583,198,6598,2248,4350,1.87,1.85
玉林市,392387,198009,194378,98998,59705,39293,265311,128485,136826,3139,2209,930,24939,7610,17329,1.87,1.86
  玉州区,81980,42123,39857,22789,13637,9152,54500,27027,27473,585,337,248,4106,1122,2984,1.49,1.48
  容县,49349,24467,24882,9693,6196,3497,35165,16661,18504,557,406,151,3934,1204,2730,2.00,1.98
  陆川县,56571,28724,27847,15647,9362,6285,36800,17886,18914,535,357,178,3589,1119,2470,1.99,1.98
  博白县,88766,44885,43881,24505,14439,10066,58856,28298,30558,604,464,140,4801,1684,3117,2.09,2.07
  兴业县,38660,19424,19236,7290,4793,2497,27931,13544,14387,241,197,44,3198,890,2308,1.93,1.91
  北流市,77061,38386,38675,19074,11278,7796,52059,25069,26990,617,448,169,5311,1591,3720,1.85,1.83
百色市,256088,128659,127429,49170,30890,18280,182478,89784,92694,2620,1608,1012,21820,6377,15443,1.60,1.58
  右江区,30450,15354,15096,7075,4185,2890,21026,10455,10571,461,230,231,1888,484,1404,1.21,1.19
  田阳县,23559,11760,11799,4112,2660,1452,17138,8453,8685,220,136,84,2089,511,1578,1.42,1.40
  田东县,26522,13279,13243,4750,3007,1743,19228,9512,9716,231,136,95,2313,624,1689,1.67,1.65
  平果县,32821,16261,16560,6892,4111,2781,22732,11176,11556,314,173,141,2883,801,2082,1.59,1.58
  德保县,-20653,10591,10062,4149,2796,1353,14177,6957,7220,209,153,56,2118,685,1433,1.53,1.51
  靖西县,32710,16491,16219,6218,3903,2315,22774,11194,11580,292,207,85,3426,1187,2239,1.72,1.69
  那坡县,11805,5939,5866,1829,1223,606,8657,4244,4413,124,92,32,1195,380,815,1.59,1.57
  凌云县,13612,6941,6671,2750,1757,993,9733,4789,4944,130,90,40,999,305,694,1.83,1.80
  乐业县,10758,5455,5303,2182,1361,821,7741,3804,3937,101,65,36,734,225,509,1.90,1.87
  田林县,17401,8678,8723,2553,1709,844,13292,6505,6787,159,96,63,1397,368,1029,1.71,1.69
  西林县,10414,5227,5187,1664,1053,611,7849,3882,3967,110,61,49,791,231,560,1.78,1.74
  隆林各族自治县,25383,12683,12700,4996,3125,1871,18131,8813,9318,269,169,100,1987,576,1411,1.75,1.71
贺州市,138226,70169,68057,35696,21316,14380,91041,44658,46383,1526,1066,460,9963,3129,6834,1.78,1.76
  八步区,43109,21494,21615,10769,6122,4647,29043,14294,14749,443,280,163,2854,798,2056,1.72,1.70
  平桂管理区,27034,13933,13101,7036,4307,2729,17760,8805,8955,348,257,91,1890,564,1326,1.84,1.82
  昭平县,22604,11637,10967,5428,3502,1926,15070,7355,7715,266,205,61,1840,575,1265,1.91,1.89
  钟山县,27223,14046,13177,8335,4988,3347,16624,8109,8515,317,228,89,1947,721,1226,1.74,1.72
  富川瑶族自治县,18256,9059,9197,4128,2397,1731,12544,6095,6449,152,96,56,1432,471,961,1.72,1.71
河池市,252662,126717,125945,52063,32780,19283,176412,86366,90046,2725,1697,1028,21462,5874,15588,1.72,1.70
  金城江区,27442,13952,13490,6544,3931,2613,18756,9321,9435,467,247,220,1675,453,1222,1.33,1.31
  南丹县,23560,12219,11341,4756,3136,1620,16832,8430,8402,298,173,125,1674,480,1194,1.69,1.66
  天峨县,12215,6185,6030,2212,1390,822,9106,4512,4594,78,55,23,819,228,591,1.75,1.73
  凤山县,12266,5963,6303,2522,1465,1057,8625,4164,4461,106,67,39,1013,267,746,1.86,1.82
  东兰县,15774,7685,8089,2366,1560,806,11677,5639,6038,107,62,45,1624,424,1200,1.92,1.89
  罗城仫佬族自治县,20177,10241,9936,3590,2330,1260,14450,7120,7330,292,198,94,1845,593,1252,1.77,1.74
  环江毛南族自治县,20409,10521,9888,3640,2544,1096,14872,7325,7547,230,165,65,1667,487,1180,1.92,1.90
  巴马瑶族自治县,15436,7387,8049,2828,1692,1136,11062,5281,5781,129,68,61,1417,346,1071,1.84,1.80
  都安瑶族自治县,37642,18590,19052,8903,5632,3271,24497,11733,12764,252,189,63,3990,1036,2954,1.91,1.89
  大化瑶族自治县,25932,12842,13090,6517,3895,2622,16578,8110,8468,226,140,86,2611,697,1914,1.66,1.64
  宜州市,41809,21132,20677,8185,5205,2980,29957,14731,15226,540,333,207,3127,863,2264,1.61,1.59
来宾市,149988,76448,73540,32576,20224,12352,104926,51897,53029,1677,1103,574,10809,3224,7585,1.84,1.82
  兴宾区,64514,32856,31658,16835,9829,7006,43172,21336,21836,593,381,212,3914,1310,2604,1.83,1.82
  忻城县,22623,11354,11269,4098,2728,1370,16047,7835,8212,227,157,70,2251,634,1617,1.84,1.81
  象州县,21008,10749,10259,3576,2376,1200,15491,7721,7770,289,194,95,1652,458,1194,1.82,1.80
  武宣县,23766,12117,11649,4928,3125,1803,16886,8357,8529,248,167,81,1704,468,1236,1.96,1.95
  金秀瑶族自治县,9501,4945,4556,1507,1095,412,7053,3507,3546,192,125,67,749,218,531,1.77,1.74
  合山市,8576,4427,4149,1632,1071,561,6277,3141,3136,128,79,49,539,136,403,1.66,1.64
崇左市,150101,76589,73512,28111,18169,9942,108430,54254,54176,1186,724,462,12374,3442,8932,1.69,1.67
  江州区,24973,13079,11894,5399,3587,1812,17609,8900,8709,193,129,64,1772,463,1309,1.63,1.61
