首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,,,,,,,单位：人
地    区,"16岁及以上
人口总计","各种行业人口
总计",,,,,,,,,,,,,,,,,,,,,三次产业人口占行业人口比重(%),,
,,,农林牧渔业,采矿业,制造业,"电力、燃气
及水的生产
和供应业",建筑业,仓储和邮政业,"交通运输、
计算机服务
和软件业","信息传输、
批发和零售业",住宿和餐饮业,金融业,房地产业,"租赁和
商务服务业","科学研究、
技术服务和
地质勘察业","水利、环境
和公共设施
管理业","居民服务和
其他服务业",教育,"卫生、社会
保障和社会
福利业","文化、体育
和娱乐业","公共管理和
社会组织",国际组织,第一产业,第二产业,第三产业
安徽省,4211557,2897236,1570071,37504,340464,16417,230010,96181,12429,237899,80012,16951,15440,12245,6240,7885,48605,65857,32240,9886,60900,,54.19,21.55,24.26
合肥市,412709,258358,72278,309,43110,2019,27008,12035,3402,37758,11905,3686,6036,3677,2423,1228,6303,9520,4389,2600,8672,,27.98,28.04,43.98
  瑶海区,64612,38916,773,48,7848,253,4398,3492,576,10619,2404,551,1657,787,314,199,1417,1213,688,472,1207,,1.99,32.24,65.77
  庐阳区,39630,23853,522,12,3569,385,2134,1450,541,5205,1669,942,872,632,473,164,955,1168,743,503,1914,,2.19,25.57,72.24
  蜀山区,79915,42852,822,90,12080,422,4212,1656,1321,6783,2659,1026,1853,1024,882,471,1154,2539,1375,584,1899,,1.92,39.21,58.87
  包河区,58984,36047,1372,32,6646,539,5554,1663,573,7815,2224,744,1206,746,602,154,1203,1938,740,783,1513,,3.81,35.43,60.77
  长丰县,47494,33431,22528,3,3096,123,1841,894,96,1977,735,101,90,61,20,42,364,652,192,53,563,,67.39,15.14,17.47
  肥东县,60354,40740,24766,104,3288,134,5181,1151,91,2116,826,125,140,110,23,56,467,1002,297,53,810,,60.79,21.37,17.84
  肥西县,61720,42519,21495,20,6583,163,3688,1729,204,3243,1388,197,218,317,109,142,743,1008,354,152,766,,50.55,24.59,24.86
芜湖市,172146,109124,29993,851,27236,1058,10459,6438,657,12042,4333,1131,1124,704,350,713,3193,3226,1746,824,3046,,27.49,36.29,36.22
  镜湖区,37295,20219,1089,55,4163,415,1420,1978,295,3645,1157,574,486,290,171,192,837,1218,779,387,1068,,5.39,29.94,64.68
  弋江区,24139,12364,1388,28,3028,164,1405,832,128,2130,654,203,253,158,57,78,552,464,255,156,431,,11.23,37.41,51.37
  鸠江区,26681,16704,1174,7,8886,167,1558,1012,69,1481,595,45,152,119,40,297,334,324,119,85,240,,7.03,63.57,29.41
  三山区,11241,8202,3904,25,1476,74,939,244,28,731,273,23,25,16,11,13,164,126,43,9,78,,47.60,30.65,21.75
  芜湖县,22324,16211,7878,19,2564,73,1583,819,29,1215,458,112,60,29,25,61,372,356,138,48,372,,48.60,26.15,25.25
  繁昌县,20499,13797,2872,630,4271,90,1609,796,42,1209,598,78,65,55,42,56,411,306,189,79,399,,20.82,47.84,31.35
  南陵县,29967,21627,11688,87,2848,75,1945,757,66,1631,598,96,83,37,4,16,523,432,223,60,458,,54.04,22.91,23.05
蚌埠市,228664,154653,96431,82,14338,763,6960,5809,562,12484,3532,871,602,495,358,517,1958,3476,1986,416,3013,,62.35,14.32,23.33
  龙子湖区,18784,10600,2020,5,2392,102,540,1007,74,1939,475,120,99,79,95,173,273,382,367,84,374,,19.06,28.67,52.27
  蚌山区,26558,12908,828,4,2205,199,1025,1296,216,2618,732,343,211,228,104,151,340,827,467,137,977,,6.41,26.60,66.99
  禹会区,19905,10470,1294,14,3328,186,504,777,74,1918,585,135,151,58,123,50,315,328,252,83,295,,12.36,38.51,49.13
  淮上区,10988,8111,4777,2,877,24,831,279,19,766,205,13,5,22,,9,99,86,42,9,46,,58.90,21.38,19.73
  怀远县,69850,49951,40100,29,1697,123,1498,1136,64,2239,588,114,50,32,8,65,372,828,419,43,546,,80.28,6.70,13.02
  五河县,45102,34001,24883,15,2693,56,1700,763,40,1505,610,82,67,46,15,43,318,540,212,24,389,,73.18,13.13,13.69
  固镇县,37477,28612,22529,13,1146,73,862,551,75,1499,337,64,19,30,13,26,241,485,227,36,386,,78.74,7.32,13.94
淮南市,170204,102208,43470,13936,7507,1580,6836,4129,449,9075,3008,771,880,536,267,463,1684,2856,1705,467,2589,,42.53,29.21,28.26
  大通区,12815,8421,3599,387,1127,169,648,421,30,757,202,32,70,60,8,22,164,141,95,28,461,,42.74,27.68,29.58
  田家庵区,45778,23433,3648,1677,2393,1034,2114,1777,244,3674,1110,494,421,261,113,242,612,1317,872,270,1160,,15.57,30.80,53.63
  谢家集区,22447,11331,3323,3327,853,75,318,494,52,1149,399,73,123,77,93,36,187,299,236,34,183,,29.33,40.36,30.32
  八公山区,12384,5776,595,2619,537,48,207,276,25,480,264,46,81,14,29,16,108,183,89,34,125,,10.30,59.05,30.64
  潘集区,28856,19368,11198,2914,835,149,1431,392,47,1058,344,43,57,38,3,16,175,280,147,22,219,,57.82,27.51,14.67
  凤台县,47924,33879,21107,3012,1762,105,2118,769,51,1957,689,83,128,86,21,131,438,636,266,79,441,,62.30,20.65,17.05
马鞍山市,103035,61096,14837,1311,16526,1004,6513,2991,401,6386,2158,605,504,546,489,298,1704,1749,926,348,1800,,24.28,41.50,34.22
  金家庄区,8913,4870,246,34,1738,95,449,486,34,882,250,34,54,38,34,43,204,74,50,32,93,,5.05,47.56,47.39
  花山区,23553,12117,380,310,3414,473,845,860,153,1683,583,298,205,216,212,127,415,717,386,145,695,,3.14,41.61,55.25
  雨山区,24756,12181,574,621,3816,279,1526,719,117,1525,598,149,136,220,219,77,499,387,243,99,377,,4.71,51.24,44.04
  当涂县,45813,31928,13637,346,7558,157,3693,926,97,2296,727,124,109,72,24,51,586,571,247,72,635,,42.71,36.81,20.47
淮北市,147017,90277,46098,9544,7491,819,6926,3169,349,5329,1811,540,296,671,227,272,1188,2178,1263,210,1896,,51.06,27.45,21.49
  杜集区,20985,11083,3950,3321,1136,31,487,344,35,685,259,29,30,24,55,27,165,252,140,21,92,,35.64,44.89,19.47
  相山区,31132,16161,1359,1811,2205,511,1606,942,183,2307,637,364,214,233,127,152,448,1049,678,117,1218,,8.41,37.95,53.64
  烈山区,21669,12733,5633,3275,1253,115,706,420,38,415,189,31,38,28,15,16,154,196,132,17,62,,44.24,42.01,13.75
  濉溪县,73231,50300,35156,1137,2897,162,4127,1463,93,1922,726,116,14,386,30,77,421,681,313,55,524,,69.89,16.55,13.56
铜陵市,54694,31650,7204,1835,6884,491,2741,1932,327,3358,1280,374,372,231,172,197,839,1020,569,274,1550,,22.76,37.76,39.48
  铜官山区,21917,11439,207,741,3216,334,621,794,207,1620,549,275,216,152,90,142,360,578,393,165,779,,1.81,42.94,55.25
  狮子山区,8594,4429,475,397,1176,40,543,264,44,557,204,34,86,39,49,42,149,107,59,42,122,,10.72,48.68,40.60
  郊区,5365,3043,528,336,737,47,345,252,26,306,126,23,17,15,25,6,90,41,27,16,80,,17.35,48.14,34.51
  铜陵县,18818,12739,5994,361,1755,70,1232,622,50,875,401,42,53,25,8,7,240,294,90,51,569,,47.05,26.83,26.12
安庆市,355205,230489,106231,582,37310,1616,23991,7271,999,21256,7021,1443,954,825,335,611,4324,6359,2858,855,5648,,46.09,27.55,26.36
  迎江区,18889,10874,1721,61,1580,227,882,724,111,2234,661,282,202,78,82,136,344,454,376,145,574,,15.83,25.29,58.88
  大观区,20119,11096,1758,63,2206,159,606,755,155,1898,568,262,184,161,64,58,470,545,298,154,732,,15.84,27.34,56.81
  宜秀区,19547,11094,1900,77,2431,115,1519,732,81,2033,576,103,107,75,54,76,289,414,131,74,307,,17.13,37.34,45.54
  怀宁县,32092,21691,10619,93,2713,115,1755,515,36,2626,1340,84,46,50,17,29,348,568,228,65,444,,48.96,21.56,29.49
  枞阳县,50303,34550,18117,61,4571,138,5155,942,108,2333,617,79,41,58,8,40,441,851,313,39,638,,52.44,28.73,18.84
  潜山县,34453,20119,8246,60,4525,147,1773,594,71,2031,523,135,68,74,27,53,354,576,258,80,524,,40.99,32.33,26.68
  太湖县,36692,24542,12524,40,4121,176,2771,517,133,1555,507,88,50,103,18,66,564,557,255,52,445,,51.03,28.96,20.01
  宿松县,36372,24299,16104,38,2303,108,1474,581,56,1360,309,114,21,40,16,33,285,648,277,46,486,,66.27,16.14,17.58
  望江县,34722,25683,14080,7,4036,131,2495,479,79,1643,876,68,112,53,17,35,345,580,205,69,373,,54.82,25.97,19.21
  岳西县,23940,15662,8773,53,2002,138,1319,484,62,1043,312,76,12,35,8,25,265,366,180,54,455,,56.01,22.42,21.56
  桐城市,48076,30879,12389,29,6822,162,4242,948,107,2500,732,152,111,98,24,60,619,800,337,77,670,,40.12,36.45,23.43
黄山市,107093,75839,35678,192,9281,390,8680,2359,442,6142,3430,694,512,586,95,305,1650,1637,838,357,2571,,47.04,24.45,28.51
  屯溪区,17506,9791,628,21,948,106,1328,597,188,1935,1082,293,220,268,48,51,427,465,253,110,823,,6.41,24.54,69.04
  黄山区,11802,8281,3342,25,511,42,1033,312,55,750,750,109,71,140,8,145,230,150,72,74,462,,40.36,19.45,40.19
  徽州区,7444,5610,2584,3,1132,23,742,117,13,370,131,29,16,26,5,13,110,73,50,22,151,,46.06,33.87,20.07
  歙县,31039,23271,13834,26,2985,95,2102,568,76,1242,508,111,120,74,16,39,371,476,211,40,377,,59.45,22.38,18.17
  休宁县,19797,15140,7605,88,2080,56,2257,358,41,985,543,56,50,60,9,25,296,181,106,30,314,,50.23,29.60,20.17
  黟县,6517,4655,2467,9,580,29,440,122,24,281,213,51,13,5,1,12,85,72,38,45,168,,53.00,22.73,24.27
  祁门县,12988,9091,5218,20,1045,39,778,285,45,579,203,45,22,13,8,20,131,220,108,36,276,,57.40,20.70,21.90
滁州市,282990,201248,119976,888,27553,786,11314,6782,648,12942,4159,909,526,534,263,475,2885,4214,1929,490,3975,,59.62,20.14,20.24
  琅琊区,23055,13488,2321,127,3086,228,885,990,143,1908,625,262,136,148,83,113,538,602,355,103,835,,17.21,32.07,50.72
  南谯区,18726,12955,7244,37,1839,49,1032,493,81,812,292,66,43,38,10,53,247,230,121,36,232,,55.92,22.83,21.26
  来安县,31487,22780,14940,22,2317,69,1460,717,51,1200,467,77,21,40,5,33,312,390,218,35,406,,65.58,16.98,17.44
  全椒县,29034,20740,12612,26,3041,105,870,745,51,1226,438,97,100,35,4,44,206,448,170,54,468,,60.81,19.49,19.70
  定远县,52277,37636,27546,214,2408,63,1455,903,91,1878,696,103,56,55,73,34,365,770,292,55,579,,73.19,11.00,15.81
  凤阳县,45506,33218,25108,180,2039,76,806,1332,60,1415,425,74,51,44,35,71,267,670,204,42,319,,75.59,9.34,15.08
  天长市,47547,35177,12137,241,11157,121,3941,962,92,2980,717,145,83,142,44,61,644,628,318,107,657,,34.50,43.95,21.55
  明光市,35358,25254,18068,41,1666,75,865,640,79,1523,499,85,36,32,9,66,306,476,251,58,479,,71.55,10.48,17.97
阜阳市,507903,378463,256138,1206,24617,1018,27149,10251,881,27026,6762,1373,549,685,403,734,4210,6560,3133,659,5109,,67.68,14.27,18.06
  颍州区,50955,34222,11715,55,3963,296,4281,1648,244,4799,1319,508,263,191,72,226,947,1280,775,248,1392,,34.23,25.12,40.65
  颍东区,34860,25195,14637,230,2257,56,2618,1262,48,1905,576,70,36,56,4,104,418,452,181,30,255,,58.09,20.48,21.42
  颍泉区,39465,30136,18133,15,1693,133,3553,1033,86,2758,698,128,54,53,14,51,394,494,251,32,563,,60.17,17.90,21.93
  临泉县,96820,74894,59153,27,3372,130,3562,1209,92,3527,851,152,34,88,64,40,686,931,390,43,543,,78.98,9.47,11.55
  太和县,94892,75565,55899,35,3347,95,5094,1412,105,5316,1132,150,54,71,148,51,494,948,524,69,621,,73.97,11.34,14.68
  阜南县,71163,52116,38580,50,3037,95,2674,1339,91,2808,746,130,28,96,29,120,410,921,386,58,518,,74.03,11.24,14.74
  颍上县,78450,56628,40378,777,3475,117,3299,1401,127,3138,874,133,66,84,67,101,452,956,348,119,716,,71.30,13.54,15.16
  界首市,41298,29707,17643,17,3473,96,2068,947,88,2775,566,102,14,46,5,41,409,578,278,60,501,,59.39,19.03,21.58
宿州市,386022,285712,216951,3256,13449,860,13881,5109,573,12633,3499,703,500,291,219,385,2226,4988,2251,368,3570,,75.93,11.01,13.06
  埇桥区,118952,83919,53200,2804,5709,492,5400,2083,281,5410,1805,394,243,166,163,219,943,1798,1050,207,1552,,63.39,17.17,19.44
  砀山县,58139,44625,37939,13,1685,94,802,656,33,1269,352,77,17,26,7,50,183,689,291,24,418,,85.02,5.81,9.17
  萧县,80860,61433,50408,378,1931,109,2481,876,88,2259,436,77,28,24,5,65,378,1032,332,47,479,,82.05,7.97,9.97
  灵璧县,67960,48315,36266,36,2359,109,3073,982,79,2376,506,90,100,48,32,14,442,819,345,50,589,,75.06,11.54,13.40
  泗县,60111,47420,39138,25,1765,56,2125,512,92,1319,400,65,112,27,12,37,280,650,233,40,532,,82.53,8.37,9.09
巢湖市,261088,182070,95450,692,21778,963,16399,5209,610,14247,10240,777,625,558,101,311,4214,3778,1798,358,3962,,52.42,21.88,25.70
  居巢区,52837,34997,16081,102,5439,311,2829,1508,211,3071,1033,288,275,129,37,91,631,963,504,155,1339,,45.95,24.80,29.25
  庐江县,64705,44044,25047,201,4281,253,4511,1236,137,3667,984,132,165,231,26,43,761,797,477,77,1018,,56.87,20.99,22.14
  无为县,75011,51609,29917,135,4777,183,4269,1178,136,4212,2488,160,91,126,16,79,1617,1140,392,51,642,,57.97,18.14,23.89
  含山县,26386,19048,8635,69,2673,96,2542,579,61,1285,1392,103,34,41,5,38,534,380,167,27,387,,45.33,28.24,26.42
  和县,42149,32372,15770,185,4608,120,2248,708,65,2012,4343,94,60,31,17,60,671,498,258,48,576,,48.71,22.12,29.16
六安市,387100,278683,162748,692,33707,1224,24286,8445,745,19666,6215,983,745,761,242,641,3843,5545,2699,586,4910,,58.40,21.50,20.10
  金安区,56208,41953,18907,46,7592,198,4549,1469,167,3635,1317,253,210,216,96,98,736,885,521,127,931,,45.07,29.52,25.41
  裕安区,59847,42840,20790,146,5647,220,6186,1234,150,3609,1054,210,240,166,39,119,562,903,455,118,992,,48.53,28.48,22.99
  寿县,59529,43851,35529,27,1493,112,674,1011,72,2061,582,86,60,12,14,91,291,863,317,71,485,,81.02,5.26,13.72
  霍邱县,96888,72020,47369,224,8400,190,4316,2027,126,4319,1339,147,57,98,15,177,756,1024,576,86,774,,65.77,18.23,16.00
  舒城县,53079,34658,16121,121,5252,156,4326,1396,119,3069,855,110,85,133,13,105,685,875,402,111,724,,46.51,28.43,25.05
  金寨县,37109,25477,16001,52,2129,176,2410,722,45,1535,484,95,41,94,50,24,313,567,212,33,494,,62.81,18.71,18.48
  霍山县,24440,17884,8031,76,3194,172,1825,586,66,1438,584,82,52,42,15,27,500,428,216,40,510,,44.91,29.45,25.64
亳州市,339638,254240,178659,700,14087,522,16605,6160,439,20334,3454,678,232,230,84,170,2978,4141,1711,292,2764,,70.27,12.55,17.18
  谯城区,100694,77768,59193,44,3611,166,2675,1446,174,5547,908,253,84,107,10,54,1064,1074,422,106,830,,76.11,8.35,15.53
  涡阳县,87339,64388,41198,255,4361,130,5028,1639,71,7237,991,123,9,34,58,19,867,1088,467,91,722,,63.98,15.18,20.84
  蒙城县,74181,53842,35761,330,3543,114,4971,1661,118,3245,714,187,119,53,10,64,661,1098,460,52,681,,66.42,16.64,16.94
  利辛县,77424,58242,42507,71,2572,112,3931,1414,76,4305,841,115,20,36,6,33,386,881,362,43,531,,72.98,11.48,15.54
池州市,105333,73540,32803,578,11059,457,8483,2581,356,5883,2751,581,476,441,114,279,1704,1771,907,269,2047,,44.61,27.98,27.41
  贵池区,46802,32529,12602,300,5067,249,4553,1182,210,2860,1286,318,362,217,82,143,790,805,440,171,892,,38.74,31.26,30.00
  东至县,32881,24269,13207,67,3924,101,1915,676,75,1636,581,152,73,45,17,55,402,560,273,42,468,,54.42,24.75,20.83
  石台县,7183,4875,2566,19,598,26,447,137,20,321,161,35,2,24,4,30,72,119,59,14,221,,52.64,22.36,25.01
  青阳县,18467,11867,4428,192,1470,81,1568,586,51,1066,723,76,39,155,11,51,440,287,135,42,466,,37.31,27.90,34.79
宣城市,190716,129586,55126,850,24531,847,11779,5511,589,11338,4454,832,507,474,98,286,3702,2839,1532,513,3778,,42.54,29.33,28.13
  宣州区,55823,39072,18865,287,5417,251,3050,1684,211,3602,1260,271,173,164,48,98,935,956,458,148,1194,,48.28,23.05,28.67
  郎溪县,24106,16751,6837,42,3272,86,2240,729,68,1366,491,68,48,40,5,29,430,359,174,41,426,,40.82,33.67,25.51
  广德县,36222,23910,9314,187,5535,110,2390,1263,90,1927,702,120,63,56,9,75,649,499,272,99,550,,38.95,34.39,26.66
  泾县,23591,14835,5641,194,2776,135,1358,578,68,1373,682,96,56,78,19,44,680,317,194,77,469,,38.02,30.08,31.89
  绩溪县,11562,8499,4734,33,1258,45,671,201,29,491,283,69,17,31,,14,123,136,64,27,273,,55.70,23.61,20.68
  旌德县,9447,6850,3148,42,848,53,600,246,41,501,305,44,27,22,3,9,404,147,87,21,302,,45.96,22.53,31.52
  宁国市,29965,19669,6587,65,5425,167,1470,810,82,2078,731,164,123,83,14,17,481,425,283,100,564,,33.49,36.23,30.28
,,,,,,,,,,,,,,,,,,,,,,,,,
福建省,2880394,1950006,551508,15571,558042,14738,139774,83861,15617,243454,72908,19013,13927,13746,5734,6272,51829,52541,22734,14167,54548,22,28.28,37.34,34.38
福州市,547883,318993,57901,864,70737,2879,32226,17243,5197,50583,23038,5329,3855,2948,1783,1538,9508,11564,5259,4180,12350,11,18.15,33.45,48.40
  鼓楼区,50655,27935,155,102,2649,464,1195,1176,1654,5296,1849,1832,914,854,727,340,1081,2069,1275,1263,3038,2,0.55,15.79,83.66
  台江区,32429,16649,68,22,1936,284,922,1349,614,5031,1015,669,506,264,119,197,678,833,629,421,1092,,0.41,19.00,80.59
  仓山区,59002,33589,1272,68,12063,350,3275,1903,793,5136,1012,651,775,429,221,208,766,1956,656,373,1680,2,3.79,46.91,49.30
  马尾区,19125,10970,444,6,4575,46,875,537,48,1032,2225,99,91,54,20,68,285,229,45,39,252,,4.05,50.15,45.80
  晋安区,65736,42892,1365,40,9326,460,5062,3541,805,10084,2464,952,797,708,568,237,1819,1136,814,892,1819,3,3.18,34.71,62.11
  闽侯县,52496,29540,8183,55,8885,152,3245,1609,140,2962,1035,120,125,218,33,93,795,860,246,195,588,1,27.70,41.76,30.53
  连江县,43925,25811,7307,96,4071,225,3241,1404,630,3128,2813,138,153,53,6,26,927,526,219,239,609,,28.31,29.57,42.12
  罗源县,16357,8846,2868,121,1847,103,772,550,68,993,283,71,34,20,13,29,293,292,111,50,328,,32.42,32.14,35.44
  闽清县,17839,10557,3752,13,2401,165,1093,547,54,1018,275,87,13,22,4,21,197,383,140,44,328,,35.54,34.78,29.68
  永泰县,17586,11891,6558,21,1129,91,1489,264,34,975,239,76,7,11,4,58,181,321,85,23,325,,55.15,22.96,21.89
  平潭县,25178,12250,4198,54,439,70,2495,1350,84,1615,309,91,112,64,4,36,272,464,156,54,382,1,34.27,24.96,40.77
  福清市,95490,59705,17616,194,12284,275,5964,1783,184,9466,5606,368,267,190,19,180,1258,1862,589,427,1172,1,29.51,31.35,39.15
  长乐市,52065,28358,4115,72,9132,194,2598,1230,89,3847,3913,175,61,61,45,45,956,633,294,160,737,1,14.51,42.30,43.19
厦门市,289240,204935,13546,407,81037,1201,13742,11694,3019,31576,10137,3260,4723,4052,1532,1419,7762,5554,2555,2280,5433,6,6.61,47.03,46.36
  思明区,76045,47894,162,79,6862,522,2218,3527,1642,10683,4054,1939,2229,2166,1167,521,2860,2280,1184,1102,2695,2,0.34,20.21,79.45
  海沧区,23816,18114,711,39,10002,79,1263,836,130,2147,532,159,376,241,59,157,418,301,207,103,354,,3.93,62.84,33.23
  湖里区,76885,60860,110,56,25072,196,5980,4282,898,11398,3334,726,1569,1051,204,357,2583,965,478,673,924,4,0.18,51.44,48.38
  集美区,47629,31069,1075,22,18817,168,1798,1174,153,2876,1188,186,332,231,58,226,737,1075,240,166,547,,3.46,66.96,29.58
  同安区,39739,29947,5120,105,14542,164,1469,1214,139,2984,620,202,161,295,22,85,895,694,298,185,753,,17.10,54.36,28.54
  翔安区,25126,17051,6368,106,5742,72,1014,661,57,1488,409,48,56,68,22,73,269,239,148,51,160,,37.35,40.67,21.99
莆田市,212080,142125,43223,478,49537,798,9349,5099,647,14932,3514,814,418,437,100,292,2872,4013,1569,812,3217,4,30.41,42.33,27.26
  城厢区,31025,20863,5276,49,5058,208,1605,753,200,3045,918,350,141,136,32,53,511,922,324,177,1105,,25.29,33.17,41.54
  涵江区,35381,23821,3689,18,10952,96,1369,1018,107,3190,930,123,54,92,18,36,530,548,251,218,581,1,15.49,52.20,32.31
  荔城区,38770,27557,5693,14,12789,138,1555,860,148,3034,482,160,152,81,20,59,593,655,378,147,596,,20.66,52.60,26.74
  秀屿区,44874,30911,15081,318,7565,108,2152,1079,65,2324,275,38,26,39,15,94,460,638,289,56,289,,48.79,32.81,18.40
  仙游县,62030,38973,13484,79,13173,248,2668,1389,127,3339,909,143,45,89,15,50,778,1250,327,214,646,,34.60,41.49,23.92
三明市,189992,125479,52495,3353,18445,1616,8143,5467,752,12312,5788,1275,521,683,322,430,2833,3951,1614,652,4827,,41.84,25.15,33.02
  梅列区,14360,9298,480,40,2193,204,940,512,192,1646,509,324,110,224,100,62,310,396,192,139,725,,5.16,36.32,58.52
  三元区,15389,9313,1899,118,1971,68,638,714,89,1773,484,129,79,74,46,92,246,363,149,77,304,,20.39,30.01,49.60
  明溪县,7675,5350,2675,32,930,78,213,125,36,408,185,54,10,2,11,12,109,157,55,18,240,,50.00,23.42,26.58
  清流县,9245,6676,3700,161,598,84,489,196,32,477,147,54,28,23,11,7,110,189,60,23,287,,55.42,19.95,24.63
  宁化县,20807,15085,9937,133,1277,78,664,431,50,930,317,62,21,42,8,21,221,353,126,25,389,,65.87,14.27,19.86
  大田县,23932,15652,7746,1187,1836,112,845,632,55,1086,477,92,26,40,12,30,323,501,167,27,458,,49.49,25.43,25.08
  尤溪县,26159,15928,7196,250,3060,213,996,562,82,1100,512,86,31,22,11,17,326,568,199,68,629,,45.18,28.37,26.45
  沙县,17044,10255,2709,67,1813,152,816,394,45,1034,1703,104,66,58,45,36,224,405,139,60,385,,26.42,27.77,45.81
  将乐县,11118,7269,3301,268,775,84,423,295,29,697,360,76,18,34,9,37,158,218,102,54,331,,45.41,21.32,33.26
  泰宁县,8314,5911,2655,46,502,80,582,257,41,589,273,73,18,66,8,22,171,129,80,33,286,,44.92,20.47,34.61
  建宁县,9544,7086,4444,36,516,77,389,195,22,478,174,32,8,8,10,13,209,172,69,30,204,,62.72,14.37,22.92
  永安市,26405,17656,5753,1015,2974,386,1148,1154,79,2094,647,189,106,90,51,81,426,500,276,98,589,,32.58,31.28,36.14
泉州市,651124,484377,85556,3131,224890,2281,30839,16043,2548,60272,12142,3128,1906,2298,1088,861,12536,9369,3990,2912,8587,,17.66,53.91,28.42
  鲤城区,34066,24986,249,17,12918,122,948,718,250,4556,1025,335,263,285,59,101,938,732,424,166,880,,1.00,56.05,42.95
  丰泽区,45736,31701,457,55,10738,269,2525,1743,582,5951,1624,815,572,549,253,222,1058,1345,697,546,1700,,1.44,42.86,55.70
  洛江区,15274,10968,1539,9,6279,28,642,328,42,965,204,38,87,29,14,17,183,333,59,33,139,,14.03,63.44,22.53
  泉港区,24161,16743,3800,274,4455,133,2640,1323,100,1810,410,108,78,122,7,17,434,483,149,71,329,,22.70,44.81,32.50
  惠安县,73351,53336,7739,481,22788,131,9640,1322,232,4881,867,256,275,330,34,94,1735,1162,435,201,733,,14.51,61.95,23.54
  安溪县,75295,58269,38391,119,7516,199,1443,923,122,5614,600,207,137,66,12,50,869,1004,305,81,611,,65.89,15.92,18.19
  永春县,35687,26897,10248,907,7457,170,1717,1106,128,2361,508,122,30,78,14,29,620,629,216,66,491,,38.10,38.11,23.79
  德化县,22714,16307,3904,175,7961,168,680,350,72,1083,362,85,24,29,7,39,295,397,137,74,465,,23.94,55.09,20.97
  石狮市,52745,40289,1265,97,23451,250,1126,1265,118,7234,1518,242,104,211,34,85,1523,665,246,190,665,,3.14,61.86,35.00
  晋江市,159305,123016,3234,342,81418,333,4433,4023,337,16514,3108,543,191,285,84,117,3668,1509,722,561,1594,,2.63,70.34,27.03
