首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,
地    区,各年龄组人口占总人口比重（%）,,,,有65岁及以上老年人口的户数（户）,,,,人口自然变动（‰）,,,迁入人口（人）,,
,0-14岁,15-64岁,65岁及以上,"15-49岁
育龄妇女",合计,有一个老人,有二个老人,"有三个
及以上老人",出生率,死亡率,自然增长率,"本县（市）/
本市市区","本省其他县
（市）、市区",外省
  南郊区,18.27,76.33,5.40,30.35,16289,10834,5438,17,8.76,4.12,4.64,33172,98197,53364
  新荣区,18.27,73.43,8.31,27.29,6753,4568,2177,8,9.91,6.13,3.78,17932,3486,4090
  阳高县,17.44,72.69,9.87,28.01,20428,14108,6276,44,11.27,6.09,5.18,21088,4895,6511
  天镇县,17.77,72.59,9.64,29.50,14831,9880,4908,43,10.95,6.28,4.67,18359,1352,2934
  广灵县,20.31,71.42,8.27,27.51,11671,8309,3354,8,9.94,5.04,4.90,19729,856,2832
  灵丘县,20.12,72.27,7.61,26.36,13867,10061,3790,16,12.11,6.94,5.17,28179,2312,2766
  浑源县,17.88,74.19,7.93,29.00,21091,15060,5996,35,12.00,6.14,5.86,29225,3974,7228
  左云县,17.73,75.00,7.27,29.69,8601,5879,2711,11,10.22,5.42,4.80,24240,4347,3293
  大同县,18.40,72.84,8.75,26.81,12151,8196,3925,30,10.07,5.65,4.42,24485,19676,6818
阳泉市,15.67,76.30,8.03,27.75,84069,59780,24080,209,8.47,5.87,2.60,118029,127136,51103
  城区,13.96,77.71,8.33,29.51,11595,7214,4357,24,6.86,5.20,1.66,23954,29053,12610
  矿区,14.64,77.56,7.80,28.55,14206,9495,4697,14,8.07,4.27,3.80,19740,24036,5954
  郊区,14.28,77.99,7.72,26.75,16776,11980,4739,57,6.95,6.24,0.71,16343,62343,16112
  平定县,17.93,74.34,7.73,26.83,20817,16046,4715,56,9.64,7.04,2.60,28051,7968,8662
  盂县,16.38,74.98,8.64,27.94,20675,15045,5572,58,9.92,5.91,4.01,29941,3736,7765
长治市,17.53,75.60,6.87,28.42,176271,127996,47941,334,10.46,5.96,4.50,246778,131245,54914
  城区,14.15,79.50,6.35,32.78,22333,14216,8074,43,8.61,4.12,4.49,46320,50020,21972
  郊区,16.32,77.16,6.52,29.12,13617,9461,4137,19,10.45,6.11,4.34,15293,17052,5874
  长治县,17.45,76.15,6.40,28.33,17268,12910,4333,25,10.25,5.73,4.52,25238,9760,3395
  襄垣县,17.15,75.39,7.46,27.65,15209,11033,4142,34,11.20,7.48,3.72,18041,8678,2964
  屯留县,18.54,75.32,6.15,28.55,12846,9605,3209,32,11.24,5.46,5.78,16120,8583,3352
  平顺县,16.94,75.61,7.45,27.28,9020,6958,2046,16,9.40,5.88,3.52,7470,1162,1796
  黎城县,20.69,71.76,7.55,25.76,9359,6832,2512,15,10.90,6.08,4.82,15544,1920,2190
  壶关县,19.99,73.24,6.77,28.18,15491,11590,3866,35,11.63,6.91,4.72,21379,2395,1164
  长子县,17.36,75.92,6.71,28.27,17716,13123,4567,26,11.23,6.08,5.15,15249,7462,2516
  武乡县,19.32,72.28,8.40,24.87,12179,9147,3002,30,10.30,6.61,3.69,13260,2775,1669
  沁县,18.53,73.36,8.12,27.12,10963,8120,2817,26,10.56,6.44,4.12,13655,2676,690
  沁源县,17.42,75.61,6.97,25.80,8718,6637,2066,15,10.76,6.72,4.04,21589,5375,3501
  潞城市,18.81,74.64,6.55,28.04,11552,8364,3170,18,10.47,5.98,4.49,17620,13387,3831
晋城市,16.94,76.81,6.25,28.38,111120,82134,28843,143,7.63,5.92,1.71,195768,147900,76558
  城区,16.51,79.23,4.27,33.03,14998,10013,4963,22,6.54,1.58,4.96,53512,97425,40257
  沁水县,15.45,77.91,6.64,26.18,11177,8364,2798,15,7.00,7.00,0.00,23598,13449,7791
  阳城县,15.75,77.29,6.96,28.03,20694,15164,5506,24,5.84,7.12,-1.28,32365,5921,7236
  陵川县,18.47,74.33,7.19,26.79,13217,9905,3297,15,10.29,7.78,2.51,14750,2528,1901
  泽州县,17.26,76.06,6.68,26.69,25704,19624,6046,34,8.14,7.02,1.12,15578,17485,8808
  高平市,17.94,75.49,6.57,27.51,25330,19064,6233,33,8.63,6.76,1.87,55965,11092,10565
朔州市,17.98,74.71,7.30,29.35,91571,59207,32079,285,9.39,5.04,4.35,296826,107588,50777
  朔城区,18.69,75.15,6.16,30.66,22823,14899,7868,56,9.35,5.06,4.29,104721,42323,19249
  平鲁区,18.43,74.81,6.76,29.19,10140,6665,3438,37,8.97,5.12,3.85,47346,5401,6900
  山阴县,17.75,73.95,8.30,28.36,14517,9476,4994,47,9.11,5.63,3.48,35605,6842,6542
  应县,16.82,74.41,8.77,29.09,21042,13454,7510,78,9.26,4.14,5.12,38410,4763,1252
  右玉县,17.09,74.73,8.18,26.32,6780,4563,2199,18,9.77,5.48,4.29,24747,4837,4874
  怀仁县,18.26,74.82,6.92,29.46,16269,10150,6070,49,9.90,5.30,4.60,45997,43422,11960
晋中市,17.10,74.64,8.27,27.52,203225,141684,61031,510,10.11,5.67,4.44,408045,164438,97563
  榆次区,14.49,77.10,8.41,29.93,39057,25227,13733,97,8.88,4.43,4.45,101215,65198,25121
  榆社县,19.38,73.38,7.25,26.51,7558,5439,2108,11,13.44,5.46,7.98,15458,2644,2061
  左权县,16.89,76.02,7.09,26.37,8795,6607,2173,15,10.90,7.09,3.81,24871,4039,7296
  和顺县,15.56,76.76,7.68,27.79,8620,6286,2309,25,9.37,5.36,4.01,20533,3191,4143
  昔阳县,16.57,74.54,8.89,25.00,16041,11929,4085,27,10.43,8.23,2.20,24275,4331,7726
  寿阳县,14.19,75.12,10.69,25.50,17582,12857,4666,59,7.98,7.31,0.67,26532,10252,11100
  太谷县,15.95,75.77,8.28,28.00,18683,12760,5874,49,8.65,5.18,3.47,23635,25753,5895
  祁县,18.15,73.58,8.27,26.29,16990,12165,4781,44,10.34,6.20,4.14,20129,11088,3921
  平遥县,19.32,71.92,8.76,27.24,32812,23155,9551,106,10.76,5.87,4.89,32309,9298,5557
  灵石县,19.81,73.11,7.08,26.40,13817,9325,4453,39,11.84,5.61,6.23,41074,15293,16755
  介休市,18.52,73.90,7.58,28.40,23270,15934,7298,38,10.79,4.71,6.08,78014,13351,7988
运城市,16.81,75.17,8.01,28.75,301175,197721,102106,1348,10.42,5.71,4.71,336996,99672,31268
  盐湖区,15.70,77.09,7.21,31.69,35481,22393,12942,146,9.06,4.67,4.39,82196,60801,9825
  临猗县,15.79,76.08,8.13,28.61,35154,24137,10890,127,10.90,5.97,4.93,34336,3050,1583
  万荣县,17.81,73.64,8.56,27.92,28074,18760,9181,133,10.83,5.45,5.38,14691,2055,812
  闻喜县,17.42,74.48,8.10,27.95,24202,15867,8244,91,10.56,5.63,4.93,20306,3590,2438
  稷山县,18.64,73.38,7.98,28.24,20254,13016,7163,75,10.76,5.78,4.98,15843,2405,968
  新绛县,18.12,73.97,7.91,27.67,19383,13037,6259,87,10.48,6.06,4.42,20184,8853,1255
  绛县,16.40,75.34,8.27,28.36,16648,11094,5472,82,10.15,6.15,4.00,18725,1385,1594
  垣曲县,17.76,76.01,6.23,27.72,11058,7977,3059,22,10.35,6.02,4.33,21364,1908,2658
  夏县,16.12,75.38,8.50,27.87,21735,14258,7379,98,10.79,5.93,4.86,7831,670,235
  平陆县,16.26,74.66,9.08,28.25,16688,10969,5616,103,10.74,6.09,4.65,12243,759,1002
  芮城县,16.68,74.63,8.68,28.58,24425,14897,9384,144,10.66,6.02,4.64,33442,1503,2207
  永济市,15.36,76.20,8.44,28.99,27256,18064,9041,151,10.85,5.90,4.95,29451,5684,3263
  河津市,18.28,74.49,7.23,28.81,20817,13252,7476,89,10.11,5.63,4.48,26384,7009,3428
忻州市,17.78,73.17,9.05,27.48,207507,141559,65397,551,10.65,6.10,4.55,414322,93651,52431
  忻府区,17.16,74.25,8.59,29.70,35352,24476,10816,60,11.21,5.37,5.84,61340,32469,8544
  定襄县,17.89,72.18,9.93,25.84,16333,11226,5068,39,10.64,5.88,4.76,15339,6067,1374
  五台县,17.17,72.17,10.66,25.96,23808,16207,7493,108,9.05,6.03,3.02,25163,5164,3370
  代县,16.68,73.60,9.72,26.79,15426,10785,4604,37,11.74,6.43,5.31,27098,5155,6571
  繁峙县,20.30,71.56,8.14,27.74,16360,11125,5181,54,10.98,6.16,4.82,41952,4878,3733
  宁武县,18.50,73.81,7.69,26.99,9447,6688,2734,25,9.94,5.79,4.15,18973,6373,3276
  静乐县,19.13,72.50,8.37,27.57,10027,7077,2926,24,10.75,6.97,3.78,19905,2774,1336
  神池县,15.56,76.72,7.72,27.61,6207,4233,1956,18,9.52,5.79,3.73,10972,1512,915
  五寨县,16.46,75.53,8.01,29.26,6382,4171,2200,11,10.75,5.90,4.85,14057,4629,877
  岢岚县,16.76,75.20,8.05,27.75,5121,3494,1604,23,9.63,6.16,3.47,11224,2000,747
  河曲县,17.49,72.74,9.77,26.43,10232,6383,3822,27,11.89,6.03,5.86,34516,4026,6045
  保德县,20.58,72.80,6.62,28.18,7647,4861,2765,21,12.13,6.22,5.91,41852,3432,5350
  偏关县,18.96,72.57,8.47,28.09,7050,4645,2387,18,10.89,7.37,3.52,21355,1289,1064
  原平市,17.08,72.46,10.46,26.44,38115,26188,11841,86,10.08,6.50,3.58,70576,13883,9229
临汾市,17.99,75.20,6.81,29.33,215764,142907,72125,732,10.12,5.29,4.83,347019,119325,61604
  尧都区,15.95,77.65,6.40,32.09,41832,26642,14992,198,8.90,4.63,4.27,150343,64778,24468
  曲沃县,15.34,77.02,7.64,29.61,13342,8724,4558,60,10.18,5.31,4.87,10281,3217,1732
  翼城县,17.28,75.13,7.59,28.34,17861,12308,5467,86,10.61,5.46,5.15,16157,2714,2332
  襄汾县,17.45,74.02,8.53,27.64,27807,18176,9531,100,11.17,5.91,5.26,16915,3376,1937
  洪洞县,19.88,73.92,6.19,28.66,34565,23891,10587,87,10.40,5.24,5.16,11433,3522,2290
  古县,18.12,76.12,5.76,28.08,4190,3124,1056,10,10.41,5.76,4.65,5455,2863,3648
  安泽县,18.28,76.17,5.55,26.87,3656,2828,823,5,10.86,5.88,4.98,7775,2740,3337
  浮山县,17.81,74.20,7.99,27.34,7832,5523,2292,17,9.94,6.23,3.71,13112,1656,2225
  吉县,19.23,73.64,7.13,28.93,5596,3642,1941,13,10.07,5.07,5.00,11648,798,1198
  乡宁县,21.59,72.80,5.61,28.31,9719,6435,3253,31,10.37,5.44,4.93,14754,5038,3600
  大宁县,19.83,73.37,6.81,28.70,3212,2044,1161,7,11.28,5.86,5.42,5295,450,303
  隰县,19.09,74.11,6.80,28.60,5195,3360,1819,16,11.05,6.18,4.87,6905,711,407
  永和县,18.31,75.26,6.42,29.97,2995,1925,1060,10,10.02,5.25,4.77,7705,122,49
  蒲县,19.22,74.82,5.95,26.68,4673,3085,1578,10,11.18,6.11,5.07,11049,5316,3957
  汾西县,22.77,71.23,6.00,28.42,6361,4053,2292,16,11.13,5.76,5.37,13927,844,844
  侯马市,15.14,76.64,8.22,29.89,13872,8425,5402,45,9.47,4.70,4.77,20440,13300,5451
  霍州市,18.96,74.86,6.18,29.61,13056,8722,4313,21,9.93,5.12,4.81,23825,7880,3826
吕梁市,19.97,73.41,6.62,29.13,185582,127546,57565,471,10.62,5.55,5.07,370759,135870,43555
  离石区,20.71,74.73,4.56,32.81,10786,7034,3740,12,10.27,5.25,5.02,31998,61858,4553
  文水县,20.16,72.24,7.60,28.01,24788,17821,6896,71,11.12,5.75,5.37,17044,4452,1692
  交城县,19.54,73.62,6.85,28.42,12214,8840,3340,34,11.94,6.26,5.68,14443,5592,2208
  兴县,18.23,75.17,6.60,29.84,13450,8584,4807,59,10.80,5.75,5.05,37643,4047,4113
  临县,20.34,72.63,7.02,29.03,30500,20589,9818,93,11.02,5.59,5.43,28101,3301,1433
  柳林县,21.70,72.72,5.58,27.95,13668,9546,4096,26,10.12,5.13,4.99,55260,15932,6926
  石楼县,22.71,71.66,5.63,28.75,4598,2916,1670,12,10.57,5.91,4.66,13067,614,808
  岚县,20.35,73.10,6.54,29.47,8687,6014,2659,14,10.84,5.57,5.27,23218,1437,960
  方山县,19.82,73.71,6.47,28.37,6987,4773,2201,13,10.95,5.23,5.72,4797,5318,1300
  中阳县,21.06,73.19,5.75,28.53,6143,4195,1934,14,10.21,5.52,4.69,26464,7625,3140
  交口县,21.57,72.11,6.32,28.21,5740,3936,1789,15,9.40,5.92,3.48,10227,4751,2354
  孝义市,18.48,74.60,6.92,29.19,23967,16342,7579,46,9.73,5.46,4.27,66966,14193,11577
  汾阳市,18.77,73.46,7.76,29.00,24054,16956,7036,62,10.71,5.38,5.33,41531,6750,2491
,,,,,,,,,,,,,,
内蒙古自治区,14.07,78.37,7.56,29.05,1377709,910556,464032,3121,8.30,4.70,3.60,2732591,2994117,1444181
呼和浩特市,13.89,78.47,7.64,30.74,157645,98227,59106,312,7.96,3.19,4.77,292426,931211,169880
  新城区,13.91,79.22,6.87,32.04,27576,16413,11106,57,7.74,1.75,5.99,48421,231590,41345
  回民区,12.92,79.98,7.11,33.19,19972,12194,7746,32,8.09,3.10,4.99,31354,177255,32642
  玉泉区,16.21,78.26,5.53,31.38,15477,10005,5456,16,9.81,1.74,8.07,38805,205191,32299
  赛罕区,12.47,80.66,6.88,32.29,30836,18309,12470,57,6.93,2.11,4.82,70455,250297,42268
  土默特左旗,13.56,76.30,10.14,27.31,23051,14685,8315,51,8.41,5.45,2.96,23542,34050,9564
  托克托县,16.52,74.92,8.56,27.36,12672,8240,4410,22,8.33,5.07,3.26,20288,13352,4349
  和林格尔县,13.27,77.54,9.19,29.87,11628,7771,3815,42,7.66,4.92,2.74,19102,15172,3960
  清水河县,15.25,74.11,10.63,26.11,7119,4410,2694,15,7.91,6.50,1.41,16462,2193,1649
  武川县,13.41,75.03,11.55,25.15,9314,6200,3094,20,6.53,7.01,-0.48,23997,2111,1804
包头市,13.29,77.89,8.82,29.35,166559,102735,63515,309,7.39,3.43,3.96,342746,589756,206857
  东河区,12.00,78.18,9.82,29.15,35765,22291,13408,66,6.41,3.99,2.42,96518,75095,29439
  昆都仑区,13.80,77.72,8.49,30.26,43342,25454,17785,103,6.82,2.32,4.50,109348,213488,69185
  青山区,12.76,78.77,8.47,30.85,35162,20067,15033,62,7.14,2.67,4.47,61046,177550,63433
  石拐区,8.63,76.32,15.05,24.30,3944,2537,1402,5,3.60,6.27,-2.67,1710,1436,1477
  白云鄂博矿区,14.07,78.02,7.91,30.57,1555,1053,501,1,4.80,3.26,1.54,1715,8923,1601
  九原区,16.65,77.39,5.96,29.30,8134,5263,2866,5,10.91,2.88,8.03,11146,88224,24361
  土默特右旗,13.52,76.99,9.49,26.65,19571,13158,6390,23,10.61,5.69,4.92,31851,17320,12550
  固阳县,13.38,77.34,9.29,27.29,12206,8229,3954,23,7.13,4.70,2.43,16914,3266,2516
  达尔罕茂明安联合旗,13.54,77.40,9.06,27.41,6880,4683,2176,21,4.74,4.80,-0.06,12498,4454,2295
乌海市,13.93,79.14,6.93,29.77,26781,17030,9710,41,7.95,3.77,4.18,58831,88769,79533
  海勃湾区,13.89,79.71,6.40,30.77,13660,8519,5110,31,8.11,3.13,4.98,32831,52863,39357
  海南区,15.25,78.58,6.17,27.76,4699,3088,1607,4,8.52,4.43,4.09,7092,20032,24504
  乌达区,13.01,78.32,8.67,29.09,8422,5423,2993,6,7.16,4.69,2.47,18908,15874,15672
赤峰市,15.32,77.21,7.46,28.50,242287,165282,76432,573,8.90,5.42,3.48,436604,241886,62722
  红山区,13.67,78.55,7.77,30.84,23794,14223,9510,61,6.28,2.54,3.74,76742,91976,14680
  元宝山区,15.02,76.29,8.70,29.06,20339,12555,7747,37,7.13,4.64,2.49,41762,23229,7635
  松山区,15.87,77.55,6.58,29.30,28218,19065,9101,52,9.83,4.06,5.77,80916,91293,7858
  阿鲁科尔沁旗,14.91,78.15,6.94,27.91,14164,10226,3900,38,8.49,5.04,3.45,18252,1981,956
  巴林左旗,16.24,77.38,6.38,28.73,16118,11568,4519,31,8.35,6.21,2.14,41048,2718,1768
  巴林右旗,14.75,79.28,5.97,29.06,8023,5703,2285,35,8.47,4.06,4.41,18067,7823,1627
  林西县,14.26,77.72,8.02,27.62,12373,8813,3528,32,7.95,5.74,2.21,23136,5162,1400
  克什克腾旗,12.69,80.36,6.95,25.80,11284,8081,3181,22,7.72,5.95,1.77,31946,7171,14679
  翁牛特旗,14.96,77.33,7.72,28.41,25068,17313,7666,89,8.16,5.13,3.03,18803,2660,1004
  喀喇沁旗,17.22,74.59,8.19,26.99,18451,13348,5074,29,10.64,7.26,3.38,17278,3964,1997
  宁城县,15.78,76.35,7.86,28.22,32355,22477,9807,71,10.58,7.45,3.13,31419,1733,4647
  敖汉旗,16.30,75.90,7.80,27.96,32100,21910,10114,76,10.48,6.68,3.80,37235,2176,4471
通辽市,15.73,78.08,6.19,29.57,148468,104742,43331,395,9.32,5.40,3.92,288627,86245,46201
  科尔沁区,13.72,79.22,7.06,29.82,46516,30261,16100,155,8.52,5.23,3.29,167240,43278,20091
  科尔沁左翼中旗,16.22,78.44,5.34,30.19,21733,16171,5512,50,9.59,5.44,4.15,18611,2119,2801
  科尔沁左翼后旗,17.27,76.59,6.14,28.49,18484,13819,4623,42,10.39,5.44,4.95,10895,1554,6432
  开鲁县,16.11,78.10,5.79,29.65,17626,12704,4871,51,8.21,5.33,2.88,25703,3412,1764
  库伦旗,17.00,75.98,7.02,27.85,8973,6314,2644,15,9.92,5.35,4.57,5365,794,1162
  奈曼旗,16.82,76.69,6.49,29.03,20140,14652,5439,49,10.15,6.40,3.75,18975,2925,2331
  扎鲁特旗,16.74,77.73,5.53,30.05,12134,8938,3170,26,9.91,5.67,4.24,23945,5359,2049
  霍林郭勒市,14.56,81.64,3.80,31.53,2862,1883,972,7,9.43,2.28,7.15,17893,26804,9571
鄂尔多斯市,14.05,79.95,6.00,27.54,83396,53048,30118,230,12.05,4.12,7.93,320851,348259,409992
  东胜区,13.07,83.19,3.74,29.93,14876,8898,5931,47,11.42,4.54,6.88,104444,173936,174842
  达拉特旗,15.13,76.57,8.30,27.30,19148,11883,7208,57,14.67,4.14,10.53,78012,33901,27742
  准格尔旗,15.85,77.08,7.07,25.84,18411,12042,6331,38,12.67,3.83,8.84,42231,51496,56213
  鄂托克前旗,14.11,78.92,6.97,26.35,3579,2442,1131,6,10.32,3.80,6.52,9490,1378,12281
  鄂托克旗,14.26,81.36,4.38,28.85,4838,3310,1515,13,9.66,3.12,6.54,16993,32752,37844
  杭锦旗,13.66,77.07,9.27,26.74,7366,4780,2566,20,9.49,5.26,4.23,16626,8203,7355
  乌审旗,13.93,80.07,6.00,27.01,5533,3692,1824,17,9.63,5.16,4.47,18137,5087,32619
  伊金霍洛旗,12.30,81.68,6.02,24.62,9645,6001,3612,32,13.62,3.12,10.50,34918,41506,61096
呼伦贝尔市,12.23,79.65,8.11,29.44,151998,100043,51445,510,6.81,5.35,1.46,221763,133883,159796
  海拉尔区,10.59,81.31,8.10,30.57,19989,12324,7617,48,4.84,5.18,-0.34,41996,38723,29986
  阿荣旗,14.13,79.55,6.32,30.38,13462,9576,3849,37,9.90,4.82,5.08,20504,2266,4576
  莫力达瓦达斡尔族自治旗,16.27,78.39,5.34,30.12,11416,8344,3046,26,12.30,4.58,7.72,15978,1792,9337
  鄂伦春自治旗,12.63,77.71,9.67,28.93,15899,10294,5566,39,6.21,5.18,1.03,8634,6657,17683
  鄂温克族自治旗,11.59,81.32,7.09,28.74,7163,4807,2339,17,6.47,6.28,0.19,5946,12534,9415
  新巴尔虎右旗,11.15,82.32,6.53,29.66,2886,1996,887,3,6.21,5.68,0.53,4085,8440,4441
  新巴尔虎左旗,12.78,81.74,5.48,29.80,1772,1369,398,5,9.28,8.41,0.87,3304,4251,1691
  陈巴尔虎旗,11.38,83.78,4.84,29.10,1453,1167,284,2,7.12,6.00,1.12,4819,4877,3655
  满洲里市,11.60,81.54,6.86,30.78,12268,7575,4652,41,4.99,4.51,0.48,31130,26690,46202
  扎兰屯市,8.88,79.18,11.94,27.75,30017,18770,11078,169,3.32,5.37,-2.05,36152,14228,20043
  牙克石市,13.77,78.65,7.58,28.75,20857,14374,6427,56,8.42,5.51,2.91,38301,5984,7328
  根河市,12.51,79.21,8.28,28.92,4704,3082,1611,11,5.33,5.06,0.27,3362,5440,3375
  额尔古纳市,9.95,77.14,12.91,28.54,10112,6365,3691,56,3.23,8.32,-5.09,7552,2001,2064
巴彦淖尔市,13.02,79.28,7.70,28.51,94011,61304,32519,188,7.37,4.76,2.61,244261,194376,121971
  临河区,13.68,79.23,7.09,30.63,27609,17516,10054,39,7.20,4.15,3.05,118127,73798,46562
  五原县,13.98,78.05,7.98,29.57,15263,9949,5286,28,7.87,5.11,2.76,22773,33647,15837
  磴口县,12.70,78.29,9.01,28.90,7847,5217,2612,18,5.64,4.47,1.17,8840,7844,4141
  乌拉特前旗,12.96,78.56,8.47,26.00,17996,11601,6353,42,7.70,4.46,3.24,53372,19285,24406
  乌拉特中旗,10.86,82.47,6.67,23.73,6763,4720,2030,13,7.27,5.90,1.37,16506,29801,9907
  乌拉特后旗,10.97,83.62,5.40,25.51,2665,1862,802,1,8.06,4.39,3.67,6970,11038,10894
  杭锦后旗,12.50,79.17,8.33,28.91,15868,10439,5382,47,7.50,5.68,1.82,17673,18963,10224
乌兰察布市,13.38,76.02,10.60,27.19,167541,109289,57985,267,6.08,5.66,0.42,272133,120382,31578
  集宁区,13.56,77.91,8.54,31.57,21402,12613,8769,20,5.87,3.29,2.58,74901,90495,10480
  卓资县,10.05,77.53,12.42,24.83,12921,8972,3927,22,4.75,6.71,-1.96,8527,3247,2682
  化德县,12.70,77.30,10.00,27.12,8994,5669,3317,8,4.18,5.12,-0.94,18086,2277,1847
  商都县,14.04,74.58,11.39,26.01,19572,12676,6864,32,7.20,6.84,0.36,27169,4332,2217
  兴和县,15.30,73.77,10.93,25.89,17560,11186,6349,25,8.00,6.88,1.12,22255,2216,3738
  凉城县,14.43,74.70,10.87,26.26,15110,10129,4945,36,7.35,5.63,1.72,17460,2001,1653
  察哈尔右翼前旗,12.33,74.75,12.92,24.73,15569,9998,5548,23,5.99,6.91,-0.92,5771,3398,2009
  察哈尔右翼中旗,10.84,78.62,10.53,27.02,11722,7844,3850,28,3.95,7.14,-3.19,8786,883,477
  察哈尔右翼后旗,12.98,76.11,10.91,27.03,11913,7543,4356,14,6.21,6.42,-0.21,13809,3874,1038
  四子王旗,14.35,76.41,9.24,27.57,12491,8716,3743,32,5.20,3.95,1.25,30802,3566,1786
  丰镇巿,13.96,75.12,10.93,26.71,20287,13943,6317,27,6.24,5.62,0.62,44567,4093,3651
兴安盟,14.36,79.58,6.06,29.79,75544,54687,20673,184,9.20,5.16,4.04,126543,64266,35593
  乌兰浩特市,12.80,80.38,6.82,30.79,16186,10682,5446,58,7.42,4.57,2.85,55905,23282,9811
  阿尔山市,9.64,82.14,8.22,28.07,3994,2436,1542,16,3.57,2.74,0.83,1685,15697,8802
  科尔沁右翼前旗,14.75,79.37,5.88,29.32,14027,10575,3418,34,10.38,5.86,4.52,13789,11475,3049
  科尔沁右翼中旗,16.06,78.90,5.04,29.93,10311,8012,2281,18,10.35,5.47,4.88,13494,4940,3162
  扎赉特旗,14.89,79.84,5.27,30.25,16400,12315,4052,33,10.46,4.72,5.74,26058,6500,8313
  突泉县,14.64,78.49,6.87,28.77,14626,10667,3934,25,8.56,6.03,2.53,15612,2372,2456
锡林郭勒盟,13.75,79.56,6.68,29.46,52266,36518,15660,88,7.89,4.38,3.51,102925,176469,61763
  二连浩特市,17.26,79.80,2.93,33.53,1602,1043,559,,7.35,0.80,6.55,2367,40971,8445
  锡林浩特市,13.22,80.30,6.48,31.36,11815,7794,4000,21,7.03,2.18,4.85,29824,70767,21769
  阿巴嘎旗,12.79,80.97,6.24,28.33,2093,1589,500,4,6.50,5.15,1.35,4501,5636,2143
  苏尼特左旗,14.45,79.67,5.89,29.03,1575,1194,377,4,10.03,6.37,3.66,3125,4136,1400
  苏尼特右旗,13.54,78.46,7.99,28.74,4257,2893,1356,8,7.11,4.14,2.97,9418,13060,3048
  东乌珠穆沁旗,15.41,80.17,4.42,29.36,3332,2558,772,2,9.23,3.13,6.10,10019,19603,5256
  西乌珠穆沁旗,13.51,82.01,4.48,29.79,3107,2337,762,8,7.66,5.20,2.46,9028,9395,4932
  太仆寺旗,12.79,75.21,12.01,24.06,10095,6787,3293,15,8.81,9.78,-0.97,7645,1352,2271
  镶黄旗,12.86,80.62,6.52,29.28,1453,1066,384,3,6.22,4.29,1.93,2409,1820,1342
  正镶白旗,13.47,78.22,8.30,28.61,3498,2535,959,4,6.90,6.66,0.24,7442,1978,1008
  正蓝旗,12.39,80.93,6.69,30.05,4240,3048,1186,6,6.39,4.61,1.78,7455,4594,3103
  多伦县,14.05,79.21,6.74,28.79,5199,3674,1512,13,10.93,4.60,6.33,9692,3157,7046
阿拉善盟,13.40,80.13,6.47,29.26,11213,7651,3538,24,7.21,3.34,3.87,24881,18615,58295
  阿拉善左旗,13.40,80.02,6.57,29.29,8485,5691,2776,18,7.37,3.27,4.10,21230,15748,39348
  阿拉善右旗,11.56,80.48,7.96,28.15,1558,1114,440,4,5.71,4.37,1.34,2499,487,4340
  额济纳旗,14.81,80.46,4.73,30.00,1170,846,322,2,7.54,2.91,4.63,1152,2380,14607
,,,,,,,,,,,,,,
辽宁省,11.42,78.27,10.31,27.66,3224900,1992382,1222706,9812,6.05,6.43,-0.38,3899728,3623800,1786530
沈阳市,9.77,79.86,10.37,28.29,600420,367983,230893,1544,5.47,6.37,-0.90,727862,1254594,432615
  和平区,7.83,80.40,11.77,28.74,58600,35373,22962,265,5.17,7.23,-2.06,56140,89363,55137
  沈河区,8.30,80.38,11.32,28.89,68410,41285,26910,215,4.84,6.21,-1.37,92758,154793,53474
  大东区,8.20,80.13,11.67,27.85,65295,39945,25211,139,5.21,6.13,-0.92,83411,109308,35304
  皇姑区,8.48,79.93,11.59,28.59,75212,44440,30585,187,4.97,6.50,-1.53,96112,144025,50511
  铁西区,8.44,79.82,11.75,27.56,85395,51741,33507,147,5.48,6.49,-1.01,128597,145169,43274
  苏家屯区,9.83,80.23,9.93,27.57,33773,20748,12956,69,4.86,6.47,-1.61,65778,47659,23533
  东陵区,10.61,82.02,7.37,29.48,21699,13838,7816,45,6.34,3.94,2.40,17215,118262,50604
  沈北新区,8.52,83.57,7.91,31.81,24126,15044,9049,33,4.24,5.59,-1.35,35863,111633,31161
  于洪区,9.42,82.30,8.28,29.10,39007,23016,15917,74,4.90,4.96,-0.06,33635,291506,64372
  辽中县,13.75,76.67,9.59,26.68,32971,20689,12202,80,6.32,8.05,-1.73,39301,12253,9270
  康平县,13.69,77.09,9.23,27.66,21400,13964,7365,71,7.31,6.73,0.58,18569,4898,3325
  法库县,13.22,76.81,9.97,26.57,29165,18845,10230,90,6.57,7.01,-0.44,17794,6426,3818
  新民市,13.23,77.28,9.49,27.51,45367,29055,16183,129,6.77,7.12,-0.35,42689,19299,8832
大连市,9.90,79.40,10.71,28.77,501804,295695,204419,1690,5.51,6.31,-0.80,544023,863325,783828
  中山区,8.53,77.59,13.88,28.91,32960,19308,13552,100,5.71,7.92,-2.21,28227,42826,33092
  西岗区,7.97,78.81,13.22,27.11,28223,16509,11662,52,5.20,7.71,-2.51,16346,56172,39858
  沙河口区,8.58,79.35,12.07,30.46,58247,33398,24678,171,6.12,6.05,0.07,63294,114883,62608
  甘井子区,9.74,81.87,8.39,30.07,76734,44532,32010,192,5.58,3.48,2.10,96403,343886,248026
