首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位：人
地    区,0岁,,1-4岁,1-4岁,5-9岁,1-4岁,10-14岁,1-4岁,15-19岁,1-4岁,20-24岁,1-4岁,25-29岁,1-4岁,30-34岁,1-4岁,35-39岁,1-4岁,40-44岁,1-4岁,45-49岁,1-4岁,50-54岁,1-4岁,55-59岁,1-4岁,60-64岁,1-4岁,65-69岁,1-4岁,70-74岁,1-4岁,75-79岁,1-4岁,80-84岁,1-4岁,85岁及以上,1-4岁
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
  邗江区,1953,1615,8418,7467,11200,9867,10937,9524,22813,22749,34246,31106,17906,18370,21092,20858,23392,22874,29149,30085,23423,24785,18207,18308,20863,20785,18111,16678,11036,9754,7995,7714,5438,6542,3075,4547,1300,2727
  维扬区,1517,1287,7245,6398,9507,8410,9825,8744,19450,19227,28261,29109,17935,19066,19413,19957,19826,20415,23384,23091,19076,18777,14262,14263,14752,15202,11855,11765,7546,7195,6109,5978,4193,4335,2119,2643,921,1553
  宝应县,3182,2615,14073,10851,20617,17319,21175,17501,25301,22051,15383,18663,14065,17622,22710,27634,27842,34040,40063,48825,28419,33640,22482,24778,31613,33420,26965,25872,19396,17717,14802,15046,9403,12198,3792,6115,1663,3572
  仪征市,1804,1547,8161,7265,10749,9889,11984,10697,20907,18226,20270,18149,16150,16006,20149,19784,24600,25025,36389,36503,27224,26939,17924,17345,22397,21141,17850,16477,10335,9360,8980,8690,6170,7213,3173,4781,1193,2575
  高邮市,2315,2046,9562,8609,14738,13848,18174,16958,23070,23763,15957,19676,12989,15972,21997,25146,32217,36617,44168,50012,30912,34748,23251,23498,32861,33023,27322,26029,19621,17681,14455,14361,9874,11707,4485,6891,1946,4186
  江都市,3234,2758,14646,12554,21633,19124,24223,21128,28194,26384,26621,27982,22323,26332,33389,38186,40513,46101,54204,63706,38444,46359,30377,33635,41995,44490,37780,36769,26243,23713,19127,18689,13173,15803,6718,10121,3081,6620
镇江市,11815,10599,43788,39152,53837,48084,59588,53995,111192,98649,144847,129920,103043,101356,115242,110119,146512,137822,173914,165057,158196,147444,106891,99821,121809,115128,93354,90591,56996,55229,40644,40624,29486,35659,16718,23654,8008,15322
  京口区,2123,1916,7864,7119,9688,8925,10774,9962,22135,18465,39578,31319,23236,21911,25356,23262,29389,25712,32508,27646,29726,24955,21495,19399,20749,19395,15639,15034,9805,9762,7557,7628,5399,5882,3052,3581,1485,2445
  润州区,1047,962,3716,3276,5261,4601,5970,5456,9975,9081,13310,10952,10170,10055,11625,11474,15370,13667,17461,15477,16223,13377,11247,9954,10886,10329,8120,7890,5240,4934,3843,3815,2858,3157,1657,1953,842,1308
  丹徒区,1174,1040,4422,3996,4844,4482,5395,5079,9514,8998,10135,10753,9303,10152,10514,10023,13264,12394,16536,15550,16122,15319,11559,10966,13461,12627,10383,9710,5880,5918,4131,4211,3158,4157,1734,2857,871,1713
  丹阳市,3597,3247,14903,13202,17929,15597,719316,16965,34656,31495,37922,36625,30704,30286,34673,33734,45436,44229,52981,52538,47754,47215,32537,30969,38893,36224,29875,28926,17369,16568,11772,12279,8538,11369,4958,7805,2468,5108
  扬中市,1524,1317,4572,3977,5824,5121,6288,5500,10157,8990,15082,13460,11091,10530,12382,11977,16074,15255,19538,19216,16222,15859,11996,11615,12818,12382,9977,9585,6862,6315,4793,4777,3168,3993,1672,2577,761,1730
  句容市,2350,2117,8311,7582,10291,9358,11845,11033,24755,21620,28820,26811,18539,18422,20692,19649,26979,26565,34890,34630,32149,30719,18057,16918,25002,24171,19360,19446,11840,11732,8548,7914,6365,7101,3645,4881,1581,3018
泰州市,18901,16220,80860,65927,99897,85277,106784,85544,162962,125803,148005,147410,104894,112294,149487,160110,179180,198635,255549,280804,190263,204924,151232,151631,190325,184476,158592,145621,118262,106134,87025,87623,59419,71222,31405,47059,15903,33278
  海陵区,2352,1963,10327,8252,12797,11141,11444,9712,20788,19528,28771,32713,18303,19882,23342,24414,23721,24245,31082,32862,24153,25253,18024,17813,21427,21096,16768,15611,12266,11118,8801,8295,6422,7239,3314,4450,1735,3232
  高港区,1206,1097,4962,4256,6251,5316,6247,5063,8882,6576,9906,8480,7670,7446,9759,9730,11788,12944,15678,17354,11022,12444,9722,9623,11168,10715,9761,8407,7003,6382,4886,5281,3565,4518,1959,3296,1049,2395
  兴化市,6201,5383,26441,22649,26445,21911,27601,20678,52113,35030,42665,41028,27582,29006,35981,37544,43391,44660,70214,70629,53867,55315,38938,38655,55462,53756,43771,41174,35059,30524,26038,25477,17453,20155,8138,11356,3937,7321
  靖江市,2229,2065,9235,8266,13189,12104,13947,12223,19084,15616,26598,21757,20114,18675,26936,25683,30128,29171,40768,41026,31681,30864,24475,23466,28004,26421,22966,21789,15673,14638,10899,11426,6913,8796,3998,6620,1986,4931
  泰兴市,4491,3661,19089,13851,25304,20663,30412,22921,41016,30754,24494,25807,18266,21697,31292,36803,44104,54942,57581,70535,40645,47074,36454,37642,42151,41013,37899,34696,26948,24962,20054,21357,13378,17307,8035,12911,4150,9562
  姜堰市,2422,2051,10806,8653,15911,14142,17133,14947,21079,18299,15571,17625,12959,15588,22177,25936,26048,32673,40226,48398,28895,33974,23619,24432,32113,31475,27427,23944,21313,18510,16347,15787,11688,13207,5961,8426,3046,5837
宿迁市,42885,35872,166319,124245,139928,108877,151526,125927,227852,211032,209792,229142,141815,155556,138040,143962,178184,186675,213928,229823,174958,177757,139640,130385,143551,137173,89677,82860,82683,82054,64064,68071,43168,53527,21037,31819,11310,24064
  宿城区,7577,5794,24565,18539,22966,18361,27766,22972,36001,31980,39482,41315,23987,25970,25942,27395,31130,32366,36800,40418,29361,29436,23107,20918,22622,20357,15965,13945,13910,14015,10725,11520,6613,8695,3211,5145,1783,3972
  宿豫区,5967,4503,20086,15372,14828,11798,18969,15286,32558,32007,33001,36245,20190,21968,19022,18941,22488,23250,27847,30980,22089,23200,18952,18168,20120,19136,13004,10939,11567,11123,9520,9994,6460,7952,3212,5025,1564,3728
  沭阳县,13477,11907,57277,41237,45126,33730,49604,41587,82165,77252,62068,71732,48349,55644,39786,42619,54420,59657,68347,71854,58718,59087,49756,46448,47274,45008,28022,27577,25061,26378,20092,21912,13891,17408,6303,9639,3406,7265
  泗阳县,8031,7030,31183,22988,30326,22056,27931,21288,40236,34292,34654,36297,23322,24204,23348,24364,30178,32155,36259,39342,28130,29793,24829,23876,26445,27157,17277,15905,15570,14340,11713,12237,7637,9604,3929,6223,2221,4742
  泗洪县,7833,6638,33208,26109,26682,22932,27256,24794,36892,35501,40587,43553,25967,27770,29942,30643,39968,39247,44675,47229,36660,36241,22996,20975,27090,25515,15409,14494,16575,16198,12014,12408,8567,9868,4382,5787,2336,4357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浙江省,240036,203225,1065018,925880,1264707,1112854,1260411,1116944,1865826,1725861,2533298,2417352,2279194,2187550,2296739,2163217,2652552,2519948,2793988,2681530,2428602,2297441,1817064,1680581,1701943,1636497,1265067,1211891,784795,735862,679934,640909,570340,596808,311543,368163,154584,238737
杭州市,32510,29551,148514,136201,164801,150082,172406,157012,284822,271149,508652,492722,400712,388072,374100,350659,401735,370375,419627,392143,402867,365900,304548,277905,273744,263724,192869,188585,113166,117524,100577,102261,89773,94991,48470,57813,23261,36550
  上城区,1129,977,4730,4237,5236,4576,5519,5051,6364,6244,13346,14834,15536,17166,12852,13571,13420,13832,14084,14020,16565,15814,15804,15317,14103,13620,9631,9203,5940,6291,5414,6115,5697,6610,3372,3964,1875,2535
  下城区,1601,1470,8493,7728,8021,6935,7801,6847,10900,10303,30199,30205,30758,32850,26939,25834,24892,22271,22329,20398,22412,20298,18574,17580,15833,16727,11740,11700,7327,7829,6624,7380,6832,6874,3639,3850,1742,2361
  江干区,2926,2697,15798,13732,14099,12250,11331,9836,43154,43710,112681,112516,65619,55934,54942,43587,51014,38248,42609,33342,35760,28108,23942,19965,19519,18149,12564,12021,7110,7470,5967,6418,5479,5663,3036,3517,1556,2514
  拱墅区,1593,1433,9207,8273,8090,7165,7879,7149,15631,14534,38076,37172,35365,34377,29967,26075,26533,22983,24728,21822,24200,20410,18733,16520,14902,14186,9875,9514,5968,6317,5639,6241,5618,5913,3015,3266,1459,2046
  西湖区,3338,2973,14084,12994,13747,12562,12495,11228,33296,31372,74859,69298,46583,44009,36086,34990,35601,32885,32914,30223,30736,27155,21875,20874,19230,20115,14112,15131,9049,9865,8638,9041,8106,7668,4242,4097,2019,2527
  滨江区,1317,1181,5809,5069,5317,4937,4761,4261,11810,12947,35253,33429,24062,19576,16578,13481,14566,11704,13484,11409,10741,9211,7100,6349,5836,5975,4331,4368,2269,2714,1741,1651,1475,1567,765,1027,365,591
  萧山区,5771,5147,25150,23313,34753,32057,37233,34753,48342,45372,66883,61334,57548,55882,60452,58489,71772,69650,75899,78576,71099,69228,55435,52391,50656,49238,37845,37740,21905,22796,16956,16430,14853,15493,8487,10472,4534,7356
  余杭区,5425,5079,22004,20579,22806,20704,21832,19866,33435,31955,57277,56081,54434,53703,53239,47852,59941,53715,62344,56561,57549,51125,42170,37750,36873,35306,25707,25626,14703,16254,12413,12272,10967,11597,6058,7450,2706,4932
  桐庐县,1598,1564,7177,6577,8817,8218,10520,9651,13609,11124,13579,12875,12332,12870,14177,14670,17883,18097,21599,20610,21262,20208,15653,14277,16239,15302,11277,11214,6429,5771,5970,5940,4891,5477,2556,3377,1079,1981
  淳安县,1361,1254,6064,5601,7665,7416,9808,9547,10972,10869,5405,6482,5291,6767,8426,10557,11018,12522,16670,16968,18933,18437,15501,14659,15862,14924,10961,10246,6668,6584,6889,7106,5190,5931,2464,3334,907,1584
  建德市,1805,1507,6972,6603,8445,7887,12547,10987,15022,12783,11389,10914,9892,11095,11277,13083,14275,15713,22475,23103,24694,23796,18398,17109,18197,16890,13790,12480,8657,8303,8499,8298,6332,6639,3182,3809,1496,2407
  富阳市,2889,2694,13621,12691,17205,15383,18850,16699,24143,21716,24139,22835,24865,25393,29464,29235,36029,34598,40673,37414,36831,32937,26995,23342,24871,22896,16726,15988,9428,9322,8265,7541,7952,8548,4405,5432,2132,3547
  临安市,1757,1575,9405,8804,10600,9992,11830,11137,18144,18220,25566,24747,18427,18450,19701,19235,24791,24157,29819,27697,32085,29173,24368,21772,21623,20396,14310,13354,7713,8008,7562,7828,6381,7011,3249,4218,1391,2169
宁波市,25574,22246,132270,116964,155040,135502,159298,141965,232320,220508,372665,365504,332824,328981,327401,313933,383774,364831,408676,390808,347219,325435,267607,250613,240800,234760,177406,176015,105554,100556,80516,75362,73794,77764,40666,48663,20160,31715
  海曙区,1138,986,5617,5082,6542,5920,6503,5905,9715,8944,20504,20317,18452,19544,15822,16624,17157,16456,16708,16467,15954,15588,13391,13363,12387,13037,9230,9576,5792,5913,4479,4513,4105,4555,2264,2413,1130,1649
  江东区,1482,1311,6216,5802,7287,6483,7012,6565,8550,8702,16565,20824,18730,21975,15939,17865,17882,17673,17358,16811,15661,15207,12441,12107,11362,11902,8253,8498,4991,5038,3755,3723,3318,3576,1738,1896,825,1325
  江北区,1475,1341,7108,6149,6698,5870,6380,5526,10990,10434,24711,24417,17367,17702,16004,14861,16437,15528,17192,16015,15568,14355,12176,11448,11432,11051,8117,7755,4588,4084,3172,3083,3044,3209,1664,2007,935,1349
  北仑区,2261,2017,11532,10123,10875,9186,10073,8905,20320,20222,41131,36113,36458,31679,30528,26591,31369,27686,31788,27969,25444,22687,18563,17339,17539,16478,11972,11789,7594,6773,5269,4714,4534,4904,2719,3286,1520,2317
  镇海区,1326,1225,8084,6873,9321,7586,9076,7617,12326,11231,21172,18524,20031,17884,19895,18254,24921,22727,25940,22987,19864,17083,13623,11951,12040,11400,8400,8349,5111,4815,3600,3310,3094,3172,1741,1843,799,1305
  鄞州区,5292,4523,24903,21779,27242,23154,26563,22799,44432,44363,79540,82811,63308,63660,64321,59294,71845,65929,73605,68943,59734,54825,42688,38501,39895,37904,28165,27360,15569,14003,11149,9853,10108,10939,5797,7049,2880,4473
  象山县,1888,1635,9887,8672,11849,10551,12104,10983,12689,11826,16251,15923,18344,19149,18932,19536,23038,23388,26457,26322,24089,23853,20597,19780,17040,16962,12880,13084,8379,8075,7435,7111,6409,6540,3409,3913,1697,2602
  宁海县,3006,2316,15071,12472,17907,15065,16829,13731,20043,17246,24285,23051,24332,25269,26521,27218,31965,31676,34951,34196,28497,27614,23032,21514,19596,19158,14368,13778,9762,9074,8419,7813,6961,7097,3623,4113,1833,2672
  余姚市,2802,2564,14348,12931,19215,17254,22198,20579,32055,30065,42652,41133,37379,37149,38513,37238,49701,48223,54018,52230,48609,45801,38761,37942,34840,35190,27753,27801,16038,15192,11945,11226,11861,12085,6510,8444,3118,5296
  慈溪市,3525,3107,22054,20178,28142,25153,30485,28599,46812,44202,68716,65586,62788,59217,64009,59552,77661,74009,82630,81154,69206,64784,52521,48117,44804,42136,33386,33912,19390,20334,14597,14224,14100,15124,8012,9861,3895,6401
  奉化市,1379,1221,7450,6903,9962,9280,12075,10756,14388,13273,17138,16805,15635,15753,16917,16900,21798,21536,28029,27714,24593,23638,19814,18551,19865,19542,14882,14113,8340,7255,6696,5792,6260,6563,3189,3838,1528,2326
温州市,59095,44526,220259,173080,237939,193610,209559,167251,386626,330513,483047,440454,469465,435376,466715,419389,489218,447587,436746,413353,345371,330909,247117,226498,227086,213717,164084,148117,108927,92855,99623,89166,76207,75851,45152,48801,25123,33690
  鹿城区,5837,4796,24161,20589,25393,21541,21074,17803,51051,43519,87208,78586,81193,72815,76097,65069,74681,65313,60615,57832,49520,46940,35068,32298,28566,27865,19973,20148,11459,11964,10263,10908,8233,8856,4698,5318,2417,3599
  龙湾区,4486,3303,18832,14271,18755,13890,15081,10611,32575,26598,51230,42967,46295,39741,43980,37006,49209,41849,42498,38368,29993,25965,16788,13690,13926,11799,8409,7491,4968,4344,4058,3867,2902,3362,1706,2098,987,1405
  瓯海区,4973,4036,19716,16231,19116,15694,14775,12200,48271,44604,83669,74119,67120,55371,62772,49169,61381,49963,48065,42562,34222,29025,21113,17781,18809,16373,12263,10754,6629,5963,5902,5565,4535,4830,2758,3017,1485,2039
  洞头县,481,433,2013,1805,2286,2126,2632,2159,2256,1640,2179,1744,2571,2680,3086,3492,4076,4396,4670,4739,4210,4384,3545,3479,2872,2756,1974,2176,1527,1816,1450,1575,1037,1339,494,779,276,530
  永嘉县,6028,4082,19918,14875,24137,18981,23612,19210,33186,27680,34503,30652,36087,33720,37584,33933,39784,35684,35531,32297,27936,26580,21821,20820,21367,20498,16330,14998,11513,9968,10896,9887,8745,8530,5284,5405,3251,3841
  平阳县,5168,3857,18598,15330,20872,18267,18108,14525,33360,28959,26796,25667,30387,30152,33343,32945,35742,35519,34703,34761,30955,30873,24504,22719,23446,21990,17486,14846,12431,9625,11621,9908,8439,8544,5205,5448,2778,3787
  苍南县,10142,6910,33146,23279,34373,26058,34271,24752,55651,45981,44209,43343,52420,53675,54660,54146,56182,57097,54920,54321,45125,45751,34599,31282,33141,30127,23882,19942,16807,12794,15199,12597,11031,10813,6500,7299,3372,4846
  文成县,1716,1466,5856,5112,5990,5754,5563,5082,6106,5344,5200,5071,7109,7123,7366,7433,7741,8012,7959,7704,7387,7926,6792,6564,7920,8511,7337,5387,5654,3542,5603,3777,4709,3425,3021,2453,1653,1709
  泰顺县,1946,1628,6622,5896,7506,7118,7516,6988,8130,7373,4780,5093,6825,7618,8549,8518,10332,9088,10097,9179,8741,8843,8022,7593,8040,7540,6772,4771,5364,3197,5197,3462,4355,3016,2761,2135,1394,1438
  瑞安市,8760,6971,33837,27266,38952,32586,32262,27425,54210,45872,71538,65028,70600,65995,72279,66090,78667,73653,71761,67993,57308,54983,39920,36721,35812,33330,25473,24199,16400,14492,15168,14156,11055,11583,6442,7515,3370,4995
  乐清市,9558,7044,37560,28426,40559,31595,34665,26496,61830,52943,71735,68184,68858,66486,66999,61588,71423,67013,65927,63597,49974,49639,34945,33551,33187,32928,24185,23405,16175,15150,14266,13464,11166,11553,6283,7334,4140,5501
嘉兴市,17955,16776,69750,65681,87392,81612,101687,96085,152801,160583,212082,218231,172205,165340,163791,154899,206775,201747,239178,233359,217895,203668,151622,137244,152464,145614,112960,112464,75006,73873,56456,57833,44833,51950,24097,33909,10278,21562
  南湖区,2385,2245,9134,8491,10734,9799,12582,11468,23289,22561,33222,34120,24971,24658,21027,20265,25880,25326,30518,29376,29325,26719,21277,19816,20350,19818,14980,14834,10430,10209,7972,8438,6775,7485,3579,4270,1540,2795
  秀洲区,2837,2571,11444,10558,12810,11351,13280,12082,18147,18272,32290,31584,26882,25145,25280,23083,30453,28996,32421,30404,27386,24758,16983,14933,17049,16411,12285,12188,8256,7409,6340,6156,4605,5512,2385,3492,956,2225
  嘉善县,1913,1837,8638,8229,10890,9672,13081,12050,20539,19726,28205,27014,22283,20575,22071,20286,28253,27313,32942,31919,28947,26537,17226,14745,19030,17323,14199,13516,9795,8840,6671,6633,5500,6601,2934,4231,1308,2715
  海盐县,1574,1487,6286,5828,8286,7876,10715,10239,13730,14303,16797,16395,14665,13702,13740,13073,19239,18445,23941,23160,23003,21796,15685,14906,15790,15616,11884,12530,7539,7507,5675,6289,4523,5739,2264,3722,845,2146
  海宁市,3452,3194,12742,12040,15804,15055,17503,16784,25263,26821,35027,35863,30370,29361,30552,28364,36975,35415,39299,38171,38795,36942,29485,27813,29288,28119,21932,21759,13095,13642,10322,10718,8349,9812,4963,7125,2150,4602
  平湖市,2099,2116,8486,8170,10880,10781,13953,13720,24888,30360,35938,41260,25886,24464,22166,20856,28747,27662,36616,35813,31995,30379,21944,19975,22498,20950,16181,16046,11902,11938,7896,8483,6389,7875,3016,4957,1326,3223
  桐乡市,3695,3326,13020,12365,17988,17078,20573,19742,26945,28540,30603,31995,27148,27435,28955,28972,37228,38590,43441,44516,38444,36537,29022,25056,28459,27377,21499,21591,13989,14328,11580,11116,8692,8926,4956,6112,2153,3856
湖州市,9961,9577,43652,40538,54962,52278,64995,61725,96248,95419,121627,120187,99887,97905,100783,97646,127431,126721,159182,154681,148736,135910,106412,92150,105126,100840,78015,75911,47634,48367,41406,40582,35863,36555,19494,22299,9058,13779
  吴兴区,2306,2151,10652,9681,13121,12771,14379,13900,27605,29538,44380,45392,32629,31246,29622,27704,30619,31121,37115,38144,34942,32878,25215,22041,24543,23801,18295,17576,11070,11446,9750,9565,8581,8397,4556,5157,2076,3200
  南浔区,1711,1645,7311,6767,9824,9115,10987,10479,15606,14948,19644,18491,15887,14990,17342,16467,20796,21382,28250,29932,28253,27268,21598,17683,22979,21134,17332,16698,10215,9772,9769,9360,8071,9064,4418,5453,2102,3311
  德清县,1734,1670,7721,7035,8973,8464,11881,10837,15019,14201,19078,18497,16888,16264,15897,15545,22688,22908,27720,26594,26778,24083,19719,17591,17553,16792,12954,12813,7700,8363,6828,6733,6187,6149,3583,3982,1840,2527
  长兴县,2366,2243,10318,9558,14006,13234,17045,16006,22772,21214,21879,21495,19356,20239,21840,22395,30962,30525,37916,34589,33524,28784,22829,19390,22598,22251,17182,16760,11370,11633,8834,8697,7450,7270,4141,4596,1852,2863
  安吉县,1844,1868,7650,7497,9038,8694,10703,10503,15246,15518,16646,16312,15127,15166,16082,15535,22366,20785,28181,25422,25239,22897,17051,15445,17453,16862,12252,12064,7279,7153,6225,6227,5574,5675,2796,3111,1188,1878
绍兴市,15187,13874,78808,72046,111433,102472,121535,112526,178743,174204,187184,191173,163225,162615,183424,183044,228161,231987,251132,259155,223749,225288,178451,168535,171784,168169,135902,130291,78113,71593,61555,56219,56224,58938,29780,36605,15009,24106
  越城区,2762,2534,14124,12719,19816,17828,20502,18682,31764,34197,44810,50331,33360,34729,33441,33768,41198,41083,43443,46104,37508,39482,28551,28414,27088,27507,21746,20706,13304,11552,9257,8634,8318,8471,4699,5429,2361,3614
  绍兴县,2941,2610,18882,16586,23502,20883,25216,22723,36469,33632,48488,46340,41246,37952,43042,39438,54714,52237,59025,61879,46389,47772,31668,29755,30622,28611,23624,22403,13764,12168,10414,9457,9056,9586,4862,6173,2483,4235
