首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,
地    区,全部数据,,,长表数据,,,,,,,,,,,,
,家庭户,"平均每户
住房间数
（间/户）","人均住房
建筑面积
（平方米/人）",家庭户,住房内有无管道自来水,,住房内有无厨房,,住房内有无厕所,,住房内有无洗澡设施,,住房来源,,,
,,,,,有,无,有,无,有,无,有,无,租赁,自建,购买,其他
  含山县,123732,2.53,30.63,10164,6365,3799,7727,2437,4051,6113,5226,4938,379,8055,1568,162
  和县,175336,2.29,32.61,15474,11642,3832,12728,2746,6284,9190,7500,7974,838,12776,1525,335
六安市,1807765,2.96,32.10,157022,42802,114220,132933,24089,87136,69886,82864,74158,6266,131799,16647,2310
  金安区,225076,3.04,32.64,20729,7042,13687,19059,1670,17230,3499,14345,6384,1571,14793,3870,495
  裕安区,265424,3.11,36.79,23756,7256,16500,20417,3339,12327,11429,15462,8294,962,18858,3571,365
  寿县,379721,2.37,27.93,27201,6117,21084,22387,4814,14374,12827,11271,15930,504,23951,2509,237
  霍邱县,417578,2.93,27.52,36840,4682,32158,27917,8923,15315,21525,13824,23016,548,34306,1619,367
  舒城县,254275,3.02,36.82,23315,9006,14309,19858,3457,12352,10963,13063,10252,1403,18737,2761,414
  金寨县,169540,3.47,35.82,15636,3459,12177,14083,1553,8971,6665,7860,7776,541,13784,1056,255
  霍山县,96151,3.72,35.21,9545,5240,4305,9212,333,6567,2978,7039,2506,737,7370,1261,177
亳州市,1495949,3.56,33.73,138200,25064,113136,103237,34963,77720,60480,31574,106626,4009,127014,6450,727
  谯城区,434587,3.34,33.62,39629,8141,31488,28411,11218,16807,22822,8984,30645,1748,35638,2050,193
  涡阳县,374500,3.81,36.45,35300,7686,27614,31593,3707,26625,8675,9342,25958,741,32699,1680,180
  蒙城县,323877,3.73,35.81,30482,3641,26841,20831,9651,17239,13243,7451,23031,786,28055,1455,186
  利辛县,362985,3.43,29.17,32789,5596,27193,22402,10387,17049,15740,5797,26992,734,30622,1265,168
池州市,425181,3.58,40.61,41835,25208,16627,39396,2439,33341,8494,29003,12832,2599,31484,6814,938
  贵池区,180176,3.50,41.87,17646,12316,5330,16895,751,15463,2183,12851,4795,1092,12058,4121,375
  东至县,133741,3.84,37.34,13357,7450,5907,12345,1012,9576,3781,8842,4515,965,10783,1327,282
  石台县,31330,3.32,37.38,3032,2407,625,2846,186,2498,534,1925,1107,190,2336,425,81
  青阳县,79934,3.45,45.15,7800,3035,4765,7310,490,5804,1996,5385,2415,352,6307,941,200
宣城市,834961,2.92,35.76,80890,48666,32224,71646,9244,56085,24805,53504,27386,7074,58945,12829,2042
  宣州区,257410,2.75,34.47,24066,16627,7439,21114,2952,16872,7194,16814,7252,2118,17232,4015,701
  郎溪县,103700,2.79,31.73,9886,7434,2452,8147,1739,5604,4282,5813,4073,693,7329,1615,249
  广德县,144384,3.18,36.55,14540,5791,8749,12777,1763,9013,5527,9557,4983,724,11978,1604,234
  泾县,105608,2.67,33.45,10428,4561,5867,9457,971,7891,2537,7166,3262,998,7147,1889,394
  绩溪县,49910,3.40,38.76,5087,4726,361,4861,226,4148,939,3686,1401,340,4129,514,104
  旌德县,38892,3.31,38.46,3883,1990,1893,3519,364,2490,1393,2407,1476,276,3029,488,90
  宁国市,135057,2.96,40.76,13000,7537,5463,11771,1229,10067,2933,8061,4939,1925,8101,2704,270
,,,,,,,,,,,,,,,,
福建省,11206317,3.37,36.95,1072498,859148,213350,965269,107229,880594,191904,862993,209505,218469,624092,165508,64429
福州市,2177300,3.26,36.02,202923,177537,25386,190858,12065,182706,20217,179457,23466,41186,100447,50584,10706
  鼓楼区,203722,2.35,29.07,17907,17546,361,17235,672,17446,461,17266,641,3746,345,12267,1549
  台江区,149032,2.13,24.70,12338,12213,125,12024,314,11853,485,11886,452,2817,767,6949,1805
  仓山区,208078,3.20,31.97,19809,19526,283,19003,806,19183,626,18645,1164,5740,5003,7107,1959
  马尾区,69116,2.77,30.96,6511,6213,298,5997,514,6185,326,5746,765,2151,3005,1101,254
  晋安区,277914,2.24,24.02,27550,26510,1040,26010,1540,26654,896,23635,3915,13676,3180,9675,1019
  闽侯县,173436,4.41,37.37,16785,15148,1637,16094,691,14771,2014,15136,1649,1669,13543,1115,458
  连江县,177958,2.98,32.24,17103,16194,909,16533,570,15482,1621,15507,1596,1989,12574,2213,327
  罗源县,70028,3.01,28.95,6613,6031,582,6312,301,5487,1126,5416,1197,672,4269,1330,342
  闽清县,79234,4.62,44.01,7263,4926,2337,6735,528,5620,1643,5974,1289,376,6146,496,245
  永泰县,83601,4.10,32.45,7769,5984,1785,6975,794,4606,3163,5262,2507,320,6813,516,120
  平潭县,108219,3.70,37.88,9712,7492,2220,8881,831,8099,1613,7907,1805,700,7083,1805,124
  福清市,354867,4.53,57.40,33513,21663,11850,30516,2997,29010,4503,29171,4342,3884,25018,3571,1040
  长乐市,222095,2.70,31.63,20050,18091,1959,18543,1507,18310,1740,17906,2144,3446,12701,2439,1464
厦门市,1239957,2.09,27.39,118439,112240,6199,106743,11696,113163,5276,98352,20087,66962,23105,24526,3846
  思明区,314704,2.01,26.99,30252,29239,1013,26542,3710,29201,1051,27186,3066,13653,1154,13699,1746
  海沧区,108514,2.04,30.16,10305,10025,280,9605,700,10012,293,9564,741,6410,2065,1528,302
  湖里区,374040,1.46,16.36,35235,33978,1257,31891,3344,34306,929,24510,10725,27796,1260,5539,640
  集美区,202111,1.80,23.20,18767,18030,737,16662,2105,18102,665,15951,2816,13110,3340,1811,506
  同安区,145311,3.23,37.09,14446,12524,1922,13167,1279,13175,1271,12804,1642,4721,7577,1816,332
  翔安区,95277,3.75,52.47,9434,8444,990,8876,558,8367,1067,8337,1097,1272,7709,133,320
莆田市,761131,4.48,47.92,74995,63532,11463,68919,6076,61529,13466,59955,15040,8515,58404,5774,2302
  城厢区,114533,4.26,49.52,10909,10075,834,10116,793,9712,1197,9331,1578,2418,6396,1770,325
  涵江区,123270,4.14,43.89,11868,11164,704,11053,815,10647,1221,10375,1493,2072,8231,1189,376
  荔城区,123729,4.92,51.79,12006,11493,513,11422,584,10966,1040,10519,1487,1903,8448,1328,327
  秀屿区,153236,5.65,62.16,15819,11909,3910,14697,1122,12642,3177,12118,3701,486,14683,179,471
  仙游县,246363,3.80,37.27,24393,18891,5502,21631,2762,17562,6831,17612,6781,1636,20646,1308,803
三明市,778028,3.92,35.56,74577,60282,14295,68844,5733,56171,18406,55704,18873,11375,43968,15338,3896
  梅列区,61554,2.33,27.08,6035,5640,395,5293,742,5307,728,5287,748,1828,501,3329,377
  三元区,62411,2.68,25.13,5824,5333,491,5398,426,4653,1171,4983,841,1584,1264,2626,350
  明溪县,33850,4.10,38.75,3056,2659,397,2861,195,2184,872,2406,650,433,1851,597,175
  清流县,37948,4.21,36.51,3613,3045,568,3267,346,2220,1393,2708,905,423,2579,435,176
  宁化县,81373,4.73,41.03,7566,5575,1991,7173,393,4870,2696,4588,2978,558,6324,567,117
  大田县,92096,4.22,34.94,9123,6173,2950,8552,571,7218,1905,6393,2730,1089,6963,745,326
  尤溪县,108681,4.79,34.15,10385,6804,3581,9801,584,8589,1796,7942,2443,778,7872,1219,516
  沙县,74618,3.48,37.41,7077,6258,819,6446,631,5066,2011,5054,2023,1240,4020,1268,549
  将乐县,44419,4.42,44.09,4307,4003,304,4004,303,3088,1219,3085,1222,650,2952,492,213
  泰宁县,32637,4.68,38.84,3200,3007,193,2993,207,2421,779,2424,776,355,2228,516,101
  建宁县,37573,4.04,41.99,3735,2649,1086,3331,404,2269,1466,2356,1379,416,2848,349,122
  永安市,110868,3.49,33.48,10656,9136,1520,9725,931,8286,2370,8478,2178,2021,4566,3195,874
泉州市,2267868,3.64,41.17,225037,147513,77524,190225,34812,189614,35423,186199,38838,44906,132250,20367,27514
  鲤城区,128876,2.34,30.88,12296,11295,1001,9586,2710,11045,1251,10352,1944,5225,2702,2632,1737
  丰泽区,158089,2.40,32.41,16318,13720,2598,12687,3631,15064,1254,13684,2634,7540,2517,4695,1566
  洛江区,54843,3.51,48.52,5460,2076,3384,4599,861,4764,696,4222,1238,1223,3352,323,562
  泉港区,99118,4.41,56.07,9610,5424,4186,8461,1149,7464,2146,7406,2204,531,8043,761,275
  惠安县,270677,4.25,57.66,26990,12223,14767,23792,3198,23110,3880,21943,5047,2123,21019,2359,1489
  安溪县,268543,4.29,31.17,25726,14810,10916,23226,2500,19744,5982,21306,4420,1930,21132,1941,723
  永春县,140047,4.28,42.78,13881,10138,3743,13118,763,10682,3199,11257,2624,1049,11362,694,776
  德化县,100721,3.14,29.28,9702,7162,2540,8597,1105,7128,2574,6046,3656,3028,5138,1259,277
  石狮市,175135,2.68,34.77,18630,15910,2720,14088,4542,16469,2161,15894,2736,5308,6481,1454,5387
  晋江市,506391,3.16,38.56,50337,34128,16209,38369,11968,42084,8253,41078,9259,13390,22356,1943,12648
  南安市,365428,4.52,46.13,36087,20627,15460,33702,2385,32060,4027,33011,3076,3559,28148,2306,2074
漳州市,1338117,2.72,31.58,132112,101123,30989,113561,18551,101368,30744,103530,28582,12197,100762,15250,3903
  芗城区,164151,2.33,30.65,15961,13607,2354,13970,1991,14130,1831,13858,2103,3796,5078,6148,939
  龙文区,48293,2.91,40.89,4725,3709,1016,3838,887,4153,572,3888,837,1218,2735,480,292
  云霄县,111190,2.58,27.52,10995,9238,1757,9614,1381,7790,3205,8211,2784,372,9569,848,206
  漳浦县,217841,2.91,31.62,21713,11515,10198,18327,3386,15061,6652,15643,6070,883,19199,1237,394
  诏安县,152329,1.84,20.26,15151,12892,2259,12543,2608,12006,3145,12434,2717,171,13997,828,155
  长泰县,56959,3.79,38.70,5616,4136,1480,5009,607,4537,1079,4708,908,482,4488,433,213
  东山县,56940,2.91,36.83,5574,4990,584,5245,329,4962,612,4663,911,280,4333,856,105
  南靖县,94341,3.03,30.65,9367,7465,1902,8094,1273,6694,2673,7281,2086,643,7384,978,362
  平和县,141301,2.39,28.17,13788,10959,2829,11039,2749,8539,5249,9422,4366,511,12211,779,287
  华安县,47272,3.63,33.59,4643,2818,1825,4250,393,3175,1468,3635,1008,190,3828,455,170
  龙海市,247500,2.98,39.79,24579,19794,4785,21632,2947,20321,4258,19787,4792,3651,17940,2208,780
南平市,893150,3.53,36.74,83258,67647,15611,77480,5778,55374,27884,57511,25747,12562,49548,17040,4108
  延平区,162763,3.12,33.22,15291,13798,1493,14252,1039,11813,3478,12373,2918,3033,6000,5294,964
  顺昌县,67480,3.40,40.19,6431,5939,492,6114,317,4244,2187,4861,1570,883,3701,1399,448
  浦城县,105571,3.96,37.05,9371,5441,3930,8569,802,5524,3847,5816,3555,783,7178,1158,252
  光泽县,44442,3.41,33.92,4237,3127,1110,3868,369,3054,1183,3023,1214,516,2624,818,279
  松溪县,42800,4.56,39.50,3803,2952,851,3549,254,2360,1443,2205,1598,485,2927,283,108
  政和县,55402,4.09,34.85,5089,4408,681,4814,275,2889,2200,2792,2297,693,3827,375,194
  邵武巿,100077,3.22,32.88,9578,8461,1117,8403,1175,7017,2561,7006,2572,1934,4326,2913,405
  武夷山市,69827,3.87,39.47,6365,5010,1355,5933,432,4297,2068,4388,1977,1027,3773,1265,300
  建瓯市,149121,3.42,40.45,14016,11748,2268,13433,583,8524,5492,9428,4588,1624,10075,1739,578
  建阳市,95667,3.38,36.81,9077,6763,2314,8545,532,5652,3425,5619,3458,1584,5117,1796,580
龙岩市,845533,4.00,39.94,80762,60796,19966,71770,8992,58428,22334,59738,21024,11954,55219,8978,4611
  新罗区,216670,2.98,31.72,20903,19356,1547,18302,2601,18027,2876,17774,3129,6873,7728,4706,1596
  长汀县,121498,4.27,38.12,11475,7563,3912,10541,934,7413,4062,7895,3580,1200,8791,1016,468
  永定县,122199,4.08,36.45,11514,8358,3156,9518,1996,8079,3435,8086,3428,1062,8743,783,926
  上杭县,122887,4.93,55.97,11842,9373,2469,11086,756,8826,3016,8686,3156,776,10055,485,526
  武平县,90906,4.95,46.30,8756,5352,3404,8072,684,5911,2845,6193,2563,545,7535,496,180
  连城县,86805,3.92,36.89,8182,6077,2105,7091,1091,4945,3237,5379,2803,571,6817,455,339
  漳平市,84568,3.80,39.85,8090,4717,3373,7160,930,5227,2863,5725,2365,927,5550,1037,576
宁德市,905233,3.58,36.45,80395,68478,11917,76869,3526,62241,18154,62547,17848,8812,60389,7651,3543
  蕉城区,134761,3.22,33.90,12023,10867,1156,11561,462,10126,1897,10189,1834,1916,7514,2102,491
  霞浦县,147799,3.30,32.63,12527,10577,1950,11989,538,9590,2937,10048,2479,1120,9573,1275,559
  古田县,110102,4.16,37.73,10248,8138,2110,9850,398,6802,3446,7619,2629,858,8025,911,454
  屏南县,43388,4.18,38.42,3802,3333,469,3685,117,2870,932,2636,1166,295,3216,138,153
  寿宁县,55238,4.51,40.35,5425,4201,1224,5230,195,4463,962,3562,1863,526,4490,241,168
  周宁县,39758,4.32,45.85,3672,3332,340,3609,63,3164,508,2580,1092,373,3025,137,137
  柘荣县,27060,4.18,42.93,2300,2155,145,2251,49,1888,412,1797,503,191,1919,122,68
  福安市,176919,3.49,32.30,15302,13083,2219,14693,609,12547,2755,12570,2732,1731,11373,1424,774
  福鼎市,170208,3.11,40.67,15096,12792,2304,14001,1095,10791,4305,11546,3550,1802,11254,1301,739
,,,,,,,,,,,,,,,,
江西省,11542527,3.75,33.10,1133859,543886,589973,922199,211660,677052,456807,633534,500325,75547,810825,217839,29648
南昌市,1299903,3.06,31.01,129263,85039,44224,110881,18382,92200,37063,90681,38582,15274,53471,54622,5896
  东湖区,172253,2.21,24.50,17216,16923,293,16828,388,16721,495,15850,1366,3227,635,11799,1555
  西湖区,154108,2.09,22.91,14938,14630,308,14459,479,14132,806,13691,1247,2634,519,10815,970
  青云谱区,97479,2.09,23.58,9430,8949,481,9076,354,8845,585,8446,984,1949,662,6375,444
  湾里区,15542,3.43,37.80,1625,1179,446,1437,188,1039,586,1001,624,110,1082,369,64
  青山湖区,204505,2.79,29.32,20497,18565,1932,19584,913,18528,1969,17687,2810,4477,4307,10698,1015
  南昌县,250564,4.01,36.97,25160,9005,16155,20675,4485,14406,10754,15020,10140,810,17756,5960,634
  新建县,168816,3.52,30.07,17082,7728,9354,12685,4397,8576,8506,8651,8431,1091,10982,4156,853
  安义县,56499,3.34,38.97,5290,2373,2917,4094,1196,2712,2578,2769,2521,341,3566,1259,124
  进贤县,180137,3.65,37.46,18025,5687,12338,12043,5982,7241,10784,7566,10459,635,13962,3191,237
景德镇市,431567,3.41,34.80,42929,20929,22000,35563,7366,24696,18233,21670,21259,4043,27111,10049,1726
  昌江区,55039,3.28,37.19,5570,4125,1445,4994,576,4107,1463,3621,1949,881,2885,1489,315
  珠山区,94324,2.22,24.71,8995,8821,174,8260,735,7061,1934,6894,2101,2030,962,5417,586
  浮梁县,77175,3.29,27.42,7928,2127,5801,5969,1959,2799,5129,3386,4542,206,6428,764,530
  乐平市,205029,4.03,40.19,20436,5856,14580,16340,4096,10729,9707,7769,12667,926,16836,2379,295
萍乡市,481518,3.87,35.77,46465,30824,15641,42926,3539,37858,8607,34232,12233,2771,34833,8303,558
  安源区,143971,3.06,31.37,12976,11336,1640,12621,355,11842,1134,11529,1447,1805,4392,6477,302
  湘东区,92808,3.88,31.67,9003,5463,3540,8706,297,8025,978,7228,1775,266,7876,814,47
  莲花县,60609,4.75,39.37,5877,3878,1999,4512,1365,2258,3619,2855,3022,256,5332,217,72
  上栗县,112870,4.38,37.48,11419,5621,5798,10621,798,10061,1358,7772,3647,266,10801,275,77
  芦溪县,71260,3.95,43.88,7190,4526,2664,6466,724,5672,1518,4848,2342,178,6432,520,60
九江市,1228705,3.55,32.82,122149,69469,52680,106025,16124,87671,34478,79610,42539,7394,86968,24157,3630
  庐山区,77034,3.68,38.09,7689,6631,1058,7427,262,6701,988,6615,1074,713,3645,2502,829
  浔阳区,124063,2.29,27.62,11866,11581,285,11603,263,11091,775,10941,925,2016,1015,7972,863
  九江县,83843,3.87,40.88,8343,4605,3738,7505,838,5376,2967,5533,2810,227,7253,720,143
  武宁县,98787,3.23,31.29,10636,4023,6613,8230,2406,6384,4252,5870,4766,666,8137,1538,295
  修水县,187024,3.99,27.34,17995,8297,9698,15081,2914,14195,3800,10259,7736,1281,14441,1942,331
  永修县,100599,3.18,28.62,10058,5134,4924,8825,1233,7303,2755,7092,2966,383,7371,2049,255
  德安县,59225,3.14,33.15,6151,4119,2032,5698,453,4187,1964,4265,1886,399,3393,2104,255
  星子县,60085,3.88,34.29,6112,2856,3256,4999,1113,3693,2419,3998,2114,143,5314,632,23
  都昌县,166948,3.88,33.56,16637,5382,11255,12859,3778,9893,6744,7139,9498,330,15128,981,198
  湖口县,72731,3.46,37.99,6983,3785,3198,6281,702,5862,1121,4514,2469,604,5259,920,200
  彭泽县,87773,3.66,33.92,8341,6147,2194,7561,780,5436,2905,5565,2776,222,6945,1011,163
  瑞昌市,110593,4.02,36.54,11338,6909,4429,9956,1382,7550,3788,7819,3519,410,9067,1786,75
新余市,344441,2.71,34.80,33668,22483,11185,28311,5357,19833,13835,19889,13779,4752,17699,10604,613
  渝水区,257409,2.66,35.68,25470,16399,9071,21889,3581,15785,9685,15623,9847,4053,11961,9041,415
  分宜县,87032,2.87,32.40,8198,6084,2114,6422,1776,4048,4150,4266,3932,699,5738,1563,198
鹰潭市,296472,3.88,39.78,28608,13153,15455,24514,4094,19083,9525,16422,12186,1962,19148,6529,969
  月湖区,66525,2.97,34.89,6341,5197,1144,5966,375,5495,846,5237,1104,865,1679,3437,360
  余江县,84726,4.48,41.77,8407,2548,5859,6567,1840,4736,3671,3965,4442,407,6923,851,226
  贵溪市,145221,3.95,40.35,13860,5408,8452,11981,1879,8852,5008,7220,6640,690,10546,2241,383
赣州市,2079574,4.02,30.72,205013,88336,116677,175510,29503,117215,87798,112671,92342,14268,161200,25498,4047
  章贡区,169596,3.02,34.05,16453,13815,2638,15530,923,13812,2641,14168,2285,2961,5005,7992,495
  赣县,135542,4.22,30.08,13315,4609,8706,11579,1736,6936,6379,6201,7114,637,11092,1418,168
  信丰县,165673,4.22,31.21,16064,5888,10176,14370,1694,10070,5994,9871,6193,906,13564,1284,310
  大余县,76781,3.84,35.75,7312,3697,3615,6242,1070,4698,2614,4639,2673,500,5596,1054,162
  上犹县,69788,3.93,30.76,8432,3004,5428,7246,1186,3717,4715,4220,4212,394,6978,868,192
  崇义县,51584,3.89,30.51,5203,1245,3958,4558,645,2431,2772,2742,2461,456,3982,647,118
  安远县,77769,4.06,25.69,7418,4097,3321,6731,687,4657,2761,4681,2737,261,6195,748,214
  龙南县,78694,3.26,27.42,7673,5309,2364,7198,475,5244,2429,5131,2542,742,6285,559,87
  定南县,47535,4.26,28.73,4805,2678,2127,4503,302,3579,1226,3696,1109,641,3204,871,89
  全南县,47156,3.52,25.57,4728,3594,1134,4476,252,2785,1943,3233,1495,392,3139,1099,98
  宁都县,197232,3.30,28.19,19614,6661,12953,14791,4823,8030,11584,6748,12866,993,16411,1571,639
  于都县,199972,4.98,33.31,19681,6811,12870,16053,3628,10185,9496,9178,10503,920,16374,1978,409
  兴国县,170543,4.19,29.59,16927,5171,11756,13824,3103,8882,8045,7821,9106,698,15010,935,284
  会昌县,98115,4.44,25.85,9681,4147,5534,8418,1263,5368,4313,4744,4937,607,8363,592,119
  寻乌县,72203,4.90,24.74,6999,3493,3506,6559,440,4292,2707,5039,1960,331,5911,588,169
  石城县,69875,4.41,31.97,6801,3427,3374,5884,917,3747,3054,2873,3928,441,5581,612,167
  瑞金市,146212,4.09,29.10,13248,4832,8416,10157,3091,6345,6903,5782,7466,491,11393,1236,128
  南康市,205304,3.97,38.38,20659,5858,14801,17391,3268,12437,8222,11904,8755,1897,17117,1446,199
吉安市,1257623,4.22,32.92,123989,45480,78509,89747,34242,53505,70484,56259,67730,6035,98447,16498,3009
  吉州区,97002,3.50,34.99,9337,6874,2463,8061,1276,6778,2559,7117,2220,855,3241,4820,421
  青原区,49134,4.12,35.26,5047,1779,3268,3781,1266,2469,2578,2828,2219,238,4018,700,91
  吉安县,122028,4.43,32.26,12234,4907,7327,9372,2862,5146,7088,5545,6689,347,9823,1866,198
  吉水县,141571,3.94,36.25,13249,3735,9514,9785,3464,4755,8494,4972,8277,942,10470,1351,486
  峡江县,48954,2.99,30.84,4883,1758,3125,3229,1654,1814,3069,2014,2869,335,3575,737,236
  新干县,91889,3.93,40.81,9279,3065,6214,6866,2413,3853,5426,3814,5465,515,7578,996,190
  永丰县,104288,3.93,35.03,10437,3940,6497,8219,2218,4128,6309,4241,6196,390,8800,1070,177
  泰和县,137910,4.16,32.55,13435,3751,9684,10086,3349,7014,6421,7091,6344,573,11194,1397,271
  遂川县,132450,4.68,28.72,13252,4898,8354,10133,3119,5458,7794,5986,7266,366,12235,475,176
  万安县,72832,4.48,27.43,7051,2207,4844,4803,2248,2907,4144,2610,4441,205,6159,530,157
  安福县,102025,4.52,33.57,9910,3724,6186,7004,2906,3801,6109,4313,5597,388,7874,1449,199
  永新县,116914,4.85,26.94,11722,3075,8647,5622,6100,3339,8383,3757,7965,369,10776,384,193
  井冈山市,40626,4.99,40.07,4153,1767,2386,2786,1367,2043,2110,1971,2182,512,2704,723,214
宜春市,1423419,3.68,33.25,138589,57406,81183,102023,36566,69323,69266,67351,71238,7171,103583,24329,3506
  袁州区,263838,3.64,34.36,25346,12705,12641,18455,6891,15036,10310,12242,13104,2234,17389,5136,587
  奉新县,85519,3.39,31.53,7890,2900,4990,4790,3100,3105,4785,3365,4525,521,5354,1685,330
  万载县,128997,3.71,33.87,12617,5852,6765,10692,1925,9668,2949,8126,4491,548,10313,1464,292
  上高县,95929,3.25,36.33,9628,5644,3984,8037,1591,5334,4294,5480,4148,678,6551,2236,163
  宜丰县,81369,3.15,32.98,7789,4409,3380,6847,942,3927,3862,4310,3479,421,5199,1882,287
  靖安县,42211,3.40,33.67,3593,1575,2018,2508,1085,1835,1758,1835,1758,269,2374,783,167
  铜鼓县,37612,3.43,29.95,3533,2193,1340,3263,270,3077,456,2350,1183,370,2187,815,161
  丰城市,315961,4.00,30.22,32049,9720,22329,26260,5789,12089,19960,13029,19020,515,26560,4396,578
  樟树市,151882,3.48,31.36,15171,5254,9917,8566,6605,6703,8468,7425,7746,652,11346,2745,428
  高安市,220101,3.96,38.25,20973,7154,13819,12605,8368,8549,12424,9189,11784,963,16310,3187,513
抚州市,1041056,3.80,31.53,101585,49360,52225,75855,25730,52260,49325,51311,50274,5342,74897,18236,3110
