首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,单位：人
地    区,"16岁及以上
人口","各种职业人口
总计",,,,,,,,"各种未工作
人口总计",,,,,,,,,
,,,国家机关、党群组织、企业、事业单位负责人,专业技术人员,"办事人员和
有关人员","商业、服务业
人员","农、林、牧、
渔、水利业
生产人员","生产、运输
设备操作人员
及有关人员","不便分类的
其他从业人员",,在校学生,丧失工作能力,毕业后未工作,"因单位原因
失去工作","因本人原因
失去工作",承包土地被征用,离退休,料理家务,其他
  茂南区,53329,33176,538,3114,2401,7106,13001,7000,16,20153,5416,1607,862,459,576,44,4460,5185,1544
  茂港区,27383,21741,65,443,249,2964,14693,3321,6,5642,2541,1260,167,7,34,3,178,1176,276
  电白县,77159,49198,435,2544,1100,6358,32565,6194,2,27961,8296,4025,1591,200,484,20,1395,8929,3021
  高州市,80643,55359,601,2387,618,4107,41417,6229,,25284,10010,4260,732,116,259,22,2360,6319,1206
  化州市,70550,47248,31,1968,774,6023,34479,3972,1,23302,9147,3737,821,114,380,18,1719,5921,1445
  信宜市,59139,37854,447,1982,780,3295,26073,5272,5,21285,7649,3626,560,137,224,29,1199,6155,1706
肇庆市,262749,187073,1592,9437,7893,26182,104111,37686,172,75676,20633,11991,1810,921,1730,105,10439,22555,5492
  端州区,39049,21265,201,3005,3571,7345,671,6472,,17784,6184,300,359,474,481,17,5529,3095,1345
  鼎湖区,11249,8170,81,358,330,1505,3551,2344,1,3079,925,541,83,13,80,7,210,1060,160
  广宁县,28187,20757,99,1100,430,2674,14358,2095,1,7430,1164,1968,195,78,154,6,628,2732,505
  怀集县,45218,32790,451,1028,475,2583,24901,3352,,12428,4330,2097,302,63,165,14,499,4333,625
  封开县,25324,18206,258,697,212,1309,14626,1087,17,7118,1816,1441,117,42,76,10,671,2265,680
  德庆县,22874,16900,52,732,396,1250,13325,1143,2,5974,1282,1401,148,74,108,16,642,1708,595
  高要市,51088,40053,141,1185,906,3685,24217,9779,140,11035,3028,2691,304,84,166,22,670,3176,894
  四会市,39760,28932,309,1332,1573,5831,8462,11414,11,10828,1904,1552,302,93,500,13,1590,4186,688
惠州市,343185,242061,3302,15632,19329,50765,47360,105657,16,101124,20067,11081,3608,1392,6533,439,10445,40557,7002
  惠城区,119302,83915,1403,7657,9566,20885,7516,36887,1,35387,7603,2293,1161,744,2545,135,5280,13939,1687
  惠阳区,62086,45206,347,2581,3545,10429,4049,24251,4,16880,2387,1827,906,181,2347,123,1129,7725,255
  博罗县,73424,52249,553,2701,3214,8933,15122,21722,4,21175,3565,3039,615,212,792,121,2203,8478,2150
  惠东县,68045,47283,878,1934,2335,8504,12858,20769,5,20762,5416,2786,665,146,644,40,1200,7662,2203
  龙门县,20328,13408,121,759,669,2014,7815,2028,2,6920,1096,1136,261,109,205,20,633,2753,707
梅州市,275581,176179,1717,9949,6425,28916,92517,36534,121,99402,24279,19504,1455,634,1059,126,9427,33963,8955
  梅江区,25458,13934,133,1861,1733,4879,1349,3978,1,11524,3087,890,134,267,198,25,2549,3324,1050
  梅县,37835,24600,117,988,818,4349,13508,4815,5,13235,2445,3179,117,58,132,23,1239,4835,1207
  大埔县,22792,14460,234,686,528,2558,7685,2727,42,8332,1464,1663,94,49,84,19,723,3674,562
  丰顺县,32014,20669,671,924,667,2577,10847,4983,,11345,2690,2928,154,31,100,5,655,3895,887
  五华县,60305,36840,318,1252,624,4176,24437,5969,64,23465,6991,5002,521,89,241,19,894,6606,3102
  平远县,14873,9862,31,800,387,1312,5408,1923,1,5011,1034,820,49,43,64,3,555,2123,320
  蕉岭县,14061,9316,36,576,381,1658,4580,2077,8,4745,808,851,59,24,44,7,808,1870,274
  兴宁市,68243,46498,177,2862,1287,7407,24703,10062,,21745,5760,4171,327,73,196,25,2004,7636,1553
汕尾市,172077,94272,1159,4428,3105,21815,38504,24396,865,77805,20183,11372,3199,281,1321,101,2948,32275,6125
  城区,30826,17433,373,1201,993,4670,3478,6706,12,13393,3513,1690,438,78,273,8,707,5840,846
  海丰县,48592,29521,562,1403,1595,5522,9276,11163,,19071,4722,3022,651,67,347,22,969,7841,1430
  陆河县,16180,7710,70,415,335,2121,2180,2589,,8470,2179,1319,251,25,64,56,234,3536,806
  陆丰市,76479,39608,154,1409,182,9502,23570,3938,853,36871,9769,5341,1859,111,637,15,1038,15058,3043
河源市,169281,106331,1332,6421,4504,16402,56880,20751,41,62950,14328,11885,1489,431,1226,474,4110,23110,5897
  源城区,32590,20082,574,2029,2400,5678,1972,7429,,12508,3019,941,393,161,322,323,1466,4349,1534
  紫金县,32858,18728,152,1161,516,2763,11256,2880,,14130,2886,3028,398,50,333,42,694,5421,1278
  龙川县,36984,24028,192,1243,501,2759,15813,3519,1,12956,3098,2848,200,64,189,8,765,4731,1053
  连平县,20975,14344,73,684,356,1543,9553,2134,1,6631,1349,1327,171,60,93,11,441,2479,700
  和平县,23203,14721,117,666,495,1766,9453,2205,19,8482,2076,1660,169,46,128,46,508,3133,716
  东源县,22671,14428,224,638,236,1893,8833,2584,20,8243,1900,2081,158,50,161,44,236,2997,616
阳江市,164504,113016,2309,6852,3625,18033,60466,21653,78,51488,12930,10717,1833,502,1099,260,5031,15394,3722
  江城区,48504,31359,1635,2914,1841,8123,9007,7771,68,17145,4759,2351,717,141,382,145,2389,5039,1222
  阳西县,27582,19461,237,686,161,2912,11662,3795,8,8121,2122,1896,339,20,154,14,357,2675,544
  阳东县,29986,21021,343,1444,440,2740,11025,5028,1,8965,2448,2254,301,22,169,17,407,2701,646
  阳春市,58432,41175,94,1808,1183,4258,28772,5059,1,17257,3601,4216,476,319,394,84,1878,4979,1310
清远市,250611,170338,3558,8808,6966,23776,93645,33548,37,80273,16363,13844,2334,842,2577,230,7720,29256,7107
  清城区,62351,41412,2110,2743,3164,9718,10920,12756,1,20939,4632,2559,704,208,896,160,2720,7292,1768
  佛冈县,21082,14212,229,774,457,1656,8393,2697,6,6870,1313,1210,269,62,236,13,578,2413,776
  阳山县,24048,16140,285,741,236,1535,11401,1942,,7908,1641,1457,182,68,182,5,502,3270,601
  连山壮族瑶族自治县,6992,4881,50,271,209,429,3520,394,8,2111,260,463,52,24,37,2,258,726,289
  连南瑶族自治县,9528,6685,113,378,240,577,4549,827,1,2843,467,464,58,31,26,,333,1086,378
  清新县,42897,28839,248,1016,948,3414,16074,7139,,14058,3403,2697,402,76,572,21,656,4874,1357
  英德市,58176,41175,397,1956,1193,4394,27885,5349,1,17001,3326,3256,502,216,376,25,1751,6294,1255
  连州市,25537,16994,126,929,519,2053,10903,2444,20,8543,1321,1738,165,157,252,4,922,3301,683
东莞市,729761,624553,19559,32879,54394,116201,6338,395182,,105208,22219,3139,3407,2141,7989,179,22425,35557,8152
  市辖区,729761,624553,19559,32879,54394,116201,6338,395182,,105208,22219,3139,3407,2141,7989,179,22425,35557,8152
中山市,268324,204144,9104,15436,17412,42054,10196,109416,526,64180,16681,2257,1544,1000,3564,179,17910,15732,5313
  市辖区,268324,204144,9104,15436,17412,42054,10196,109416,526,64180,16681,2257,1544,1000,3564,179,17910,15732,5313
潮州市,192177,125335,3099,6547,4958,20003,34613,56098,17,66842,19215,11931,1445,747,1226,99,7014,22133,3032
  湘桥区,35214,19287,593,2340,2152,5303,931,7967,1,15927,4746,887,371,429,386,75,4281,3904,848
  潮安县,94906,64029,1797,2264,2254,8981,13512,35211,10,30877,8576,6710,631,171,538,20,1525,11451,1255
  饶平县,62057,42019,709,1943,552,5719,20170,12920,6,20038,5893,4334,443,147,302,4,1208,6778,929
揭阳市,406326,266302,3973,9526,5552,52046,103279,91632,294,140024,52841,25002,3875,1116,4527,139,7254,38984,6286
  榕城区,53189,30079,603,2331,1624,10244,2382,12805,90,23110,7594,2495,597,229,293,24,2302,8153,1423
  揭东县,88392,61187,278,1667,998,9455,21737,27042,10,27205,11125,6079,524,625,1243,38,595,6851,125
  揭西县,56169,36507,188,1544,733,7846,18490,7698,8,19662,6127,4070,446,115,556,19,1666,5204,1459
  惠来县,68460,46028,206,1160,607,8535,25151,10352,17,22432,8909,4380,478,59,1067,31,882,5822,804
  普宁市,140116,92501,2698,2824,1590,15966,35519,33735,169,47615,19086,7978,1830,88,1368,27,1809,12954,2475
云浮市,160200,114870,859,5375,2696,11020,78183,16662,75,45330,11733,10134,1528,412,940,140,3849,13592,3002
  云城区,24435,16653,416,2116,1023,3891,5036,4161,10,7782,1664,1092,349,102,190,59,1013,2704,609
  新兴县,29946,21170,81,917,637,1933,13753,3847,2,8776,2684,1907,293,32,175,13,689,2417,566
  郁南县,25362,17547,116,681,501,1890,12333,1996,30,7815,1174,1914,214,62,150,12,786,2917,586
  云安县,18577,14283,50,242,102,907,11749,1233,,4294,1284,1245,146,18,90,13,140,1208,150
  罗定巿,61880,45217,196,1419,433,2399,35312,5425,33,16663,4927,3976,526,198,335,43,1221,4346,1091
,,,,,,,,,,,,,,,,,,,
广西壮族自治区,3301266,2447946,20971,121731,67793,299579,1637835,296921,3116,853320,194067,180890,24514,12810,24328,5276,132624,198104,80707
南宁市,511172,369290,4607,26330,16474,71648,208740,40785,706,141882,42412,20334,3705,2258,3559,1825,30500,24242,13047
  兴宁区,29977,20250,185,1964,1582,7677,5818,2885,139,9727,2123,630,266,226,325,73,3093,1724,1267
  青秀区,56361,36140,1970,7533,6036,10873,6230,3430,68,20221,5674,798,470,458,957,210,7213,2319,2122
  江南区,45361,31259,599,2586,1575,8859,12161,5276,203,14102,3283,1185,424,344,442,271,4250,2314,1589
  西乡塘区,92711,55565,824,6291,3757,22012,13169,9380,132,37146,16766,1219,862,636,841,1037,8722,3789,3274
  良庆区,25424,20242,341,1125,460,6390,9463,2344,119,5182,840,684,174,56,144,124,714,1446,1000
  邕宁区,19119,15393,56,566,280,996,12519,975,1,3726,1099,967,83,29,53,1,620,660,214
  武鸣县,43919,34277,93,1165,557,2661,26757,3031,13,9642,2041,2286,291,157,110,41,1791,2305,620
  隆安县,23227,18532,74,608,346,1157,15400,946,1,4695,585,1856,122,50,86,8,551,1094,343
  马山县,26623,21145,49,752,267,1170,17127,1774,6,5478,1418,1941,149,26,62,4,370,1091,417
  上林县,26545,20962,67,689,303,1361,16971,1562,9,5583,1512,1581,95,54,84,1,465,1430,361
  宾阳县,58410,44173,196,1527,740,4581,31866,5261,2,14237,4005,2640,495,112,295,40,1464,4105,1081
  横县,63495,51352,153,1524,571,3911,41259,3921,13,12143,3066,4547,274,110,160,15,1247,1965,759
柳州市,291098,203115,3966,14415,8234,38968,98760,38420,352,87983,16451,12013,2181,1826,3556,342,24345,17454,9815
  城中区,13387,7203,451,1453,1091,2283,418,1503,4,6184,2117,141,128,153,145,77,2194,614,615
  鱼峰区,29797,16152,624,2362,1219,6321,347,5266,13,13645,2681,490,416,347,826,48,4683,2474,1680
  柳南区,40535,23862,1320,2718,1586,8681,1291,8249,17,16673,2029,595,541,458,1492,41,6273,2920,2324
  柳北区,35355,21799,768,2757,1852,6717,2629,7072,4,13556,2134,550,333,607,651,58,6303,1583,1337
  柳江县,42771,32560,235,1452,540,4713,21165,4412,43,10211,2572,2087,299,59,113,58,1178,2154,1691
  柳城县,26816,21424,108,762,416,2053,15664,2412,9,5392,882,1513,78,34,45,2,790,1665,383
  鹿寨县,29974,22483,120,893,702,3236,13803,3722,7,7491,1656,1525,128,66,81,55,1084,2435,461
  融安县,20942,16035,60,604,347,1888,10332,2672,132,4907,810,1527,97,34,81,3,745,998,612
  融水苗族自治县,30613,24823,220,944,302,2267,19056,2033,1,5790,1029,2179,91,37,52,,776,1259,367
  三江侗族自治县,20908,16774,60,470,179,809,14055,1079,122,4134,541,1406,70,31,70,,319,1352,345
桂林市,353945,251368,2777,14480,7883,36671,160845,28448,264,102577,19987,21265,1975,1673,1595,466,19941,24274,11401
  秀峰区,12556,7246,223,1041,653,3122,393,1794,20,5310,1020,165,126,142,197,24,1924,908,804
  叠彩区,13874,8004,506,1195,780,2998,1025,1494,6,5870,584,306,157,238,168,17,2677,824,899
  象山区,22403,13931,306,2084,1360,6387,804,2984,6,8472,1153,344,170,311,192,21,4509,1107,665
  七星区,23891,12287,444,2382,1068,4672,1031,2614,76,11604,4461,250,215,220,257,89,2962,1524,1626
  雁山区,6696,3280,3,96,45,237,2799,87,13,3416,2570,321,14,1,11,4,72,321,102
  阳朔县,19977,15387,56,485,364,1955,11181,1340,6,4590,641,1482,108,27,60,25,486,1323,438
  临桂县,29916,22753,129,893,416,2811,16317,2187,,7163,1170,2335,145,42,83,58,805,1922,603
  灵川县,29256,20674,63,937,654,3039,13250,2706,25,8582,2284,1719,136,99,134,52,1108,2196,854
  全州县,43151,32600,150,1140,613,2103,26012,2542,40,10551,1459,3431,206,161,85,49,1112,2974,1074
  兴安县,25237,19135,215,704,335,1776,14469,1632,4,6102,844,1654,126,71,91,65,824,1786,641
  永福县,16622,11836,69,446,229,1076,9266,744,6,4786,431,1330,101,45,81,1,411,1637,749
  灌阳县,16922,12991,116,442,91,906,10183,1249,4,3931,697,1119,80,38,11,8,332,1213,433
  龙胜各族自治县,12017,9013,147,415,221,904,6135,1181,10,3004,348,845,71,26,43,6,329,948,388
  资源县,10310,7849,27,335,164,622,6063,636,2,2461,236,668,61,24,17,5,235,862,353
  平乐县,25686,19705,99,661,226,1295,15926,1460,38,5981,716,2015,86,117,50,29,750,1554,664
  荔浦县,25365,19308,170,651,369,1777,13511,2823,7,6057,773,1699,110,66,79,12,774,1838,706
  恭城瑶族自治县,20066,15369,54,573,295,991,12480,975,1,4697,600,1582,63,45,36,1,631,1337,402
梧州市,191770,137865,955,6469,3745,13765,92614,19910,407,53905,13350,13090,1374,1223,1957,191,8171,10288,4261
  万秀区,11168,6854,120,627,516,1543,2265,1512,271,4314,485,287,144,191,150,22,1970,565,500
  蝶山区,16383,8945,118,898,876,2102,2305,2562,84,7438,1771,441,185,520,381,6,2684,813,637
  长洲区,14750,10169,259,925,613,1900,3671,2783,18,4581,1026,402,180,175,318,61,1059,772,588
  苍梧县,36961,27680,116,825,443,1669,21891,2725,11,9281,2399,2795,211,56,211,48,674,2236,651
  藤县,51557,39059,119,1118,419,2538,32419,2440,6,12498,3214,4347,258,68,584,14,673,2577,763
  蒙山县,12444,9051,133,478,224,1292,4699,2221,4,3393,571,1033,56,44,61,11,341,1008,268
  岑溪市,48507,36107,90,1598,654,2721,25364,5667,13,12400,3884,3785,340,169,252,29,770,2317,854
北海市,118102,82908,576,4570,2653,15444,51636,7922,107,35194,8897,5282,1560,844,1228,183,6059,7306,3835
  海城区,28302,16806,435,2195,1389,6904,2825,2957,101,11496,1862,589,510,531,739,35,3249,2294,1687
  银海区,13354,9260,26,386,160,1684,5819,1183,2,4094,1678,489,131,17,75,22,463,812,407
  铁山港区,10838,8241,24,298,70,744,6617,488,,2597,650,681,175,24,33,47,275,493,219
  合浦县,65608,48601,91,1691,1034,6112,36375,3294,4,17007,4707,3523,744,272,381,79,2072,3707,1522
防城港市,61212,43776,568,2528,1617,8823,23146,6985,109,17436,2369,3406,912,288,441,270,2215,4958,2577
  港口区,11123,7978,192,829,713,2050,1865,2235,94,3145,371,497,192,68,100,149,408,956,404
  防城区,23409,16403,228,910,429,2736,9070,3027,3,7006,816,1482,287,117,159,46,942,1961,1196
  上思县,15832,11803,44,447,275,1055,9118,852,12,4029,744,896,210,72,54,38,532,936,547
  东兴市,10848,7592,104,342,200,2982,3093,871,,3256,438,531,223,31,128,37,333,1105,430
钦州市,194029,143135,778,6535,3114,14641,99967,18013,87,50894,10002,11016,2178,463,1179,151,4402,15227,6276
  钦南区,45428,30924,531,2591,1669,5737,14837,5498,61,14504,2981,2002,630,267,416,104,1981,4084,2039
  钦北区,35682,27583,66,732,254,1892,21541,3088,10,8099,1255,2006,344,31,191,1,390,2825,1056
  灵山县,69670,52630,85,1870,713,4794,39474,5692,2,17040,3559,4154,794,100,406,15,1230,4997,1785
  浦北县,43249,31998,96,1342,478,2218,24115,3735,14,11251,2207,2854,410,65,166,31,801,3321,1396
贵港市,266944,199280,1114,7351,3228,16297,148283,22792,215,67664,17192,18061,2545,709,4980,146,5329,14390,4312
  港北区,38497,26645,433,1732,1103,4835,15031,3504,7,11852,3581,1801,436,198,1031,18,2013,1909,865
  港南区,34364,26402,132,1165,219,1900,19775,3199,12,7962,2189,2535,265,67,385,24,534,1515,448
  覃塘区,26215,20602,73,503,161,1041,17343,1480,1,5613,1166,1305,240,19,206,2,285,2064,326
  平南县,73030,53819,140,1541,912,3941,40602,6672,11,19211,4691,5490,835,212,1655,36,1104,4034,1154
  桂平巿,94838,71812,336,2410,833,4580,55532,7937,184,23026,5565,6930,769,213,1703,66,1393,4868,1519
玉林市,382716,300678,1075,11334,5251,27274,211713,43940,91,82038,22081,21543,2507,1136,1378,409,7875,20578,4531
  玉州区,80561,62341,437,3308,2276,11414,30079,14801,26,18220,5941,3157,539,300,330,270,3256,3432,995
  容县,48179,37494,126,1455,502,3000,26601,5801,9,10685,1827,3641,135,140,168,15,1035,3184,540
  陆川县,55029,44339,139,1624,680,3670,34499,3726,1,10690,3122,3224,271,54,189,29,943,2579,279
  博白县,86100,69208,87,2052,896,3202,58376,4546,49,16892,5941,4172,610,287,161,22,1073,3606,1020
  兴业县,37833,29961,69,756,186,1362,24528,3059,1,7872,1290,3541,141,55,156,11,361,2015,302
  北流市,75014,57335,217,2139,711,4626,37630,12007,5,17679,3960,3808,811,300,374,62,1207,5762,1395
百色市,251887,198690,1288,7292,4225,14324,154481,16807,273,53197,9889,13675,1565,602,558,491,5847,15303,5267
  右江区,30096,21654,423,1659,1064,3062,12774,2665,7,8442,2291,940,223,111,136,149,1987,1654,951
  田阳县,23294,18713,57,559,382,1334,14909,1374,98,4581,601,1171,87,53,43,12,727,1575,312
  田东县,26184,20146,132,775,347,1548,14976,2349,19,6038,923,1544,196,114,92,24,785,1688,672
  平果县,32275,25900,33,815,540,2220,19453,2831,8,6375,1404,1825,259,70,70,42,510,1750,445
  德保县,20319,16094,175,506,260,927,12563,1543,120,4225,618,1442,94,16,26,52,300,1279,398
  靖西县,32001,25651,64,819,463,1410,21143,1752,,6350,1130,2076,199,52,66,22,497,1799,509
  那坡县,11645,9284,46,336,208,489,7571,634,,2361,292,713,53,34,22,52,216,837,142
  凌云县,13299,10697,46,332,148,643,8757,767,4,2602,544,809,55,37,32,5,158,700,262
  乐业县,10533,8139,59,288,133,472,6681,506,,2394,535,586,128,16,10,63,131,675,250
  田林县,17121,13852,113,441,269,949,11291,787,2,3269,309,1011,54,15,18,,192,1306,364
  西林县,10221,8429,75,284,175,468,6940,487,,1792,323,508,53,21,12,6,122,587,160
  隆林各族自治县,24899,20131,65,478,236,802,17423,1112,15,4768,919,1050,164,63,31,64,222,1453,802
贺州市,135219,100819,719,3912,2178,8006,72476,13468,60,34400,7683,8353,873,385,452,58,3334,10250,3012
  八步区,42173,30929,489,1567,851,3369,20942,3677,34,11244,3023,2047,233,110,196,14,1363,3445,813
  平桂管理区,26435,19366,53,511,215,1483,14963,2122,19,7069,1112,1532,229,52,70,14,652,2528,880
  昭平县,22163,16417,98,609,265,859,12117,2469,,5746,1055,1861,157,81,42,11,389,1747,403
  钟山县,26571,19869,67,719,568,1387,12914,4214,,6702,1578,1790,154,105,112,9,590,1752,612
  富川瑶族自治县,17877,14238,12,506,279,908,11540,986,7,3639,915,1123,100,37,32,10,340,778,304
河池市,247837,187752,1421,7578,4415,15485,139277,19310,266,60085,11057,16328,1411,587,1004,324,6666,16396,6312
  金城江区,27010,19332,386,1539,934,3473,9375,3586,39,7678,1908,878,184,167,129,55,1816,1524,1017
  南丹县,23156,17846,255,846,713,1388,12531,2030,83,5310,747,1044,204,52,89,24,582,1584,984
  天峨县,11918,8919,61,359,226,690,6951,595,37,2999,593,975,69,20,29,47,192,866,208
  凤山县,11952,9115,54,318,161,501,7408,662,11,2837,649,921,70,18,13,37,213,660,256
  东兰县,15455,12174,96,397,247,625,9806,998,5,3281,647,1136,47,39,19,24,249,895,225
  罗城仫佬族自治县,19829,14167,111,527,280,1017,11046,1184,2,5662,532,1734,121,45,113,5,486,1885,741
  环江毛南族自治县,20066,15433,49,561,324,1101,11670,1727,1,4633,665,1253,72,52,74,3,488,1581,445
  巴马瑶族自治县,15105,11436,121,408,238,851,8699,1119,,3669,702,974,88,28,28,34,262,1214,339
  都安瑶族自治县,36832,28472,81,776,358,1582,22947,2699,29,8360,1482,3113,202,46,257,9,513,2084,654
  大化瑶族自治县,25383,19060,70,731,299,1251,14773,1927,9,6323,1267,2173,194,34,97,82,335,1675,466
  宜州市,41131,31798,137,1116,635,3006,24071,2783,50,9333,1865,2127,160,86,156,4,1530,2428,977
来宾市,147325,112037,539,4477,2107,8812,85391,10658,53,35288,6760,9088,1045,319,783,300,3760,9310,3923
  兴宾区,63307,48498,247,1854,852,4251,36203,5065,26,14809,3810,3288,548,111,251,289,1378,3523,1611
  忻城县,22302,17774,65,576,231,768,14774,1359,1,4528,672,1599,102,48,66,3,364,1216,458
  象州县,20666,15609,85,629,304,1307,11957,1324,3,5057,743,1577,121,22,164,3,433,1547,447
  武宣县,23206,17354,46,788,317,1178,13501,1509,15,5852,1139,1554,125,98,171,2,605,1567,591
  金秀瑶族自治县,9375,7185,54,306,176,664,5469,511,5,2190,188,677,61,13,85,1,208,676,281
  合山市,8469,5617,42,324,227,644,3487,890,3,2852,208,393,88,27,46,2,772,781,535
崇左市,148010,117233,588,4460,2669,9421,90506,9463,126,30777,5937,7436,683,497,1658,120,4180,8128,2138
  江州区,24697,19513,54,724,622,1722,14930,1455,6,5184,1356,1043,127,84,262,16,676,1222,398
  扶绥县,28022,21486,74,882,416,1366,17097,1571,80,6536,1587,1332,134,214,292,4,945,1581,447
  宁明县,24107,19379,22,710,371,1405,15661,1209,1,4728,683,1281,113,62,284,2,598,1268,437
  龙州县,19219,14972,93,580,302,1273,11730,956,38,4247,821,1155,92,27,199,3,716,985,249
  大新县,22701,18398,128,655,298,1200,14673,1443,1,4303,573,1276,104,46,203,4,568,1276,253
  天等县,20489,16732,86,496,265,790,13480,1615,,3757,654,1069,39,17,38,11,349,1405,175
