表2-4省自治区直辖市的市按非农业户口和农业户口分的人口数,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、％,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    非农业户口,,,    农业户口,,,    户口待定和暂无户口,,,    非农业
    市名,  合计,    男,    女,,,,,,,,,,    户口占
,,,,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,    的比例
    麻城市,  1 062 888,    549 437,    513 451,    75 509,    46 345,  29 164,    985 247,    502 095,    483 152,    2 132,    997,    1 135,    7.10
    武穴市,    654 948,    338 312,    316 636,    60 933,    36 197,  24 736,    591 248,    300 624,    290 624,    2 767,    1 491,    1 276,    9.30
  孝感地区,  3 277 732,  1 676 839,  1 600 893,    353 876,  200 271,  153 605,    2 918 802,  1 474 279,  1 444 523,    5 054,    2 289,    2 765,    10.80
    孝感市,  1 302 061,    664 902,    637 159,    140 238,    79 993,  60 245,    1 160 746,    584 440,    576 306,    1 077,    469,    608,    10.77
    应城市,    600 598,    307 631,    292 967,    72 058,    41 407,  30 651,    527 892,  265 904,    261 988,    648,    320,    328,    12.00
    安陆市,    557 742,    283 860,    273 882,    58 736,    33 150,  25 586,498 721,    250 543,    248 178,    285,    167,    118,    10.53
    广水市,    817 331,    420 446,    396 885,    82 844,    45 721,  37 123,    731 443,    373 392,    358 051,    3 044,    1 333,    1 711,    10.14
  成宁地区,    917 310,    471 529,    445 781,    206 860,  112 750,  94 110,    701 736,    354 383,    347 353,    8 714,    4 396,    4 318,    22.55
    咸宁市,    458 810,    237 524,    221 286,    109 995,    60 934,  49 061,    343 588,    173 892,    169 696,    5 227,    2 698,    2 529,    23.97
    蒲圻市,    458 500,    234 005,    224 495,    96 865,    51 816,  45 049,    358 148,    180 491,    177 657,    3 487,    1 698,    1 789,    21.13
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
表2-4单位：人、％,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    非农业户口,,,    农业户口,,,    户口待定和暂无户口,,,    非农业
    市名,  合计,    男,    女,,,,,,,,,,    户口占
,,,,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,    的比例
  荆州地区,    5 153 543,    2 622 841,    2 530 702,    629 673,  345 674,    283 999,    4 511 639,    2 270 909,    2 240 730,    12 231,    6 258,    5 973,    12.22
    仙桃市,    1 371 150,    697 055,    674 095,    123 800,    69 017,    54 783,    1 246 918,    627 790,    619 128,    432,    248,    184,    9.03
    石首市,    579 415,    296 712,    282 703,    67 071,    35 670,    31 401,    511 083,    260 406,    250 677,    1 261,    636,    625,    11.58
    洪湖市,    822 516,    420 650,    401 866,    129 742,    69 086,    60 656,    691 718,    351 007,    340 711,    1 056,    557,    499,    15.77
    天门市,    1 506 568,    765 600,    740 968,    137 549,    76 117,    61 432,    1 364 572,    687 239,    677 333,    4 447,    2 244,    2 203,    9.13
    潜江市,    873 894,    442 824,    431 070,    171 511,    95 784,    75 727,    697 348,    344 467,    352 881,    5 035,    2 573,    2 462,    19.63
  郧阳地区,    460 413,    241 407,    219 006,    89 932,    51 222,    38 710,    369 741,    189 773,    179 968,    740,    412,    328,    19.53
    丹江口市,    460 413,    241 407,    219 006,    89 932,    51 222,    38 710,    369 741,    189 773,    179 968,    740,    412,    328,    19.53
  宜昌地区,    855 498,    435 002,    420 496,    131 566,    74 640,    56 926,    721 078,    358 864,    362 214,    2 854,    1 498,    1 356,    15.38
    枝城市,    384 703,    196 275,    188 428,    65 394,    37 898,    27 496,    317 866,    157 637,    160 229,    1 443,    740,    703,    17.00
    当阳市,    470 795,    238 727,    232 068,    66 172,    36 742,    29 430,    403 212,    201 227,    201 985,    1 411,    758,    653,14.06
  鄂西土家族苗族自治州,    1 476 841,    773 724,    703 117,    136 842,    83 893,    52 949,    1 337 003,    688 375,    648 628,    2 996,    1 456,    1 540,    9.27
    恩施市,    712 574,    372 886,    339 688,    91 149,    54 333,    36 816,    619 518,    317 597,    301 921,    1 907,    956,    951,    12.79
    利川市,    764 267,    400 838,    363 429,45 693,    29 560,    16 133,    717 485,    370 778,    346 707,1089,    500,    589,    5.98
湖南省,  14 971 344,  7 774 323,7 197 021,    4 998 337,  2 726 590,  2 271 747,    9 883 101,  5 005 006,  4 878 095,89 906,    42 727,    47 179,    33.39
  长沙市,1376403,    720 509,    655 894,    1 077 180,    573 062,  504 118,    288 063,    141 769,    146 294,11 160,    5 678,    5 482,    78.26
    东区,193 161,    97 626,    95 535,    180 339,    91 636,    88 703,    11 263,    5 169,    6 094,    1 559,    821,    738,    93.36
    南区,    428 986,    229 135,    199 851,    401 278,    215 104,186 174,    24 403,    12 350,    12 053,    3 305,    1 681,    1 624,    93.54
    西区,    244 343,    131 593,    112 750,    222 932,121 322,    101 610,    18 711,    8 899,    9 812,    2 700,1 372,    1 328,    91.24
    北区,    222 681,    113 678,    109 003,    203 073,    103 797,    99 276,    17 589,    8 841,    8 748,2 019,1 040,    979,    91.19
    郊区,    287 232,    148 477,    138 755,    69 558,    41 203,    28 355,    216 097,    106 510,    109 587,    1 577,    764,    813,    24.22
  株洲市,    1 521 879,    791 260,    730 619,    504 223,    275 585,    228 638,    1 013 128,    513 489,    499 639,    4 528,    2 186,    2 342,    33.13
    东区,    150 866,    80 129,    70 737,    142 838,    76 171,    66 667,    7 575,    3 712,    3 863,    453,    246,    207,    94.68
    北区,    138 992,    74 888,    64 104,    128 345,    69 779,    58 566,    9 626,    4 590,    5 036,    1 021,    519,    502,    92.34
    南区,    115 357,    60 646,    54 711,    106 722,    56 184,    50 538,    8 066,    4 180,    3 886,    569,    282,    287,    92.51
    郊区,    180 038,    91 369,    88 669,    19 771,    12 225,    7 546,    159 050,    78 599,    80 451,    1 217,    545,    672,    10.98
    醴陵市,    936 626,    484 228,    452 398,    106 547,    61 226,    45 321,    828 811,    422 408,    406 403,    1 268,    594,    674,    11.38
  湘潭市,    1 538 315,    792 262,    746 053,    509 700,    280 016,    229 684,    1 018 902,    507 623,511 279,    9 713,    4 623,    5 090,    33.13
    雨湖区,    120 444,    63 234,    57 210,    108 866,    57 988,    50 878,    9 709,    4 340,    5 369,    1 869,    906,    963,    90.39
    湘江区,    121 773,    64 232,    57 541,    111 607,    59 680,    51 927,    8 608,    3 750,    4 858,    1 558,    802,    756,    91.65
    岳塘区,    121 463,    64 286,    57 177,    112 529,    60 065,    52 464,    7 852,    3 705,    4 147,    1 082,    516,    566,    92.64
    板塘区,    73 748,    38 476,    35 272,    68 345,    36 023,    32 322,    4 500,    2 034,    2 466,    903,    419,    484,    92.67
    郊区,    151 539,    76 847,    74 692,    16 757,    10 876,    5 881,    133 010,    65 095,    67 915,    1 772,    876,    896,    11.06
    韶山区,    96 559,    49 106,    47 453,    11 294,    6 646,    4 648,    85 130,    42 407,    42 723,    135,    53,    82,    11.70
    湘乡市,    852 789,    436 081,    416 708,    80 302,    48 738,  31 564,    770 093,    386 292,    383 801,    2 394,    1 051,    1 343,    9.42
  衡阳市,    1 823 474,    954 025,    869 449,    597 495,    327 823,    269 672,    1 212 234,    619 712,    592 522,    13 745,    6 490,    7 255,    32.77
    江东区,    155 582,    81 115,    74 467,    142 634,    75 531,    67 103,    11 820,    5 034,    6 786,    1 128,    550,(?),    91．68
    城南区,    166 168,    86 406,    79 762,    152 880,    79 904,    72 976,    11 865,    5 784,    6 081,    1 423,    718,705,    92.00
    城北区,    167 017,    88 135,    78 882,    148 378,    79 409,    68 969,    16 764,    7 765,    8 999,    1 875,    961,    914,88.84
    郊区,    180 608,    92 482,    88 126,    16 335,    9 938,    6 397,    159 801,    80 464,    79 337,    4 472,    2 080,    2 392,    9.04
    南岳区,    41 629,    21 396,    20 233,    8 678,    4 627,    4 051,    32 656,    16 665,    15 991,    295,    104,    191,    20.85
    耒刚市,    1 112 470,    584 491,    527 979,    128 590,    78 414,    50 176,    979 328,    504 000,    475 328,    4 552,    2 077,    2 475,    11.56
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
  省、自治区、直辖市的市按非农业户口和农业户口分的人口数(续22),,,,,,,,,,,,,
表2-4单位：人、％,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    非农业户口,,,    农业户口,,,    户口待定和暂无户口,,,    非农业
    市名,  合计,    男,    女,,,,,,,,,,    户口占
,,,,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,    的比例
  邵阳市,    525 644,    269 043,    256 601,    242 075,    129 847,  112 228,    280 199,    137 744,    142 455,    3 370,    1 452,    1 918,    46.05
    东区,    144 761,    74 984,    69 777,    127 175,    67 278,    59 897,    16 177,    7 073,    9 104,    1 409,    633,    776,    87.85
    西区,    107 516,    55 821,    51 695,    96 564,    51 346,    45 218,    10 117,    4 104,    6 013,    835,    371,    464,    89.81
    郊区,    273 367,    138 238,    135 129,    18 336,    11 223,    7 113,    253 905,    126 567,    127 338,    1 126,    448,    678,    6.71
  岳阳市,  1 197 118,    626 276,    570 842,    360 906,  195 824,  165 082,    827 059,    426 150,    400 909,    9 153,    4 302,    4 851,    30.15
    南区,    228 069,    118 733,    109 336,    203 892,  106 259,    97 633,    22 642,    11 708,    10 934,    1 535,    766,    769,    89.40
    北区,    151 280,    78 916,    72 364,    60 179,    32 898,    27 281,    90 255,    45 668,    44 587,    846,    350,    496,    39.78
    郊区,    150 494,    82 829,    67 665,    31 579,    21 889,    9 690,    113 125,    58 172,    54 953,    5 790,    2 768,    3 022,    20.98
    泪罗市,    667 275,    345 798,    321 477,    65 256,    34 778,    30 478,    601 037,    310 602,    290 435,    982,    418,    564,    9.78
  常德市,    1 472 207,    760 087,    712 120,    333 666,  184 272,  149 394,    1 133 766,    573 538,    560 228,    4 775,    2 277,    2 498,    22.66
    武陵区,    266 772,    138 176,    128 596,    193 737,  103 345,  90 392,    71 227,    33 988,    37 239,    1 808,    843,    965,    72.62
    鼎城区,    964 777,    495 098,    469 679,    59 274,    34 917,  24 357,    903 644,    459 287,    444 357,    1 859,    894,    965,    6.14
    津市市,    240 658,    126 813,    113 845,    80 655,    46 010,  34 645,    158 895,    80 263,    78 632,    1 108,    540,    568,    33.51
  大庸市,    408 466,    211 879,    196 587,    54 100,    31 327,  22 773,    354 163,    180 476,    173 687,    203,    76,    127,    13.24
    永定区,    369 151,    191 089,    178 062,    48 429,    28 110,  20 319,    320 534,    162 908,    157 626,    188,    71,    117,    13.12
    武陵源区,    39 315,    20 790,    18 525,    5 671,    3 217,    2 454,    33 629,    17 568,    16 061,    15,    5,    10,    14.42
  益阳地区,    1 134 159,    583 808,    550 351,    271 666,  144 315,  127 351,    857 197,    436 963,    420 234,    5 296,    2 530,    2 766,    23.95
    益阳市,    417 667,    214 043,    203 624,    180 379,  94 633,  85 746,    234 272,    117 982,    116 290,    3 016,    1 428,    1 588,    43.19
    沅江市,    716 492,    369 765,    346 727,    91 287,  49 682,  41 605,    622 925,    318 981,    303 944,    2 280,    1 102,    1 178,    12.74
  娄底地区,    1 623 455,    841 148,    782 307,    361 440,  207 070,  154 370,    1 252 260,    629 574,    622 686,    9 755,    4 504,    5 251,    22.26
    娄底市,    300 428,    157 755,    142 673,    121 015,    68 802,    52 213,    177 796,    88 144,    89 652,    1 617,    809,    808,    40.28
    冷水江市,    316 362,    164 474,    151 888,    126 446,    70 788,    55 658,    185 166,    91 532,    93 634,    4 750,    2 154,    2 596,    39.97
    涟源市,    1 006 665,    518 919,    487 746,    113 979,    67 480,    46 499,    889 298,    449 898,    439 400,    3 388,    1 541,    1 847,    11.32
  郴州地区,    594 730,    312 175,    282 555,    273 611,  148 997,  124 614,    312 409,    158 984,    153 425,    8 710,    4 194,    4 516,    46．01
    郴州市,    233 917,    123 013,    110 904,    166 267,    89 156,  77 111,    64 210,    32 189,    32 021,    3 440,    1 668,    1 772,    71.08
    资兴市,    360 813,    189 162,    171 651,    107 344,    59 841,  47 503,    248 199,    126 795,    121 404,    5 270,    2 526,    2 744,    29.75
  零陵地区,    947 079,    492 604,    454 475,    162 252,    91 467,  70 785,    781 302,    399 553,    381 749,    3 525,    1 584,    1 941,    17.13
    永州市,    543 395,    282 614,    260 781,    84 067,    47 434,  36 633,    457 828,    234 515,    223 313,    1 500,    665,    835,    15.47
    冷水滩市,    403 684,    209 990,    193 694,    78 185,    44 033,  34 152,    323 474,    165 038,    158 436,    2 025,    919,    1 106,    19.37
  怀化地区,    577 794,    299 336,    278 458,    172 218,    93 703,  78 515,    401 930,    203 929,    198 001,    3 646,    1 704,    1 942,    29.81
    怀化市,    488 343,    254 085,    234 258,    120 382,    67 032,  53 350,    365 419,    185 883,    179 536,    2 542,    1 170,    1 372,    24.65
    洪江市,    89 451,    45 251,    44 200,    51 836,    26 671,  25 165,    36 511,    18 046,    18 465,    1 104,    534,    570,    57.95
  湘西土家族苗族自治州,    230 621,    119 911,    110 710,    77 805,    43 282,  34 523,    150 489,    75 502,    74 987,    2 327,    1 127,    1 200,    33.74
    吉首市,    230 621,    119 911,    110 710,    77 805,    43 282,  34 523,    150 489,    75 502,    74 987,    2 327,    1 127,    1 200,    33.74
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
  表2-4单位：人、％,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    非农业户口,,,    农业户口,,,    户口待定和暂无户口,,,    非农业
    市名,  合计,    男,    女,,,,,,,,,,    户口占
,,,,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,    的比例
广东省,  16 725 265,  8 567 903,  8 157 362,  7 261 070, 3 863 284, 3 397 786,    9 256 183,    4 603 387,    4 652 796,    208 012,    101 232,    106 780,    43.41
  广州市,    3 935 193,  2 056 658,  1 878 535,  2 891 643, 1 526 383, 1 365 260,    989 475,    503 722,    485 753,    54 075,    26 553,    27 522,    73.48
    东山区,    545 136,    280 444,    264 692,    501 551,    257 737,    243 814,    37 874,    19 474,    18 400,    5 711,    3 233,    2 478,    92.00
    荔湾区,    554 589,    282 754,    271 835,    517 030,    263 490,    253 540,    33 691,    17 185,    16 506,    3 868,    2 079,    1 789,    93.23
    越秀区,    441 316,    224 276,    217 040,    412 668,    210 056,    202 612,    24 445,    11 881,    12 564,    4 203,    2 339,    1 864,    93.51
