表5    各职业大类人口和未工作人口（长表数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,单位：人
县市名,,,,,,,,,,,,,,,,,
,15岁及以上人口,各种职业人口,国家机关、党群组织、,专业技术人员,办事人员和有关人员,商业、服务业人员,农林牧渔水利业,生产、运输设备操作,不便分类的其他,各种未工作人口,在校学生,料理家务,离退休,丧失劳动能力,从未工作,失去工作,其他
,总        计,总        计,企业、事业单位负责人,,,,生  产  人  员,人 员 及 有 关 人 员,从  业  人  员,总        计,,,,,正在寻找工作,正在寻找工作,
,,,,,,,,,,,,,,,,,
泗洪县,70616,58911,767,1846,778,2665,50398,2416,41,11705,2811,3203,1179,3355,516,276,365
,,,,,,,,,,,,,,,,,
浙江省,3657703,2603910,45296,151735,97660,411370,897165,999608,1076,1053793,173151,422459,144237,167102,39975,49266,57603
杭州市,553768,384432,9314,32161,23661,69917,108237,140947,195,169336,38527,48257,40803,18185,4702,10324,8538
上城区,28392,15652,597,2926,2464,5184,57,4423,1,12740,1977,1168,6760,127,485,1335,888
下城区,34720,20861,1181,4247,2987,6054,145,6242,5,13859,3296,1323,6669,122,218,1168,1063
江干区,45366,33252,826,3142,2570,10515,2999,13187,13,12114,2818,2282,4341,366,381,1249,677
拱墅区,36688,22273,827,3031,2516,6698,296,8861,44,14415,3755,2088,5370,313,540,1642,707
西湖区,50080,27508,844,5603,3424,6422,3519,7682,14,22572,11577,2809,5229,669,466,953,869
滨江区,9044,6183,105,384,356,1042,985,3311,,2861,838,1171,303,290,69,118,72
桐庐县,29638,21974,386,1015,844,2441,9310,7969,9,7664,1140,2656,1011,1801,234,387,435
淳安县,30174,24748,213,887,496,1587,18849,2713,3,5426,1238,1856,655,1178,101,153,245
萧山市,99174,74329,1681,3943,2595,11549,16515,38030,16,24845,3788,10973,3768,3322,513,1008,1473
建德市,36676,25513,398,1380,602,2804,13600,6725,4,11163,1610,4195,1686,2073,375,516,708
富阳市,49225,34858,794,1886,1510,5362,11305,13933,68,14367,2082,6168,1443,3068,582,715,309
余杭市,64342,47735,913,2270,2284,6860,14930,20471,7,16607,2112,7501,2546,2575,467,761,645
临安市,40249,29546,549,1447,1013,3399,15727,7400,11,10703,2296,4067,1022,2281,271,319,447
宁波市,488045,348907,9064,24706,15092,60769,77223,161934,119,139138,22998,52436,21667,22702,4204,8575,6556
海曙区,29024,18206,1048,2945,2146,5923,243,5901,,10818,2696,1331,4633,227,328,1272,331
江东区,24233,15673,949,2788,1990,4436,346,5163,1,8560,1536,1542,3569,224,176,845,668
江北区,22829,14251,414,1394,959,3097,2334,6046,7,8578,2898,1835,2086,555,226,506,472
北仑区,30081,20880,831,1314,699,3816,3817,10388,15,9201,1105,4374,897,1503,229,457,636
镇海区,23147,16735,602,1454,1211,2820,2091,8536,21,6412,747,2091,1737,742,201,513,381
象山县,39449,23724,230,1364,554,4249,9952,7375,,15725,1758,7976,897,2459,1022,897,716
宁海县,41270,28929,524,1597,945,3788,11466,10602,7,12341,1722,5812,901,2304,492,527,583
鄞县,71246,53198,1274,2364,1990,8806,9620,29141,3,18048,2855,7961,1693,3681,367,780,711
余姚市,69217,51839,1595,2654,2307,7105,14195,23945,38,17378,2821,6232,2262,4114,349,920,680
慈溪市,98992,78115,910,5020,1554,12804,14138,43677,12,20877,3471,8124,1861,4876,463,1064,1018
奉化市,38557,27357,687,1812,737,3925,9021,11160,15,11200,1389,5158,1131,2017,351,794,360
温州市,576701,373551,6754,21724,12665,79998,82343,169895,172,203150,29662,93782,15434,29177,15236,7626,12233
鹿城区,69714,44933,1553,4639,4037,12465,597,21639,3,24781,5095,5426,7091,649,1647,2235,2638
龙湾区,16445,12747,174,447,767,1908,305,9146,,3698,753,1631,161,353,227,236,337
瓯海区,62831,43143,1059,1876,1066,8574,5037,25508,23,19688,3106,9564,982,3052,1299,909,776
洞头县,7739,4759,89,369,191,1081,1561,1432,36,2980,338,1576,166,437,101,148,214
永嘉县,53126,34623,624,1633,1320,6006,12465,12563,12,18503,2470,9056,740,3385,1239,453,1160
平阳县,57827,35143,407,1790,865,7787,9335,14936,23,22684,2682,12092,1122,3477,1962,712,637
苍南县,87743,57211,531,2762,1198,13959,15620,23128,13,30532,4483,14451,1139,5092,2964,611,1792
文成县,21026,13950,132,615,322,1880,7361,3639,1,7076,820,3007,386,1427,715,217,504
泰顺县,21380,12926,123,704,322,1905,7371,2501,,8454,694,4348,318,1590,619,209,676
瑞安市,92683,58439,1074,2844,1349,12032,10727,30372,41,34244,4132,17250,1967,5451,2401,1180,1863
乐清市,86187,55677,988,4045,1228,12401,11964,25031,20,30510,5089,15381,1362,4264,2062,716,1636
嘉兴市,289977,230502,3430,10544,8359,30999,74066,103099,5,59475,8898,20763,13129,8469,1531,4413,2272
秀城区,41001,29158,788,2375,1982,4938,7920,11155,,11843,2625,2162,4290,901,329,1009,527
秀洲区,30370,24925,208,764,571,3210,7899,12273,,5445,729,2427,725,952,119,332,161
嘉善县,34950,26972,358,1153,1089,4241,9563,10568,,7978,771,2401,1516,1717,298,827,448
海盐县,31240,25998,431,1357,959,2956,8631,11664,,5242,838,2028,1021,724,97,289,245
海宁市,54013,42866,481,1788,1486,5776,12381,20954,,11147,1545,4264,2392,1361,314,876,395
平湖市,41244,34047,504,1339,1119,3852,11462,15771,,7197,1062,2419,1364,1432,163,582,175
桐乡市,57159,46536,660,1768,1153,6026,16210,20714,5,10623,1328,5062,1821,1382,211,498,321
湖州市,208950,151665,2456,7710,4247,20920,62032,54231,69,57285,7595,25617,8983,7425,1737,2783,3145
市辖区,92291,67013,1096,3602,1989,10126,24552,25623,25,25278,3996,10172,4910,2977,705,1324,1194
德清县,34997,25791,351,1427,731,3583,8952,10747,,9206,1095,4060,1394,1393,308,576,380
长兴县,48250,35472,546,1532,812,4073,16040,12456,13,12778,1331,6252,1741,1772,409,568,705
安吉县,33412,23389,463,1149,715,3138,12488,5405,31,10023,1173,5133,938,1283,315,315,866
绍兴市,344276,253333,3093,12265,8525,34227,95321,99852,50,90943,14776,39569,11003,16138,1945,4056,3456
越城区,50956,32773,791,3443,2508,6933,4315,14750,33,18183,3666,6321,3777,1627,387,1725,680
绍兴县,63681,47778,535,1797,1265,8864,11350,23961,6,15903,1837,8549,1382,2412,294,653,776
新昌县,32835,24672,400,1013,750,2187,13502,6814,6,8163,1739,2782,957,1682,251,345,407
诸暨市,85284,64760,444,2437,1703,7779,22849,29548,,20524,3755,8909,2029,4670,317,392,452
上虞市,57646,43001,690,2018,1108,5011,19729,14443,2,14645,1913,7009,1487,2770,311,582,573
嵊州市,53874,40349,233,1557,1191,3453,23576,10336,3,13525,1866,5999,1371,2977,385,359,568
金华市,360090,270715,3605,12527,8964,36074,122690,86726,129,89375,15433,32803,10940,19167,2629,2977,5426
婺城区,35019,22205,625,2661,1897,5621,4708,6692,1,12814,4531,2457,2979,907,363,880,697
金华县,38324,30371,120,786,444,2029,21756,5219,17,7953,1111,3108,534,2626,161,79,334
武义县,24184,19107,199,824,478,1764,11657,4173,12,5077,569,1892,678,1224,98,297,319
浦江县,28478,20514,414,840,651,1944,7447,9205,13,7964,873,3865,572,1629,279,257,489
磐安县,14256,11970,141,417,174,909,8370,1951,8,2286,380,738,166,797,64,25,116
兰溪市,47650,33858,332,1485,644,3164,20198,8028,7,13792,1795,5838,1795,2712,448,549,655
义乌市,70354,55532,903,2091,2379,11909,13706,24531,13,14822,2218,6359,1352,3158,557,306,872
东阳市,58242,43646,476,1866,1370,4253,21119,14524,38,14596,2435,4890,1753,3867,347,265,1039
永康市,43583,33512,395,1557,927,4481,13729,12403,20,10071,1521,3656,1111,2247,312,319,905
衢州市,168717,118983,1118,5468,3163,10124,78748,20182,180,49734,6342,20838,5914,9255,1556,1642,4187
柯城区,23694,15112,352,1638,1351,2749,4409,4552,61,8582,1769,2319,2345,865,378,600,306
衢县,36838,27272,89,566,227,1111,22637,2634,8,9566,1168,4315,409,2972,239,58,405
常山县,20986,13506,151,637,259,1172,8361,2918,8,7480,545,4067,587,1405,266,239,371
开化县,21289,15249,194,679,326,1302,9710,3026,12,6040,498,2960,550,1368,212,194,258
龙游县,28998,21023,175,852,515,1712,14886,2794,89,7975,1013,3352,865,1847,260,252,386
江山市,36912,26821,157,1096,485,2078,18745,4258,2,10091,1349,3825,1158,798,201,299,2461
舟山市,83400,50729,1284,4853,2475,10526,14802,16781,8,32671,4162,17025,3583,3445,825,1553,2078
定海区,30728,19462,608,2022,1076,3977,3601,8177,1,11266,2171,4907,1522,1462,250,488,466
普陀区,28964,17129,427,1804,758,3966,5613,4554,7,11835,1275,6384,1281,1150,315,564,866
岱山县,16388,9609,140,724,433,1674,3590,3048,,6779,569,4002,559,729,172,366,382
嵊泗县,7320,4529,109,303,208,909,1998,1002,,2791,147,1732,221,104,88,135,364
台州市,412877,301532,3850,13543,7423,45264,105472,125909,71,111345,17684,48204,8708,23127,3400,3818,6404
椒江区,37260,26051,484,1556,1202,4482,5224,13103,,11209,1857,4677,1288,2091,324,542,430
黄岩区,46640,35098,527,1479,1442,4820,9313,17511,6,11542,2147,4511,1087,2505,411,364,517
路桥区,36554,26337,218,977,415,7094,4481,13149,3,10217,1247,4941,658,2149,202,252,768
玉环县,37590,27399,990,1991,620,4616,4188,14994,,10191,1341,4859,690,1600,441,577,683
三门县,25346,17106,141,797,354,1596,9325,4886,7,8240,1392,3748,414,1635,451,260,340
天台县,31265,22896,232,1016,476,2107,14954,4083,28,8369,1240,3400,693,1840,248,328,620
仙居县,28609,21225,159,794,552,2089,13741,3887,3,7384,853,3609,605,1442,281,143,451
温岭市,93560,70265,623,2561,1153,12460,15811,37657,,23295,2881,10849,1574,5022,419,587,1963
临海市,76053,55155,476,2372,1209,6000,28435,16639,24,20898,4726,7610,1699,4843,623,765,632
丽水市,170902,119561,1328,6234,3086,12552,76231,20052,78,51341,7074,23165,4073,10012,2210,1499,3308
莲都区,27566,18246,237,1519,760,2720,9254,3748,8,9320,2587,3091,1104,1385,335,402,416
青田县,27396,16741,177,781,331,2299,8823,4326,4,10655,784,5383,591,1956,644,197,1100
缙云县,28259,20293,157,947,331,1942,12972,3938,6,7966,1066,3795,547,1671,233,259,395
遂昌县,17000,12953,129,572,344,1002,9085,1816,5,4047,402,1747,395,991,131,173,208
松阳县,15691,12202,170,465,282,857,9276,1146,6,3489,590,1376,266,851,84,116,206
云和县,8257,5835,101,312,208,604,3467,1143,,2422,244,1126,244,488,141,71,108
庆元县,14205,9781,183,555,191,920,6900,1011,21,4424,489,2511,176,784,150,70,244
景宁畲族自治县,12241,8597,47,424,250,786,6052,1016,22,3644,284,1832,210,727,213,65,313
龙泉市,20287,14913,127,659,389,1422,10402,1908,6,5374,628,2304,540,1159,279,146,318
,,,,,,,,,,,,,,,,,
安徽省,4175322,3242396,38099,138292,69331,224055,2432393,338374,1852,932926,200796,294117,126573,185895,48710,38060,38775
合肥市,332889,242263,5910,17364,10120,30133,139746,38869,121,90626,27257,19155,18130,11803,4892,6449,2940
东市区,20319,10744,755,1501,1273,3498,32,3685,,9575,1389,725,3899,247,1029,2267,19
中市区,19752,11658,778,2630,1889,3498,15,2843,5,8094,1561,797,3471,187,685,1255,138
西市区,32884,15858,921,4741,2978,3518,54,3643,3,17026,8856,1269,4614,156,498,1185,448
郊区,60735,39111,1776,3689,2038,10405,7115,14069,19,21624,7906,5553,3316,1548,1050,1323,928
长丰县,61464,51092,415,1373,412,2111,44468,2272,41,10372,2469,2989,683,3292,482,81,376
肥东县,70000,58942,571,1674,891,2784,47157,5865,,11058,2197,2842,1282,3602,502,190,443
肥西县,67735,54858,694,1756,639,4319,40905,6492,53,12877,2879,4980,865,2771,646,148,588
芜湖市,155599,108590,2274,6920,3628,13659,57248,24830,31,47009,7488,13710,11149,6339,2318,3812,2193
镜湖区,14446,7036,361,1420,803,2170,37,2242,3,7410,1460,844,3013,196,397,986,514
马塘区,9678,5582,203,533,357,1462,876,2151,,4096,377,961,1430,189,299,632,208
新芜区,18654,9120,385,1534,1096,2480,23,3599,3,9534,2257,1133,3803,187,428,1270,456
鸠江区,13168,8640,284,581,298,1436,2257,3781,3,4528,1523,1070,941,363,233,287,111
芜湖县,36079,29195,404,1033,280,2263,20173,5040,2,6884,667,2975,612,1799,352,207,272
繁昌县,29996,22929,336,893,484,1808,14824,4576,8,7067,418,3393,794,1503,330,279,350
南陵县,33578,26088,301,926,310,2040,19058,3441,12,7490,786,3334,556,2102,279,151,282
蚌埠市,232382,177041,1782,8217,4201,12419,135882,14501,39,55341,12186,13366,10664,10446,3156,3661,1862
东市区,18799,9052,288,1628,1221,2706,190,3019,,9747,2806,1465,2914,206,729,1175,452
中市区,9297,5000,409,1041,612,1566,136,1236,,4297,478,653,1958,116,307,572,213
西市区,18327,9115,181,1211,1136,2196,151,4219,21,9212,1378,1639,3276,310,919,1232,458
郊区,16170,13169,56,306,102,955,10029,1717,4,3001,411,984,180,1078,183,125,40
怀远县,83493,71210,460,1829,437,2085,64828,1568,3,12283,3561,3154,1001,3769,381,210,207
五河县,44880,36311,102,1041,396,1202,32326,1237,7,8569,1521,2896,668,2663,298,191,332
固镇县,41416,33184,286,1161,297,1709,28222,1505,4,8232,2031,2575,667,2304,339,156,160
淮南市,148382,97100,1768,6853,4055,9594,54544,20235,51,51282,8910,15393,11116,4638,5073,4278,1874
大通区,9628,5810,128,413,210,718,2799,1538,4,3818,485,1259,913,364,403,307,87
田家庵区,31036,15747,745,2817,1866,3451,1356,5511,1,15289,3836,3001,4356,373,1249,1704,770
谢家集区,19709,8571,142,1000,712,1412,1005,4298,2,11138,954,3874,2970,367,1386,1109,478
八公山区,13123,6602,232,529,432,1024,968,3396,21,6521,461,2175,1658,303,1015,812,97
潘集区,27726,20938,178,854,291,1072,15835,2699,9,6788,1045,2678,497,1426,634,192,316
凤台县,47160,39432,343,1240,544,1917,32581,2793,14,7728,2129,2406,722,1805,386,154,126
马鞍山市,89090,61540,1086,4749,3302,7999,26655,17722,27,27550,3184,8164,7927,3110,1989,2127,1049
金家庄区,6792,3716,43,365,270,869,28,2141,,3076,203,903,1096,102,324,327,121
花山区,14579,8282,325,1660,1606,1639,19,3029,4,6297,1248,856,2832,127,430,527,277
雨山区,10602,6094,233,949,630,1381,43,2855,3,4508,414,869,2054,118,262,645,146
向山区,13238,8901,140,533,156,1239,3262,3569,2,4337,624,1532,879,481,414,253,154
当涂县,43879,34547,345,1242,640,2871,23303,6128,18,9332,695,4004,1066,2282,559,375,351
淮北市,131231,95765,1087,4955,2900,5537,66579,14595,112,35466,8028,10516,5977,4868,3357,1033,1687
杜集区,19764,12436,200,795,330,841,6218,4016,36,7328,915,2640,1587,688,1058,149,291
相山区,22272,12787,422,2012,1603,2021,2097,4577,55,9485,2871,2146,2158,385,788,526,611
烈山区,10348,6058,83,512,365,725,1183,3176,14,4290,387,1711,1037,248,534,152,221
濉溪县,78847,64484,382,1636,602,1950,57081,2826,7,14363,3855,4019,1195,3547,977,206,564
铜陵市,52354,35793,814,3178,2631,5006,13701,10414,49,16561,2108,5052,4918,1608,981,1016,878
铜官山区,19574,11776,436,1894,1767,2816,75,4770,18,7798,1363,1571,3160,173,429,620,482
狮子山区,4182,2387,23,253,283,382,162,1267,17,1795,147,542,702,49,151,107,97
郊区,4885,3114,54,233,152,438,953,1271,13,1771,134,659,514,158,115,131,60
铜陵县,23713,18516,301,798,429,1370,12511,3106,1,5197,464,2280,542,1228,286,158,239
安庆市,358063,264197,3838,12908,5679,21282,182273,37906,311,93866,11926,37757,10335,22529,3554,2950,4815
迎江区,11799,6624,346,1224,924,2133,105,1889,3,5175,949,740,2003,174,273,652,384
大观区,13648,7742,306,1331,1057,1981,30,3034,3,5906,1374,755,2389,121,268,791,208
郊区,18969,13928,247,728,407,1947,5811,4783,5,5041,744,2060,737,751,222,349,178
怀宁县,44153,33843,454,1320,425,2228,25281,4121,14,10310,1218,4205,756,3000,353,176,602
枞阳县,52684,40539,311,1570,433,2396,30147,5681,1,12145,1558,5603,727,3121,444,132,560
潜山县,35024,25664,349,1094,392,1738,18389,3611,91,9360,756,4442,481,2840,279,184,378
太湖县,33818,25496,326,933,330,1497,20387,2006,17,8322,1134,3207,549,2789,223,60,360
宿松县,40855,31746,416,1382,496,1694,25585,2136,37,9109,1170,3573,1004,2455,341,183,383
望江县,33011,26437,336,1046,305,1586,20033,3017,114,6574,687,3005,530,1725,219,89,319
岳西县,26642,18229,292,877,231,1379,13046,2384,20,8413,743,4071,304,2192,384,60,659
桐城市,47460,33949,455,1403,679,2703,23459,5244,6,13511,1593,6096,855,3361,548,274,784
黄山市,103997,82294,1094,3888,2029,6517,58298,10404,64,21703,2815,6786,3882,4749,899,1369,1203
屯溪区,12425,7731,292,939,693,1718,2346,1741,2,4694,1187,925,1318,308,190,577,189
黄山区,12344,9463,195,514,293,1222,5913,1323,3,2881,241,1283,334,682,129,85,127
徽州区,6955,5810,48,253,147,339,4279,739,5,1145,125,378,165,330,29,61,57
歙县,33009,27544,167,885,353,1261,22053,2805,20,5465,556,1502,967,1566,175,289,410
休宁县,18668,15431,162,577,194,841,11925,1714,18,3237,292,1260,465,825,113,110,172
黟县,7299,5844,92,233,124,452,4080,850,13,1455,225,400,208,363,90,91,78
祁门县,13297,10471,138,487,225,684,7702,1232,3,2826,189,1038,425,675,173,156,170
滁州市,286814,229455,2843,9222,4392,16706,173661,22336,295,57359,8724,20472,6872,14398,2173,1925,2795
琅琊区,18677,11795,295,1516,1373,2535,1925,4148,3,6882,1517,1689,1874,397,430,515,460
南谯区,18013,14429,150,443,78,931,11605,1174,48,3584,448,1370,250,1167,160,45,144
来安县,32442,26327,242,871,374,1659,21475,1705,1,6115,722,2277,603,1812,134,271,296
全椒县,29722,23822,336,1209,406,1977,16909,2844,141,5900,961,2253,722,1306,228,237,193
定远县,55163,45032,416,1405,690,2316,37866,2327,12,10131,1692,3900,721,2757,367,150,544
凤阳县,47168,38928,376,1141,523,1991,32680,2217,,8240,1853,2497,908,2248,267,218,249
天长市,44764,36155,631,1518,490,3002,24767,5682,65,8609,710,3789,771,2342,277,209,511
明光市,40865,32967,397,1119,458,2295,26434,2239,25,7898,821,2697,1023,2369,310,280,398
阜阳市,547420,454932,3247,12863,5519,18423,395149,19571,160,92488,35440,22498,6065,19114,4346,1393,3632
颍州区,41976,30103,522,2081,1273,2969,19897,3354,7,11873,4542,2972,1272,1275,740,363,709
颍东区,38289,30475,257,974,505,1759,23910,3039,31,7814,2095,2374,646,1534,602,209,354
颍泉区,40716,32420,374,1253,476,2065,26007,2229,16,8296,2745,2192,769,1484,433,160,513
临泉县,109333,94340,450,2047,584,2121,86989,2146,3,14993,7508,2673,612,3219,539,142,300
太和县,98426,86118,373,2068,708,3648,75976,3322,23,12308,4710,3123,776,2664,510,145,380
阜南县,82869,70744,533,1674,560,1801,64574,1579,23,12125,5538,2445,646,2698,479,67,252
颍上县,90189,73216,440,1642,881,2389,65162,2648,54,16973,5573,4749,772,4539,610,164,566
界首市,45622,37516,298,1124,532,1671,32634,1254,3,8106,2729,1970,572,1701,433,143,558
宿州市,388800,320113,1914,10072,4198,11701,278293,13868,67,68687,20094,16242,6583,17701,3508,1792,2767
埇桥区,114695,91086,774,3800,2359,5247,71569,7330,7,23609,6145,5480,3420,4659,1595,1249,1061
砀山县,60093,51049,351,1418,448,1325,46286,1217,4,9044,3174,1620,810,2539,385,168,348
萧县,83102,68776,264,2012,404,2262,61240,2545,49,14326,4184,3483,1012,4188,730,128,601
灵璧县,72868,59313,313,1612,521,1656,53465,1739,7,13555,4032,3860,766,3718,481,122,576
泗县,58042,49889,212,1230,466,1211,45733,1037,,8153,2559,1799,575,2597,317,125,181
巢湖市,282292,220589,2551,8371,3581,15814,167718,22403,151,61703,8837,26938,6122,13284,2674,1470,2378
居巢区,53754,40486,616,2376,1094,3717,26924,5672,87,13268,2968,4413,1977,2358,575,438,539
庐江县,80351,62437,698,1968,850,3899,48847,6173,2,17914,2848,7989,1470,3818,827,282,680
无为县,83382,65409,653,2191,705,4460,52297,5052,51,17973,1827,9346,1249,3760,736,362,693
含山县,25615,20346,234,790,483,1280,15013,2537,9,5269,572,2070,623,1341,284,177,202
和县,39190,31911,350,1046,449,2458,24637,2969,2,7279,622,3120,803,2007,252,211,264
六安市,408671,324773,3120,11182,4673,17757,263279,24639,123,83898,17079,30355,6597,21482,3710,1739,2936
金安区,49760,37524,464,1880,1113,2490,27780,3793,4,12236,2835,4173,1607,2208,615,337,461
裕安区,54613,41339,439,1462,740,3000,31342,4340,16,13274,2388,5260,976,2987,670,279,714
寿县,78053,63290,385,1844,628,2713,55367,2335,18,14763,3717,4941,1089,3936,559,189,332
霍邱县,100023,83751,672,2327,749,3524,73348,3068,63,16272,4423,4564,864,4829,847,212,533
舒城县,60266,46983,564,1593,579,3273,35134,5820,20,13283,1671,6060,978,3362,362,263,587
金寨县,40765,32269,288,1248,432,1516,26050,2734,1,8496,1330,3236,578,2411,424,320,197
霍山县,25191,19617,308,828,432,1241,14258,2549,1,5574,715,2121,505,1749,233,139,112
亳州市,361398,305609,1884,7925,3056,12393,269886,10321,144,55789,19379,14855,3257,13501,2730,492,1575
谯城区,97232,83572,349,2292,909,4608,72879,2405,130,13660,3948,4375,969,3001,735,192,440
涡阳县,92991,77802,558,2100,698,2268,70468,1701,9,15189,6118,3476,788,3508,810,86,403
蒙城县,77651,65436,582,1958,811,3400,54201,4482,2,12215,3644,3556,842,3215,619,123,216
利辛县,93524,78799,395,1575,638,2117,72338,1733,3,14725,5669,3448,658,3777,566,91,516
贵池市,97592,73149,1040,3486,1801,5691,50309,10797,25,24443,3178,10002,2050,5988,917,708,1600
贵池区,39036,28464,419,1571,873,2296,18865,4439,1,10572,1745,4171,911,2494,427,359,465
东至县,31929,25191,279,1036,450,1522,18861,3024,19,6738,955,2402,570,1842,194,127,648
石台县,7910,5969,83,322,142,390,4424,608,,1941,113,882,164,501,65,52,164
青阳县,18717,13525,259,557,336,1483,8159,2726,5,5192,365,2547,405,1151,231,170,323
宣城市,198348,149193,1847,6139,3566,13424,99172,24963,82,49155,4163,22856,4929,10337,2433,1846,2591
