表3    各年龄组人口比重、有老年人口的户数、人口自然变动、迁入人口（全部数据）,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
县市名,各种年龄组人口占总人口比重(%) ,,,,有65岁及以上老年人口的户数(户),,,,人口自然变动(‰),,,总和生育率,迁入人口（人） ,,
,0-14岁,15-64岁,65岁及以上,15-49岁育龄妇女,合计,有一个老人,有二个老人,有二个以上老人,出生率,死亡率,自然增长率,（长表数据）,本县(市)/本市市区,本省其他县(市)、市区,外省
,,,,,,,,,,,,,,,
蔚县,23.36 ,68.68 ,7.96 ,26.17 ,28756,22148,6576,32,11.65 ,8.19 ,3.46 ,1.26 ,25319,4375,6568
阳原县,25.09 ,66.58 ,8.33 ,26.56 ,16723,12126,4568,29,14.28 ,7.27 ,7.01 ,1.49 ,11380,2353,4546
怀安县,22.81 ,69.02 ,8.17 ,27.65 ,14169,10083,4066,20,12.31 ,7.73 ,4.57 ,1.42 ,5686,3174,2584
万全县,23.64 ,67.61 ,8.75 ,26.94 ,13687,9354,4302,31,13.34 ,7.48 ,5.86 ,1.71 ,8581,4139,1337
怀来县,22.69 ,69.77 ,7.54 ,27.78 ,18841,13427,5383,31,11.63 ,6.64 ,4.99 ,1.32 ,13779,6198,2983
涿鹿县,20.61 ,71.63 ,7.76 ,27.19 ,19841,14646,5162,33,10.99 ,7.76 ,3.23 ,1.37 ,9669,2959,1991
赤城县,20.01 ,70.43 ,9.56 ,26.90 ,17580,12196,5330,54,13.16 ,8.14 ,5.02 ,1.31 ,11854,1712,858
崇礼县,22.43 ,69.59 ,7.98 ,27.15 ,6707,4899,1798,10,13.33 ,6.87 ,6.46 ,1.36 ,10973,2054,526
承德市,22.09 ,70.73 ,7.18 ,28.81 ,186859,137128,49283,448,11.82 ,6.97 ,4.85 ,1.38 ,139811,44454,16923
双桥区,15.85 ,77.68 ,6.47 ,33.37 ,13201,8732,4442,27,9.13 ,3.82 ,5.31 ,0.82 ,48386,12901,4840
双滦区,19.46 ,74.49 ,6.04 ,29.08 ,4249,2887,1353,9,11.29 ,4.87 ,6.42 ,1.35 ,5860,3927,617
鹰手营子矿区,19.90 ,72.91 ,7.20 ,28.39 ,3826,2742,1075,9,9.84 ,6.51 ,3.32 ,1.43 ,1517,6326,506
承德县,22.34 ,69.83 ,7.83 ,28.07 ,27560,20359,7128,73,10.83 ,7.40 ,3.44 ,1.32 ,12833,6627,1368
兴隆县,22.61 ,69.40 ,7.99 ,27.93 ,18809,13496,5250,63,11.87 ,7.13 ,4.74 ,1.54 ,7072,4386,1312
平泉县,22.38 ,70.28 ,7.34 ,28.78 ,25402,18972,6390,40,11.95 ,6.86 ,5.08 ,1.38 ,8609,1130,1152
滦平县,23.04 ,69.12 ,7.84 ,27.89 ,18757,13414,5303,40,13.26 ,7.35 ,5.91 ,1.57 ,9273,2911,1414
隆化县,22.70 ,70.45 ,6.85 ,28.60 ,20522,15618,4876,28,12.65 ,7.44 ,5.21 ,1.47 ,11814,2440,970
丰宁满族自治县,22.79 ,69.44 ,7.77 ,27.57 ,20556,14811,5679,66,12.96 ,7.39 ,5.57 ,1.49 ,11322,1142,1780
宽城满族自治县,23.47 ,69.13 ,7.40 ,28.43 ,12785,9368,3369,48,10.63 ,6.61 ,4.02 ,1.38 ,5562,995,718
围场满族蒙古族自治县,23.51 ,70.75 ,5.74 ,29.36 ,21192,16729,4418,45,12.73 ,8.15 ,4.58 ,1.45 ,17563,1669,2246
沧州市,23.55 ,69.51 ,6.94 ,28.30 ,347645,239468,106652,1525,11.74 ,5.90 ,5.85 ,1.37 ,212468,81844,86099
新华区,19.92 ,74.42 ,5.66 ,30.93 ,7499,5104,2374,21,13.84 ,4.71 ,9.13 ,1.26 ,25534,9415,5889
运河区,18.55 ,76.43 ,5.01 ,32.11 ,10071,6890,3140,41,13.19 ,5.06 ,8.13 ,1.11 ,50233,11431,6217
沧县,23.83 ,69.05 ,7.12 ,28.48 ,34689,24038,10490,161,12.05 ,6.13 ,5.92 ,1.53 ,5941,4308,3222
青县,25.11 ,67.94 ,6.95 ,28.19 ,20331,14319,5935,77,11.04 ,6.23 ,4.81 ,1.27 ,6580,1893,4104
东光县,23.17 ,69.57 ,7.25 ,27.93 ,18938,13323,5549,66,11.11 ,6.64 ,4.47 ,1.21 ,7554,1493,2806
海兴县,26.84 ,65.44 ,7.72 ,26.70 ,11316,7508,3760,48,13.12 ,5.81 ,7.31 ,1.62 ,5563,1496,1677
盐山县,25.57 ,67.56 ,6.87 ,27.48 ,20657,13927,6628,102,11.32 ,5.80 ,5.52 ,1.20 ,5370,448,727
肃宁县,23.20 ,69.23 ,7.57 ,27.30 ,18738,13085,5570,83,10.71 ,6.42 ,4.29 ,1.29 ,7736,4164,6556
南皮县,23.53 ,69.12 ,7.34 ,28.15 ,19137,13732,5322,83,11.80 ,6.40 ,5.40 ,1.35 ,7615,1634,2276
吴桥县,20.18 ,72.28 ,7.54 ,28.28 ,15963,11389,4535,39,11.11 ,6.18 ,4.93 ,1.27 ,6301,749,4093
献县,24.00 ,69.07 ,6.93 ,27.90 ,28358,19499,8724,135,11.80 ,6.61 ,5.20 ,1.38 ,11915,3851,4070
孟村回族自治县,27.05 ,65.72 ,7.23 ,27.37 ,9787,6581,3156,50,12.47 ,5.53 ,6.94 ,1.76 ,2765,674,1014
泊头市,21.75 ,72.58 ,5.67 ,29.50 ,24502,18107,6325,70,11.93 ,5.65 ,6.27 ,1.28 ,20799,4774,5320
任丘市,23.31 ,69.79 ,6.90 ,28.16 ,39435,26380,12833,222,10.64 ,5.28 ,5.36 ,1.33 ,19799,8169,23769
黄骅市,26.37 ,66.19 ,7.44 ,27.20 ,26467,17313,9026,128,12.58 ,5.39 ,7.19 ,1.66 ,15121,12713,8210
河间市,23.37 ,69.27 ,7.36 ,28.25 ,41757,28273,13285,199,11.89 ,5.99 ,5.90 ,1.46 ,13642,14632,6149
廊坊市,24.18 ,68.88 ,6.94 ,27.99 ,201210,138884,61398,928,10.08 ,5.96 ,4.12 ,1.19 ,114113,49374,121785
安次区,21.33 ,72.09 ,6.58 ,29.38 ,17139,12034,5048,57,9.72 ,5.61 ,4.11 ,0.98 ,19887,5006,8099
广阳区,19.66 ,74.51 ,5.83 ,30.42 ,16401,11240,5091,70,9.27 ,5.19 ,4.08 ,1.04 ,27433,14571,20791
固安县,23.51 ,68.99 ,7.50 ,27.97 ,23066,16372,6601,93,10.11 ,6.45 ,3.66 ,1.17 ,7293,3253,3501
永清县,23.26 ,69.48 ,7.26 ,27.42 ,20716,14636,5997,83,10.70 ,6.86 ,3.84 ,1.05 ,8690,7106,7182
香河县,23.19 ,68.22 ,8.59 ,27.58 ,19894,13558,6213,123,8.38 ,6.89 ,1.48 ,1.07 ,9278,2256,7179
大城县,29.07 ,64.45 ,6.48 ,26.59 ,21703,14741,6863,99,10.91 ,5.54 ,5.37 ,1.42 ,8708,1207,3001
文安县,27.72 ,65.82 ,6.46 ,26.56 ,22527,15498,6918,111,10.29 ,5.92 ,4.37 ,1.24 ,5492,1581,19996
大厂回族自治县,23.27 ,68.66 ,8.07 ,27.55 ,6934,4862,2039,33,10.11 ,6.46 ,3.65 ,1.19 ,2484,2437,3850
霸州市,25.31 ,68.26 ,6.43 ,27.65 ,27137,18717,8308,112,11.21 ,5.83 ,5.38 ,1.39 ,13494,5503,21858
三河市,22.55 ,69.92 ,7.53 ,29.05 ,25693,17226,8320,147,9.25 ,5.58 ,3.67 ,1.21 ,11354,6454,26328
衡水市,21.87 ,70.81 ,7.32 ,28.40 ,233146,166326,65806,1014,11.06 ,6.54 ,4.53 ,1.25 ,85176,36178,34159
桃城区,19.64 ,74.36 ,5.99 ,31.12 ,19270,13504,5695,71,11.40 ,5.71 ,5.69 ,1.05 ,18258,16551,8332
枣强县,20.21 ,72.29 ,7.50 ,28.94 ,21842,15715,6016,111,11.23 ,6.11 ,5.13 ,1.08 ,7044,2641,2196
武邑县,22.50 ,70.55 ,6.95 ,27.99 ,17012,12260,4684,68,11.09 ,6.18 ,4.91 ,1.36 ,5429,1587,1742
武强县,22.17 ,70.63 ,7.19 ,28.16 ,11764,8443,3260,61,10.92 ,6.40 ,4.52 ,1.41 ,3822,1844,2275
饶阳县,22.08 ,69.45 ,8.47 ,27.14 ,18649,12734,5806,109,10.21 ,6.80 ,3.41 ,1.22 ,3764,486,934
安平县,20.69 ,71.03 ,8.27 ,28.23 ,19974,13603,6253,118,10.37 ,6.53 ,3.84 ,1.29 ,7305,1963,3621
故城县,23.20 ,70.42 ,6.39 ,28.73 ,22270,16187,6036,47,10.83 ,6.43 ,4.40 ,1.31 ,5210,490,2345
景县,23.44 ,70.05 ,6.52 ,28.41 ,24425,17573,6771,81,11.40 ,7.15 ,4.25 ,1.28 ,6239,2999,5326
阜城县,22.27 ,71.85 ,5.88 ,28.95 ,14714,10723,3942,49,11.97 ,6.32 ,5.65 ,1.31 ,2422,564,910
冀州市,22.25 ,69.22 ,8.53 ,27.35 ,25114,18716,6314,84,10.91 ,7.33 ,3.58 ,1.18 ,12514,3376,3449
深州市,21.81 ,69.42 ,8.78 ,27.16 ,38112,26868,11029,215,11.04 ,6.69 ,4.34 ,1.40 ,13169,3677,3029
,,,,,,,,,,,,0.00 ,,,
山西省,25.73 ,67.94 ,6.33 ,27.41 ,1600393,1160886,435594,3913,13.41 ,5.77 ,7.64 ,1.44 ,2261086,792110,667357
太原市,19.77 ,73.42 ,6.81 ,29.60 ,173442,120674,52361,407,10.59 ,4.25 ,6.35 ,1.14 ,456009,221284,156820
小店区,18.00 ,76.55 ,5.45 ,32.59 ,20447,14389,6013,45,10.19 ,3.37 ,6.82 ,1.06 ,70384,36819,23108
迎泽区,15.94 ,75.83 ,8.23 ,32.08 ,28895,19325,9480,90,8.79 ,3.59 ,5.20 ,0.95 ,89597,36749,27946
杏花岭区,16.86 ,74.18 ,8.97 ,30.14 ,34767,23055,11646,66,8.96 ,4.72 ,4.23 ,1.01 ,111161,31994,15999
尖草坪区,17.89 ,75.43 ,6.68 ,29.96 ,17198,11943,5222,33,10.90 ,4.66 ,6.25 ,1.14 ,45754,17114,12338
万柏林区,17.42 ,76.75 ,5.83 ,29.58 ,24689,17177,7455,57,9.61 ,3.76 ,5.85 ,1.00 ,82583,58413,31661
晋源区,22.91 ,70.44 ,6.65 ,28.48 ,9377,6830,2529,18,11.61 ,4.37 ,7.25 ,1.51 ,10047,4043,4885
清徐县,25.91 ,67.90 ,6.20 ,25.55 ,16045,11855,4150,40,12.63 ,4.94 ,7.68 ,1.54 ,9390,9386,29447
阳曲县,25.23 ,66.26 ,8.51 ,26.05 ,9462,6961,2482,19,12.40 ,6.62 ,5.78 ,1.33 ,6739,5597,1083
娄烦县,30.17 ,63.27 ,6.56 ,24.70 ,5559,4002,1535,22,15.91 ,5.25 ,10.67 ,1.83 ,7966,3533,1801
古交市,27.71 ,67.95 ,4.34 ,27.42 ,7003,5137,1849,17,13.82 ,3.91 ,9.91 ,1.39 ,22388,17636,8552
大同市,25.03 ,68.84 ,6.12 ,28.30 ,139976,97391,42361,224,14.04 ,5.15 ,8.89 ,1.39 ,423591,122752,163763
城区,18.89 ,75.01 ,6.10 ,32.01 ,24531,16407,8088,36,11.12 ,2.40 ,8.72 ,1.05 ,140976,23166,17119
矿区,19.27 ,75.79 ,4.94 ,31.28 ,17730,12745,4967,18,13.58 ,4.83 ,8.75 ,1.07 ,88699,26775,14851
南郊区,26.76 ,69.50 ,3.73 ,28.81 ,12047,8445,3583,19,15.27 ,5.25 ,10.02 ,1.51 ,74434,51895,70784
新荣区,26.37 ,67.25 ,6.38 ,26.70 ,5097,3505,1586,6,14.51 ,5.24 ,9.28 ,1.37 ,18190,1653,11480
阳高县,28.63 ,63.09 ,8.27 ,25.89 ,16431,11298,5098,35,13.30 ,6.19 ,7.11 ,1.66 ,11612,2080,7750
天镇县,29.43 ,63.52 ,7.05 ,26.14 ,9983,6804,3163,16,15.47 ,6.14 ,9.33 ,1.61 ,11956,746,3038
广灵县,28.49 ,64.46 ,7.05 ,25.23 ,8936,6501,2418,17,15.78 ,6.57 ,9.21 ,1.75 ,11986,386,2417
灵丘县,28.92 ,63.94 ,7.14 ,25.10 ,11520,8179,3327,14,14.24 ,6.39 ,7.85 ,1.54 ,11637,1124,1407
浑源县,28.59 ,64.20 ,7.21 ,26.64 ,18091,12854,5204,33,15.52 ,6.08 ,9.44 ,1.65 ,12818,1179,2124
左云县,28.00 ,66.94 ,5.06 ,26.29 ,6090,4016,2057,17,14.98 ,5.72 ,9.26 ,1.55 ,17145,7386,27244
大同县,26.84 ,65.45 ,7.71 ,26.31 ,9520,6637,2870,13,15.07 ,6.48 ,8.59 ,1.55 ,24138,6362,5549
阳泉市,22.07 ,71.64 ,6.29 ,28.27 ,64392,49351,14891,150,10.62 ,6.20 ,4.41 ,1.15 ,121549,43551,34144
城区,16.92 ,77.66 ,5.42 ,31.37 ,6861,4878,1969,14,9.92 ,3.18 ,6.74 ,0.97 ,29358,5929,8968
矿区,18.28 ,77.09 ,4.63 ,30.60 ,7952,5863,2078,11,10.77 ,4.12 ,6.65 ,1.04 ,20088,18171,5989
郊区,21.13 ,72.49 ,6.38 ,27.35 ,14136,11033,3075,28,10.61 ,6.86 ,3.76 ,1.25 ,37681,8590,8993
平定县,23.53 ,69.97 ,6.50 ,27.85 ,17634,14356,3263,15,11.14 ,8.27 ,2.87 ,1.29 ,18790,9134,4462
盂县,26.99 ,65.31 ,7.69 ,26.13 ,17809,13221,4506,82,10.32 ,6.54 ,3.78 ,1.11 ,15632,1727,5732
长治市,24.76 ,69.49 ,5.75 ,27.92 ,145082,111128,33643,311,14.03 ,6.17 ,7.86 ,1.36 ,170705,52044,33880
城区,18.41 ,76.97 ,4.63 ,32.69 ,12865,9165,3675,25,10.96 ,3.43 ,7.53 ,1.10 ,54090,20791,10722
郊区,22.67 ,72.84 ,4.49 ,29.36 ,10322,7851,2449,22,13.06 ,4.67 ,8.39 ,1.26 ,19429,14806,7626
长治县,23.91 ,70.32 ,5.78 ,28.98 ,15302,11994,3280,28,14.14 ,6.38 ,7.76 ,1.14 ,12729,1330,1379
襄垣县,24.87 ,68.85 ,6.28 ,27.43 ,12464,9436,2985,43,14.75 ,6.33 ,8.42 ,1.48 ,11607,1664,2877
屯留县,26.49 ,68.01 ,5.50 ,27.67 ,11029,8472,2532,25,14.73 ,6.67 ,8.05 ,1.58 ,7497,1457,1527
平顺县,27.36 ,66.57 ,6.07 ,26.11 ,7987,6257,1718,12,14.35 ,8.01 ,6.34 ,1.32 ,5431,464,551
黎城县,24.66 ,69.54 ,5.79 ,26.63 ,7250,5588,1643,19,16.17 ,7.36 ,8.81 ,1.81 ,9777,1532,1265
壶关县,28.92 ,65.13 ,5.95 ,26.54 ,13727,10726,2972,29,15.46 ,6.26 ,9.20 ,1.49 ,5394,538,548
长子县,26.17 ,67.77 ,6.06 ,27.67 ,16615,12846,3746,23,14.70 ,6.67 ,8.03 ,1.55 ,8586,1140,477
武乡县,25.70 ,67.11 ,7.19 ,25.17 ,11303,8645,2628,30,13.42 ,7.21 ,6.21 ,1.30 ,7121,886,1226
沁县,26.03 ,67.05 ,6.92 ,25.71 ,9308,7006,2282,20,13.66 ,7.37 ,6.29 ,1.46 ,10160,886,560
沁源县,26.06 ,67.59 ,6.36 ,25.25 ,7857,6047,1786,24,14.45 ,6.83 ,7.62 ,1.34 ,7844,1678,1959
潞城市,25.10 ,69.72 ,5.18 ,27.96 ,9053,7095,1947,11,14.46 ,6.11 ,8.35 ,1.27 ,11040,4872,3163
晋城市,25.08 ,69.25 ,5.67 ,27.29 ,99705,77403,22182,120,13.50 ,6.41 ,7.09 ,1.50 ,121119,60609,67925
城区,23.04 ,73.45 ,3.51 ,29.96 ,8453,6321,2127,5,14.81 ,2.44 ,12.36 ,1.25 ,45136,38315,25656
沁水县,23.83 ,69.62 ,6.55 ,26.61 ,11173,8569,2579,25,11.70 ,7.51 ,4.19 ,1.44 ,10565,2324,6875
阳城县,25.30 ,69.14 ,5.57 ,26.89 ,18482,14409,4050,23,12.07 ,7.47 ,4.60 ,1.40 ,18424,6093,8627
陵川县,25.25 ,68.28 ,6.46 ,26.88 ,13153,10228,2910,15,13.44 ,7.72 ,5.72 ,1.52 ,8236,1443,1236
泽州县,25.48 ,68.61 ,5.91 ,26.62 ,24754,19129,5599,26,13.81 ,6.12 ,7.70 ,1.63 ,17576,7252,19294
高平市,26.24 ,67.67 ,6.09 ,27.16 ,23690,18747,4917,26,14.37 ,7.18 ,7.19 ,1.67 ,21182,5182,6237
朔州市,29.24 ,64.11 ,6.64 ,26.76 ,72250,48930,23147,173,14.23 ,6.24 ,7.99 ,1.81 ,144271,46752,30065
朔城区,29.85 ,64.42 ,5.73 ,27.41 ,16881,11675,5169,37,14.10 ,5.81 ,8.29 ,1.68 ,44413,14248,7590
平鲁区,34.12 ,59.22 ,6.66 ,24.36 ,8751,5927,2810,14,14.19 ,6.24 ,7.95 ,2.01 ,21382,1294,2604
山阴县,28.66 ,63.93 ,7.41 ,26.63 ,11963,7990,3935,38,14.18 ,6.67 ,7.52 ,1.77 ,19243,3057,3344
应县,27.72 ,64.52 ,7.75 ,26.90 ,16049,10595,5419,35,14.21 ,6.62 ,7.59 ,1.90 ,21328,3788,4088
右玉县,27.32 ,65.24 ,7.43 ,26.30 ,5779,3880,1884,15,14.71 ,6.22 ,8.49 ,2.00 ,16404,1169,1930
怀仁县,28.05 ,66.02 ,5.93 ,27.46 ,12827,8863,3930,34,14.31 ,6.13 ,8.19 ,1.75 ,21501,23196,10509
晋中市,23.68 ,69.23 ,7.09 ,27.70 ,168862,125719,42655,488,10.92 ,6.43 ,4.49 ,1.22 ,221546,65472,46794
榆次区,20.42 ,72.47 ,7.11 ,29.49 ,29204,20819,8290,95,10.55 ,4.84 ,5.71 ,1.11 ,72434,23783,12176
榆社县,28.10 ,65.54 ,6.36 ,25.35 ,6424,4882,1527,15,12.38 ,7.18 ,5.20 ,1.39 ,10708,1507,493
左权县,22.83 ,71.53 ,5.64 ,27.40 ,7183,5615,1551,17,9.30 ,7.54 ,1.76 ,1.10 ,10933,1186,2373
和顺县,22.67 ,70.62 ,6.71 ,27.37 ,7269,5627,1610,32,8.83 ,7.48 ,1.35 ,0.84 ,10952,1471,1631
昔阳县,21.05 ,70.66 ,8.29 ,27.46 ,14801,11427,3340,34,9.77 ,9.43 ,0.33 ,1.25 ,11770,2418,1255
寿阳县,20.83 ,69.71 ,9.46 ,26.80 ,15681,11725,3893,63,10.86 ,8.64 ,2.21 ,1.12 ,17349,3016,4521
太谷县,21.16 ,71.88 ,6.96 ,29.54 ,15564,11445,4068,51,12.35 ,5.73 ,6.62 ,1.38 ,14476,8853,4539
祁县,23.82 ,68.84 ,7.33 ,27.78 ,14601,10777,3784,40,11.82 ,5.89 ,5.93 ,1.33 ,18576,4689,1978
平遥县,27.85 ,64.77 ,7.38 ,26.45 ,27991,20974,6940,77,10.85 ,6.42 ,4.43 ,1.21 ,14809,4309,1315
灵石县,25.41 ,68.48 ,6.11 ,26.24 ,11550,8315,3205,30,11.58 ,6.33 ,5.24 ,1.32 ,20324,7660,13412
介休市,26.10 ,67.66 ,6.24 ,27.95 ,18594,14113,4447,34,11.09 ,5.59 ,5.50 ,1.30 ,19215,6580,3101
运城市,26.98 ,66.68 ,6.34 ,26.91 ,238557,174032,63768,757,14.30 ,5.82 ,8.48 ,1.52 ,147991,40748,31719
盐湖区,24.59 ,69.64 ,5.78 ,29.24 ,27145,19667,7414,64,13.62 ,5.24 ,8.38 ,1.31 ,45970,15132,5073
临猗县,26.43 ,67.18 ,6.39 ,26.71 ,27813,21528,6225,60,14.32 ,6.02 ,8.30 ,1.60 ,9215,1705,4187
万荣县,27.67 ,65.59 ,6.74 ,26.21 ,22583,16629,5890,64,14.34 ,6.03 ,8.31 ,1.50 ,5650,1517,816
闻喜县,26.89 ,66.90 ,6.21 ,26.69 ,18468,13559,4866,43,14.23 ,6.10 ,8.13 ,1.57 ,11355,2848,3019
稷山县,28.99 ,64.99 ,6.02 ,26.51 ,15303,11180,4092,31,13.58 ,5.43 ,8.15 ,1.48 ,6900,1327,702
新绛县,27.54 ,66.25 ,6.21 ,26.92 ,15480,11653,3798,29,15.44 ,6.15 ,9.29 ,1.65 ,7964,1922,1452
绛县,25.15 ,68.83 ,6.02 ,27.70 ,12598,9310,3259,29,14.67 ,5.80 ,8.88 ,1.52 ,6603,1182,686
垣曲县,27.62 ,66.49 ,5.90 ,26.88 ,10272,7673,2574,25,14.83 ,6.21 ,8.63 ,1.59 ,6843,2016,1809
夏县,27.17 ,65.81 ,7.02 ,26.13 ,18368,12851,5419,98,14.88 ,6.05 ,8.83 ,1.73 ,6475,733,342
平陆县,26.95 ,65.67 ,7.38 ,26.30 ,13520,9312,4129,79,15.21 ,6.22 ,9.00 ,1.37 ,3719,237,637
芮城县,28.01 ,65.02 ,6.97 ,26.33 ,19608,13428,6099,81,14.58 ,6.06 ,8.53 ,1.75 ,15114,1190,1504
永济市,26.31 ,67.04 ,6.65 ,26.92 ,22007,16390,5523,94,13.92 ,6.03 ,7.88 ,1.30 ,13187,5151,2954
河津市,29.23 ,65.33 ,5.45 ,25.85 ,15392,10852,4480,60,13.51 ,4.81 ,8.70 ,1.47 ,8996,5788,8538
忻州市,25.56 ,66.46 ,7.98 ,26.27 ,178940,125411,53038,491,14.22 ,6.63 ,7.59 ,1.60 ,196896,55072,32437
忻府区,23.99 ,68.42 ,7.59 ,28.62 ,29440,21517,7867,56,13.84 ,6.14 ,7.70 ,1.45 ,44308,16838,5727
定襄县,23.66 ,67.02 ,9.32 ,26.47 ,15165,10772,4360,33,13.19 ,7.49 ,5.70 ,1.86 ,8995,4682,961
五台县,24.94 ,66.09 ,8.97 ,25.59 ,21401,15046,6271,84,14.88 ,7.25 ,7.63 ,1.60 ,13987,3621,1947
代县,23.90 ,67.14 ,8.96 ,26.25 ,13949,9789,4120,40,14.38 ,6.28 ,8.10 ,1.60 ,6944,2352,1632
繁峙县,27.14 ,65.61 ,7.26 ,26.06 ,13180,8991,4147,42,14.41 ,6.09 ,8.31 ,1.45 ,18002,2047,4769
宁武县,26.54 ,66.88 ,6.58 ,25.04 ,7838,5675,2148,15,14.29 ,6.18 ,8.11 ,1.61 ,13451,4726,1973
静乐县,27.10 ,65.89 ,7.00 ,24.93 ,8405,5989,2381,35,15.17 ,6.47 ,8.69 ,1.38 ,4512,783,427
神池县,24.37 ,68.33 ,7.30 ,26.55 ,5610,3697,1898,15,14.15 ,7.40 ,6.74 ,1.63 ,9057,1653,1477
五寨县,25.85 ,66.89 ,7.26 ,26.92 ,5957,4083,1859,15,14.84 ,7.34 ,7.50 ,1.69 ,10144,2708,1007
岢岚县,27.92 ,65.46 ,6.62 ,24.79 ,4111,2912,1183,16,15.25 ,6.31 ,8.94 ,1.81 ,4442,1400,242
河曲县,26.56 ,64.68 ,8.76 ,25.44 ,8888,5718,3143,27,14.85 ,7.40 ,7.45 ,1.74 ,10210,1427,939
保德县,33.05 ,60.75 ,6.20 ,24.39 ,6755,4482,2245,28,14.95 ,6.18 ,8.77 ,1.88 ,11384,1458,1400
偏关县,29.03 ,63.46 ,7.51 ,24.99 ,6184,4026,2144,14,15.38 ,7.45 ,7.93 ,1.89 ,9432,1086,3878
原平市,23.92 ,67.23 ,8.85 ,26.28 ,32057,22714,9272,71,13.15 ,6.41 ,6.74 ,1.50 ,32028,10291,6058
临汾市,27.93 ,66.65 ,5.41 ,27.15 ,166746,120790,45503,453,13.87 ,5.37 ,8.50 ,1.46 ,158638,49870,49261
尧都区,24.97 ,69.62 ,5.40 ,29.13 ,30104,21297,8713,94,12.97 ,5.15 ,7.82 ,1.27 ,48526,13690,11083
曲沃县,26.44 ,67.54 ,6.02 ,26.84 ,10601,7914,2645,42,12.27 ,6.16 ,6.12 ,1.23 ,10281,2483,3115
翼城县,25.28 ,68.87 ,5.85 ,27.39 ,14042,10444,3548,50,15.23 ,6.42 ,8.81 ,1.51 ,12675,2082,2152
襄汾县,27.64 ,66.05 ,6.32 ,26.54 ,23114,16932,6109,73,12.97 ,5.37 ,7.59 ,1.61 ,6438,2195,3475
洪洞县,29.61 ,65.28 ,5.12 ,27.16 ,27799,20290,7446,63,14.63 ,5.06 ,9.57 ,1.53 ,12829,3157,2057
古县,29.00 ,66.08 ,4.92 ,25.94 ,3403,2659,738,6,12.78 ,6.22 ,6.56 ,1.36 ,1406,746,1175
安泽县,26.50 ,68.34 ,5.16 ,27.07 ,3257,2631,620,6,12.95 ,7.03 ,5.91 ,1.40 ,1896,654,1409
浮山县,25.86 ,67.75 ,6.39 ,26.04 ,6099,4492,1591,16,14.59 ,6.86 ,7.73 ,1.55 ,7769,1000,2806
吉县,31.67 ,63.28 ,5.04 ,25.63 ,3898,2914,978,6,14.68 ,5.54 ,9.15 ,1.51 ,5014,341,172
乡宁县,33.35 ,61.93 ,4.72 ,25.09 ,7895,5611,2260,24,15.31 ,5.14 ,10.18 ,1.79 ,5420,2483,4367
大宁县,33.87 ,60.82 ,5.31 ,24.51 ,2217,1470,743,4,15.89 ,6.12 ,9.77 ,2.12 ,4012,182,135
隰县,28.35 ,66.42 ,5.23 ,27.95 ,3751,2517,1223,11,14.39 ,4.61 ,9.78 ,1.37 ,3339,341,134
永和县,32.70 ,62.65 ,4.65 ,25.51 ,2143,1466,672,5,14.79 ,5.71 ,9.07 ,1.65 ,2089,145,126
蒲县,30.43 ,64.93 ,4.64 ,24.72 ,3503,2451,1045,7,13.47 ,4.23 ,9.25 ,1.51 ,4863,2271,5347
汾西县,32.76 ,62.26 ,4.97 ,24.81 ,5066,3492,1562,12,14.61 ,5.84 ,8.77 ,1.91 ,2301,1083,1728
侯马市,24.12 ,70.02 ,5.86 ,28.88 ,10048,6982,3048,18,13.70 ,4.76 ,8.94 ,1.30 ,18131,13257,8070
霍州市,29.03 ,66.43 ,4.54 ,27.27 ,9806,7228,2562,16,13.60 ,4.37 ,9.23 ,1.26 ,11649,3760,1910
吕梁地区,31.06 ,63.13 ,5.81 ,25.74 ,152441,110057,42045,339,15.44 ,5.79 ,9.65 ,1.72 ,98771,33956,20549
孝义市,29.44 ,64.47 ,6.09 ,26.09 ,19367,13931,5388,48,13.87 ,5.41 ,8.46 ,1.43 ,19334,6341,7487
离石市,29.09 ,66.55 ,4.36 ,28.36 ,8001,5761,2230,10,14.95 ,5.27 ,9.68 ,1.68 ,11932,10245,2990
汾阳市,28.62 ,64.85 ,6.53 ,26.50 ,20223,15369,4810,44,14.61 ,6.58 ,8.04 ,1.50 ,11928,3156,2372
文水县,30.17 ,62.97 ,6.86 ,26.17 ,21860,16441,5360,59,13.63 ,5.53 ,8.10 ,1.90 ,6543,2786,723
交城县,29.02 ,64.58 ,6.40 ,26.42 ,10526,7908,2595,23,15.88 ,5.65 ,10.24 ,1.74 ,5438,2915,2417
兴县,32.17 ,62.11 ,5.72 ,25.52 ,11000,7258,3711,31,16.48 ,5.45 ,11.03 ,1.72 ,12483,499,212
临县,32.89 ,61.62 ,5.49 ,24.76 ,23224,16189,6989,46,17.20 ,6.16 ,11.04 ,2.01 ,5057,814,143
柳林县,34.17 ,60.54 ,5.29 ,24.49 ,11694,8515,3153,26,15.31 ,5.51 ,9.80 ,1.67 ,11382,2920,1018
石楼县,34.78 ,60.66 ,4.56 ,24.95 ,3471,2336,1128,7,16.27 ,5.88 ,10.39 ,1.89 ,1046,160,95
岚县,30.61 ,63.77 ,5.61 ,25.48 ,7146,5120,2019,7,16.22 ,5.76 ,10.46 ,1.48 ,6601,439,331
