表6    各行业门类人口及三次产业人口比重（长表数据）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,单位：人、%,
县市名,15岁及以上人口,各行业人口合计,,,,,,,,,,,,,,,,,三次产业人口占行业人口比重（%）,,,
,总        计,,农林牧渔业,采掘业,制造业,电力、煤气及,建筑业,地质勘查业、,交通运输、仓储,批发和零售,金融保险业,房地产业,社会服务业,卫生、体育和,教育、文化艺术及,科学研究和,国家机关、政党,其他行业,第一产业,第二产业,第三产业,
,,,,,,水的生产和供应业,,水利管理业,及邮电通信业,贸易、餐饮业,,,,社会福利业,广播电影电视业,综合技术服务业,机关和社会团体,,,,,
,,,,,,,,,,,,,,,,,,,,,,
郊区,15143,11347,1977,4,4926,107,948,6,372,1649,83,25,533,113,277,17,308,2,17.42,52.75,29.83,
宝应县,64093,51047,33501,10,6692,203,2166,55,1480,3159,162,44,1043,534,1124,35,783,56,65.63,17.77,16.60,
邗江县,44621,34018,9845,69,13344,186,3833,59,1071,2552,110,64,1240,219,699,15,654,58,28.94,51.24,19.82,
仪征市,44677,33341,12137,263,9585,368,3759,50,1000,2467,194,54,1399,361,793,25,826,60,36.40,41.92,21.68,
高邮市,63357,51118,30806,14,9686,224,2447,61,1308,3235,163,29,895,486,906,17,744,97,60.26,24.20,15.53,
江都市,79681,60130,24120,414,17774,301,5180,119,1919,4825,266,75,1825,590,1284,18,1183,237,40.11,39.36,20.52,
镇江市,227525,164217,61253,1537,50903,1462,8784,370,6624,14633,1225,526,5525,1897,4358,324,4299,497,37.30,38.17,24.53,
京口区,33391,19454,1687,288,6820,621,1194,52,1262,2847,423,237,1007,488,1163,162,968,235,8.67,45.87,45.46,
润州区,21932,12811,1207,335,4794,170,659,89,1037,2229,168,85,738,310,392,67,466,65,9.42,46.51,44.07,
丹徒县,30240,22811,11537,285,6137,33,1007,25,809,1256,50,6,621,151,410,10,366,108,50.58,32.71,16.71,
丹阳市,71332,55531,21127,250,20320,334,2263,130,1555,4286,284,134,1933,457,1197,48,1162,51,38.05,41.72,20.24,
扬中市,24389,18764,4386,3,7819,136,1562,38,770,2006,174,23,637,174,422,13,586,15,23.37,50.74,25.89,
句容市,46241,34846,21309,376,5013,168,2099,36,1191,2009,126,41,589,317,774,24,751,23,61.15,21.97,16.88,
泰州市,379202,296306,163674,31,54428,1530,18022,294,10584,20838,1220,414,9765,2795,5978,171,5824,738,55.24,24.98,19.78,
海陵区,33407,22152,4793,,8115,200,2062,91,888,2760,233,115,995,295,671,64,811,59,21.64,46.84,31.52,
高港区,16431,12692,4878,1,3694,45,1650,8,482,910,48,6,309,95,239,,311,16,38.43,42.47,19.10,
兴化市,112117,91851,65836,3,7576,313,2814,76,3382,5989,254,76,1351,811,1600,14,1377,379,71.68,11.66,16.67,
靖江市,51015,40001,15623,,12875,253,2307,46,1779,3373,209,78,981,450,951,36,954,86,39.06,38.59,22.36,
泰兴市,95348,74215,41810,19,11626,483,4324,40,2126,4554,264,56,5137,691,1533,47,1406,99,56.34,22.17,21.50,
姜堰市,70884,55395,30734,8,10542,236,4865,33,1927,3252,212,83,992,453,984,10,965,99,55.48,28.25,16.27,
宿迁市,352900,281157,212614,284,22134,969,8976,350,5908,13840,475,101,3353,2349,5495,66,4093,150,75.62,11.51,12.87,
宿城区,16612,11189,3278,25,2468,203,546,80,882,1370,128,33,438,286,469,24,942,17,29.30,28.97,41.73,
宿豫县,62903,51422,39906,79,3606,132,1883,80,1093,2252,24,8,550,378,1031,5,366,29,77.60,11.08,11.31,
沭阳县,118426,91455,68520,117,7441,279,3274,62,2115,4858,103,12,1178,735,1652,5,1084,20,74.92,12.15,12.93,
泗阳县,84343,68180,50392,54,6373,218,2957,52,1242,3157,126,18,815,555,1280,15,906,20,73.91,14.08,12.01,
泗洪县,70616,58911,50518,9,2246,137,316,76,576,2203,94,30,372,395,1063,17,795,64,85.75,4.60,9.65,
,,,,,,,,,,,,,,,,,,,,,,
浙江省,3657703,2603910,877731,14018,889899,15966,138667,1688,98340,301489,19101,6065,91840,27634,60970,4782,52969,2751,33.71,40.65,25.64,
杭州市,553768,384432,106613,2385,127270,2783,23830,388,15844,50976,4061,1804,17437,5544,12614,2460,10052,371,27.73,40.65,31.62,
上城区,28392,15652,46,3,4831,212,745,20,1129,3827,494,250,1597,576,899,232,779,12,0.29,37.00,62.71,
下城区,34720,20861,167,2,5877,176,1607,9,932,5236,763,345,2101,646,1274,538,1107,81,0.80,36.73,62.47,
江干区,45366,33252,3050,21,11568,287,2474,30,1580,8328,339,182,2464,629,1021,292,974,13,9.17,43.16,47.67,
拱墅区,36688,22273,300,18,8184,374,1828,45,952,5601,359,211,1878,454,990,345,694,40,1.35,46.71,51.94,
西湖区,50080,27508,3426,108,6939,168,1773,62,1228,4708,484,383,2414,732,2898,730,1450,5,12.45,32.67,54.87,
滨江区,9044,6183,988,11,2851,8,915,,266,622,30,9,189,31,150,,113,,15.98,61.22,22.80,
桐庐县,29638,21974,9282,69,7067,183,961,2,861,1669,136,10,594,207,462,11,425,35,42.24,37.68,20.08,
淳安县,30174,24748,18864,64,1933,95,512,,464,1179,141,15,425,151,455,15,386,49,76.22,10.52,13.25,
萧山市,99174,74329,15856,441,34422,323,6668,83,2560,7308,427,150,2416,763,1425,75,1348,64,21.33,56.31,22.36,
建德市,36676,25513,13527,323,5211,297,1062,29,927,1967,160,37,559,307,636,30,435,6,53.02,27.02,19.96,
富阳市,49225,34858,10685,443,13110,196,2035,16,1737,3358,219,73,862,390,833,151,731,19,30.65,45.28,24.07,
余杭市,64342,47735,14842,690,18387,278,2536,64,2037,4856,298,103,1184,389,911,29,1111,20,31.09,45.86,23.05,
临安市,40249,29546,15580,192,6890,186,714,28,1171,2317,211,36,754,269,660,12,499,27,52.73,27.02,20.25,
宁波市,488045,348907,74038,1562,152591,2323,20658,267,14914,44842,3059,1205,13336,3439,7964,643,7604,462,21.22,50.77,28.01,
海曙区,29024,18206,218,,5477,230,1236,28,933,4822,543,332,1930,461,843,183,951,19,1.20,38.14,60.67,
江东区,24233,15673,340,,4887,239,983,12,921,4025,523,283,1413,346,684,215,774,28,2.17,38.98,58.85,
江北区,22829,14251,2268,42,5883,95,520,24,1085,2192,158,112,716,216,543,24,346,27,15.91,45.89,38.19,
北仑区,30081,20880,3730,210,9359,257,1457,11,1097,2194,228,104,1019,171,449,20,527,47,17.86,54.04,28.10,
镇海区,23147,16735,2069,83,7413,378,1656,4,1011,1936,192,41,756,198,392,43,466,97,12.36,56.95,30.69,
象山县,39449,23724,9337,193,5853,115,1737,17,1128,2856,186,27,816,255,636,15,521,32,39.36,33.29,27.35,
宁海县,41270,28929,11395,160,8993,139,1843,23,1124,2783,148,29,777,276,673,19,473,74,39.39,38.49,22.12,
鄞县,71246,53198,8741,347,28929,207,2712,20,2262,6085,252,90,1262,339,998,21,928,5,16.43,60.52,23.05,
余姚市,69217,51839,13727,234,22653,233,3287,35,1722,5395,301,70,1622,389,942,47,1121,61,26.48,50.94,22.58,
慈溪市,98992,78115,13510,232,42377,293,3930,36,2622,9715,338,66,2172,511,1209,38,1028,38,17.30,59.95,22.75,
奉化市,38557,27357,8703,61,10767,137,1297,57,1009,2839,190,51,853,277,595,18,469,34,31.81,44.82,23.37,
温州市,576701,373551,80116,1605,153198,2289,17543,146,14708,58489,2275,943,19451,4273,9791,419,8027,278,21.45,46.75,31.80,
鹿城区,69714,44933,549,30,20432,388,2015,42,1817,10033,890,539,3729,1009,1557,206,1668,29,1.22,50.89,47.89,
龙湾区,16445,12747,315,47,9190,33,608,4,326,1291,49,15,453,66,151,9,185,5,2.47,77.49,20.04,
瓯海区,62831,43143,4770,126,24186,184,2147,28,1274,6286,151,62,2029,314,763,65,715,43,11.06,61.76,27.19,
洞头县,7739,4759,1374,80,1130,36,254,5,338,817,34,4,257,59,161,1,199,10,28.87,31.52,39.61,
永嘉县,53126,34623,12437,88,12076,175,1238,7,1373,4183,135,20,996,323,881,23,643,25,35.92,39.21,24.86,
平阳县,57827,35143,9134,202,11609,224,1790,2,1712,5841,178,51,2122,421,978,21,837,21,25.99,39.34,34.67,
苍南县,87743,57211,14980,595,20041,218,2159,29,2436,9801,220,77,3237,611,1641,14,1102,50,26.18,40.22,33.59,
文成县,21026,13950,7302,36,2772,120,563,1,489,1368,61,7,388,122,369,1,338,13,52.34,25.03,22.63,
泰顺县,21380,12926,7305,99,1636,92,655,1,357,1007,62,7,905,147,318,10,321,4,56.51,19.20,24.28,
瑞安市,92683,58439,10566,96,27284,280,2349,11,2563,9346,256,109,2592,616,1321,40,973,37,18.08,51.35,30.57,
乐清市,86187,55677,11384,206,22842,539,3765,16,2023,8516,239,52,2743,585,1651,29,1046,41,20.45,49.13,30.43,
嘉兴市,289977,230502,74355,475,91445,1397,14064,178,7226,23236,1423,368,6397,1883,3814,254,3704,283,32.26,46.59,21.16,
秀城区,41001,29158,7950,,10079,270,1616,24,1098,4059,384,140,1323,433,769,152,785,76,27.27,41.04,31.70,
秀洲区,30370,24925,7961,,10841,101,1214,14,790,2618,83,25,510,144,300,16,283,25,31.94,48.77,19.29,
嘉善县,34950,26972,9614,,9392,139,990,14,1435,3306,146,41,805,217,388,8,433,44,35.64,39.01,25.35,
海盐县,31240,25998,8667,267,9322,400,2468,47,811,2056,182,32,683,180,411,37,402,33,33.34,47.92,18.75,
海宁市,54013,42866,12449,188,18672,99,3105,19,1052,4074,225,66,1209,320,750,19,579,40,29.04,51.47,19.49,
平湖市,41244,34047,11511,15,13833,216,2308,13,1002,2813,175,29,842,258,499,12,490,31,33.81,48.09,18.10,
桐乡市,57159,46536,16203,5,19306,172,2363,47,1038,4310,228,35,1025,331,697,10,732,34,34.82,46.94,18.24,
湖州市,208950,151665,60613,2568,47127,1109,6435,128,6469,14371,975,227,3649,1591,3065,78,3137,123,39.97,37.74,22.29,
市辖区,92291,67013,24542,690,23326,345,3001,68,2079,6903,516,145,1689,751,1376,48,1482,52,36.62,40.83,22.55,
德清县,34997,25791,8781,468,9560,138,1162,13,1098,2341,138,27,686,254,548,7,542,28,34.05,43.92,22.03,
长兴县,48250,35472,15945,1208,9167,326,1403,17,2058,2894,173,34,678,329,652,19,543,26,44.95,34.12,20.93,
安吉县,33412,23389,11345,202,5074,300,869,30,1234,2233,148,21,596,257,489,4,570,17,48.51,27.56,23.94,
绍兴市,344276,253333,93652,1329,86422,1343,16584,149,8544,25065,1804,435,6256,2293,5046,186,4068,157,36.97,41.72,21.32,
越城区,50956,32773,4275,214,12561,431,2784,53,1496,5294,659,200,1612,659,1114,116,1259,46,13.04,48.79,38.17,
绍兴县,63681,47778,10874,429,21199,288,3176,19,1930,6624,233,61,1380,272,751,4,506,32,22.76,52.52,24.72,
新昌县,32835,24672,13408,51,6649,139,761,16,516,1564,147,23,395,186,404,13,379,21,54.35,30.80,14.85,
诸暨市,85284,64760,22538,256,25848,159,3940,30,2291,5578,280,49,1281,542,1176,18,766,8,34.80,46.64,18.56,
上虞市,57646,43001,19479,240,10755,141,4371,20,1331,3463,279,70,945,331,842,18,690,26,45.30,36.06,18.64,
嵊州市,53874,40349,23078,139,9410,185,1552,11,980,2542,206,32,643,303,759,17,468,24,57.20,27.97,14.83,
金华市,360090,270715,121079,877,76254,1078,12647,194,9256,27559,1697,317,6818,2635,5556,275,4083,390,44.73,33.56,21.71,
婺城区,35019,22205,4739,39,5361,257,1391,90,1469,4195,474,151,1352,526,1069,124,856,112,21.34,31.74,46.92,
金华县,38324,30371,21699,111,4170,63,650,22,814,1463,50,3,322,188,491,1,280,44,71.45,16.44,12.11,
武义县,24184,19107,11508,196,3428,120,639,15,569,1248,117,13,386,165,364,10,314,15,60.23,22.94,16.83,
浦江县,28478,20514,7161,42,8898,62,793,11,688,1483,114,3,294,166,432,12,338,17,34.91,47.75,17.34,
磐安县,14256,11970,8226,10,1567,54,413,,288,682,44,,186,89,208,,191,12,68.72,17.08,14.20,
兰溪市,47650,33858,19901,92,6836,152,1149,13,870,2223,141,38,961,336,687,30,418,11,58.78,24.30,16.92,
义乌市,70354,55532,13626,220,22122,140,2827,13,2415,9869,321,55,1700,474,898,53,774,25,24.54,45.58,29.89,
东阳市,58242,43646,20888,98,11650,151,3566,15,991,3233,246,39,902,400,855,18,496,98,47.86,35.43,16.71,
永康市,43583,33512,13331,69,12222,79,1219,15,1152,3163,190,15,715,291,552,27,416,56,39.78,40.55,19.67,
衢州市,168717,118983,78204,522,14986,765,4162,36,3413,7191,730,125,2593,1171,2367,96,2465,157,65.73,17.17,17.10,
柯城区,23694,15112,4337,27,3844,383,870,14,806,1847,304,59,843,339,553,70,788,28,28.70,33.91,37.39,
衢县,36838,27272,22611,92,1787,47,454,4,478,894,36,,176,111,352,1,218,11,82.91,8.73,8.36,
常山县,20986,13506,8366,95,1964,62,575,3,428,877,59,19,293,137,281,6,332,9,61.94,19.96,18.10,
开化县,21289,15249,9722,61,2030,119,695,,484,943,88,7,305,150,327,8,301,9,63.76,19.05,17.19,
龙游县,28998,21023,14611,183,2171,50,570,8,515,1208,98,13,532,209,354,2,423,76,69.50,14.15,16.35,
江山市,36912,26821,18557,64,3190,104,998,7,702,1422,145,27,444,225,500,9,403,24,69.19,16.24,14.57,
舟山市,83400,50729,12653,898,12656,508,4062,13,3645,7544,596,254,3094,770,1719,101,2004,212,24.94,35.73,39.33,
定海区,30728,19462,3212,331,5371,258,2337,7,1436,2834,275,141,1185,328,717,81,817,132,16.50,42.63,40.86,
普陀区,28964,17129,4580,180,4109,85,1131,6,1263,2743,172,93,1360,232,564,13,549,49,26.74,32.14,41.12,
岱山县,16388,9609,3103,267,2480,120,468,,596,1257,102,10,353,136,311,7,392,7,32.29,34.71,33.00,
嵊泗县,7320,4529,1758,120,696,45,126,,350,710,47,10,196,74,127,,246,24,38.82,21.79,39.39,
台州市,412877,301532,100750,994,114015,1490,15296,110,10792,32516,1636,283,9838,2593,5890,182,4999,148,33.41,43.71,22.88,
椒江区,37260,26051,5244,82,11188,379,1471,6,1288,3368,252,48,1154,272,566,48,664,21,20.13,50.36,29.51,
黄岩区,46640,35098,9217,48,16053,177,1879,7,1252,3562,211,30,1182,313,558,23,559,27,26.26,51.73,22.01,
路桥区,36554,26337,4366,53,12734,81,1047,3,1169,4703,170,14,999,184,356,4,444,10,16.58,52.83,30.59,
玉环县,37590,27399,4061,133,14505,107,1392,4,1196,3183,138,23,1260,211,566,9,603,8,14.82,58.90,26.28,
三门县,25346,17106,8391,133,4338,67,1023,5,533,1231,86,5,303,156,475,8,338,14,49.05,32.51,18.44,
天台县,31265,22896,14729,56,3157,118,934,18,539,1482,125,9,541,224,514,9,425,16,64.33,18.63,17.04,
仙居县,28609,21225,13728,45,3285,117,491,1,501,1213,86,9,796,199,391,7,340,16,64.68,18.55,16.77,
温岭市,93560,70265,14256,264,33749,167,4023,27,2834,9582,268,58,2314,532,1244,29,901,17,20.29,54.37,25.34,
临海市,76053,55155,26758,180,15006,277,3036,39,1480,4192,300,87,1289,502,1220,45,725,19,48.51,33.54,17.95,
丽水市,170902,119561,75658,803,13935,881,3386,79,3529,9700,845,104,2971,1442,3144,88,2826,170,63.28,15.90,20.82,
莲都区,27566,18246,9212,16,2300,218,876,32,742,2052,256,48,810,406,680,52,526,20,50.49,18.69,30.82,
青田县,27396,16741,8742,286,3046,87,513,1,557,1912,91,9,466,170,420,8,395,38,52.22,23.49,24.29,
缙云县,28259,20293,12862,173,2934,82,623,2,530,1484,116,9,407,162,533,8,351,17,63.38,18.78,17.83,
遂昌县,17000,12953,9072,151,1368,87,325,3,300,712,83,8,210,112,265,5,246,6,70.04,14.91,15.05,
松阳县,15691,12202,9171,83,775,50,240,6,262,642,67,2,210,108,254,2,325,5,75.16,9.41,15.43,
云和县,8257,5835,3441,15,699,86,224,6,208,493,42,6,167,73,156,2,214,3,58.97,17.55,23.48,
庆元县,14205,9781,6691,26,849,73,188,2,249,711,64,1,186,128,264,5,294,50,68.41,11.61,19.98,
景宁畲族自治县,12241,8597,6079,21,512,98,174,3,283,622,34,9,188,113,208,1,230,22,70.71,9.36,19.93,
龙泉市,20287,14913,10388,32,1452,100,223,24,398,1072,92,12,327,170,364,5,245,9,69.66,12.12,18.23,
,,,,,,,,,,,,,,,,,,,,,,
安徽省,4175322,3242396,2432012,31840,221327,13805,78887,3393,63573,169807,12446,3340,47992,28552,67633,3400,60006,4383,75.01,10.67,14.33,
合肥市,332889,242263,139818,141,27369,1220,11684,387,7634,23418,1596,828,8202,3178,8280,1415,6431,662,57.71,16.68,25.60,
东市区,20319,10744,17,,3306,55,587,15,1096,2632,140,181,1316,239,532,109,519,,0.16,36.75,63.10,
中市区,19752,11658,11,,2297,97,528,14,1086,2786,479,170,1163,601,984,210,1153,79,0.09,25.06,74.84,
西市区,32884,15858,46,19,3758,384,930,96,707,2689,439,138,1262,948,2344,608,1343,147,0.29,32.10,67.61,
郊区,60735,39111,7055,22,10553,357,4156,77,1860,7559,212,311,2955,438,1605,472,1085,394,18.04,38.58,43.38,
长丰县,61464,51092,44498,26,1364,82,555,60,661,1752,95,6,324,295,796,8,557,13,87.09,3.97,8.94,
肥东县,70000,58942,47104,65,2727,83,2795,100,917,2305,107,14,473,311,1014,7,898,22,79.92,9.62,10.46,
肥西县,67735,54858,41087,9,3364,162,2133,25,1307,3695,124,8,709,346,1005,1,876,7,74.90,10.33,14.77,
芜湖市,155599,108590,56963,1117,16879,890,5884,159,5006,9929,779,280,3478,1393,2914,114,2672,133,52.46,22.81,24.73,
镜湖区,14446,7036,19,3,2104,118,330,45,540,1494,260,85,723,324,458,48,454,31,0.27,36.31,63.42,
马塘区,9678,5582,864,23,1864,53,333,30,385,1077,92,23,355,89,154,9,197,34,15.48,40.72,43.80,
新芜区,18654,9120,6,9,3270,193,301,18,927,1942,151,103,680,306,682,38,491,3,0.07,41.37,58.56,
鸠江区,13168,8640,2259,20,2670,216,1010,10,645,982,29,13,268,102,241,3,171,1,26.15,45.32,28.53,
芜湖县,36079,29195,20059,194,2409,106,1875,31,1030,1588,90,22,627,200,503,5,454,2,68.71,15.70,15.59,
繁昌县,29996,22929,14786,716,2972,98,725,16,717,1427,89,22,325,170,413,10,427,16,64.49,19.67,15.84,
南陵县,33578,26088,18970,152,1590,106,1310,9,762,1419,68,12,500,202,463,1,478,46,72.72,12.11,15.18,
蚌埠市,232382,177041,136048,39,11943,668,2065,400,4076,9399,746,200,2697,1829,3657,310,2790,174,76.85,8.31,14.84,
东市区,18799,9052,187,3,2513,71,493,228,1484,1691,165,42,718,353,563,68,470,3,2.07,34.03,63.91,
中市区,9297,5000,135,1,1234,95,188,19,568,1102,193,65,417,237,322,27,322,75,2.70,30.36,66.94,
西市区,18327,9115,156,,4207,204,348,25,539,1662,108,40,644,284,340,201,301,56,1.71,52.21,46.08,
郊区,16170,13169,10034,6,1139,24,342,10,314,754,12,7,200,66,164,1,69,27,76.19,11.47,12.33,
怀远县,83493,71210,64924,16,1121,123,213,36,466,1760,98,16,292,396,1044,4,695,6,91.17,2.07,6.76,
五河县,44880,36311,32347,9,903,70,135,72,240,1030,73,9,154,254,572,2,438,3,89.08,3.08,7.84,
固镇县,41416,33184,28265,4,826,81,346,10,465,1400,97,21,272,239,652,7,495,4,85.18,3.79,11.04,
淮南市,148382,97100,54635,9184,9163,1580,2887,206,2907,6547,627,285,2208,1627,2705,107,2144,288,56.27,23.50,20.24,
大通区,9628,5810,2830,269,978,159,185,3,258,503,21,6,183,130,153,7,101,24,48.71,27.38,23.91,
田家庵区,31036,15747,1387,416,3718,958,1462,16,1151,2437,352,161,980,602,1059,86,941,21,8.81,41.62,49.57,
谢家集区,19709,8571,996,3301,1337,69,272,69,388,879,79,37,279,318,343,2,196,6,11.62,58.09,30.29,
八公山区,13123,6602,948,2582,1004,70,227,50,284,585,42,8,242,148,219,2,165,26,14.36,58.82,26.83,
潘集区,27726,20938,15831,1559,755,199,419,30,243,768,40,34,175,176,351,,238,120,75.61,14.00,10.39,
凤台县,47160,39432,32643,1057,1371,125,322,38,583,1375,93,39,349,253,580,10,503,91,82.78,7.29,9.93,
马鞍山市,89090,61540,26567,1351,11579,892,4644,112,2920,5840,422,186,1846,871,1653,417,1721,519,43.17,30.01,26.82,
金家庄区,6792,3716,18,13,1783,161,197,1,452,545,27,11,243,51,89,41,50,34,0.48,57.97,41.55,
花山区,14579,8282,15,133,2757,404,432,24,616,1209,221,103,485,342,581,162,639,159,0.18,44.99,54.83,
雨山区,10602,6094,28,15,2370,150,788,2,340,935,61,43,435,132,207,189,150,249,0.46,54.53,45.01,
向山区,13238,8901,3262,833,1718,48,948,63,425,859,24,26,242,73,160,14,188,18,36.65,39.85,23.50,
当涂县,43879,34547,23244,357,2951,129,2279,22,1087,2292,89,3,441,273,616,11,694,59,67.28,16.55,16.17,
淮北市,131231,95765,66003,7846,6772,765,1406,108,1713,3310,365,54,1140,1156,2257,93,2659,118,68.92,17.53,13.55,
杜集区,19764,12436,6238,3376,1004,57,152,29,223,408,25,11,118,159,355,14,246,21,50.16,36.90,12.94,
相山区,22272,12787,1473,1211,3052,548,852,48,489,1351,238,35,564,485,789,69,1512,71,11.52,44.29,44.19,
烈山区,10348,6058,1177,2649,874,58,70,3,390,229,10,2,137,148,188,1,109,13,19.43,60.27,20.30,
濉溪县,78847,64484,57115,610,1842,102,332,28,611,1322,92,6,321,364,925,9,792,13,88.57,4.48,6.95,
铜陵市,52354,35793,13692,2842,6899,466,2023,143,1534,3610,327,137,1126,591,1024,77,1185,117,38.25,34.17,27.58,
铜官山区,19574,11776,71,800,4014,361,996,81,769,2036,241,89,678,347,523,64,620,86,0.60,52.40,46.99,
狮子山区,4182,2387,164,706,728,23,106,46,68,226,9,20,102,50,67,,60,12,6.87,65.48,27.65,
郊区,4885,3114,1010,483,667,29,229,3,116,302,11,1,89,44,58,3,54,15,32.43,45.22,22.35,
铜陵县,23713,18516,12447,853,1490,53,692,13,581,1046,66,27,257,150,376,10,451,4,67.22,16.68,16.10,
安庆市,358063,264197,182095,788,24835,1468,11841,230,6016,15457,1128,269,4521,2746,6685,194,5318,606,68.92,14.74,16.34,
迎江区,11799,6624,95,15,1955,176,234,31,405,1630,173,72,562,288,342,49,549,48,1.43,35.93,62.64,
大观区,13648,7742,22,52,2800,198,500,7,366,1556,201,69,596,281,428,46,573,47,0.28,45.85,53.86,
郊区,18969,13928,5712,156,2804,99,1631,26,743,1488,41,28,428,147,338,27,215,45,41.01,33.67,25.32,
怀宁县,44153,33843,25205,295,2476,131,1192,17,691,1801,88,2,323,241,804,1,556,20,74.48,12.10,13.43,
枞阳县,52684,40539,30185,51,2434,118,2671,30,868,1805,86,23,362,331,962,1,598,14,74.46,13.01,12.53,
潜山县,35024,25664,18373,86,2435,121,949,16,496,1399,97,11,331,269,592,12,415,62,71.59,13.99,14.42,
太湖县,33818,25496,20254,14,975,98,733,27,429,919,66,1,658,246,540,3,473,60,79.44,7.14,13.42,
宿松县,40855,31746,25751,48,1366,103,716,17,493,1209,101,16,327,272,734,17,442,134,81.12,7.03,11.85,
望江县,33011,26437,20109,26,1949,101,989,24,445,1012,87,13,288,210,582,16,465,121,76.06,11.59,12.34,
岳西县,26642,18229,12982,10,2051,148,552,9,364,700,76,2,211,166,497,8,410,43,71.22,15.15,13.64,
桐城市,47460,33949,23407,35,3590,175,1674,26,716,1938,112,32,435,295,866,14,622,12,68.95,16.12,14.93,
黄山市,103997,82294,57974,230,6626,346,2927,73,1962,4602,560,100,2211,795,1780,77,1953,78,70.45,12.31,17.24,
屯溪区,12425,7731,2325,26,920,84,514,38,529,1221,172,53,724,210,381,26,501,7,30.07,19.97,49.95,
黄山区,12344,9463,5908,30,602,73,467,1,236,738,67,12,725,113,215,13,249,14,62.43,12.39,25.18,
徽州区,6955,5810,4240,11,622,18,180,21,91,219,46,1,78,41,105,13,117,7,72.98,14.30,12.72,
歙县,33009,27544,21957,30,1902,62,777,3,448,929,106,16,268,172,475,7,377,15,79.72,10.06,10.22,
休宁县,18668,15431,11853,39,1083,32,550,1,286,659,76,9,164,111,267,2,285,14,76.81,11.04,12.14,
黟县,7299,5844,4025,50,611,27,198,8,127,307,36,2,107,35,117,,184,10,68.87,15.16,15.97,
祁门县,13297,10471,7666,44,886,50,241,1,245,529,57,7,145,113,220,16,240,11,73.21,11.66,15.13,
滁州市,286814,229455,174122,1006,17359,690,3129,349,4072,13412,859,172,3286,1958,4546,118,4083,294,75.89,9.67,14.45,
琅琊区,18677,11795,1891,245,3389,192,605,32,654,1960,249,86,796,338,544,53,741,20,16.03,37.57,46.40,
南谯区,18013,14429,11651,37,837,30,178,13,231,736,27,7,184,95,236,5,144,18,80.75,7.50,11.75,
来安县,32442,26327,21491,3,1316,57,230,36,401,1396,66,1,301,190,470,,365,4,81.63,6.10,12.27,
全椒县,29722,23822,17024,37,2501,64,358,35,482,1555,104,7,293,204,576,13,489,80,71.46,12.43,16.11,
定远县,55163,45032,37941,303,1541,55,323,76,529,2026,112,18,356,283,746,5,705,13,84.25,4.93,10.81,
凤阳县,47168,38928,32775,150,1432,80,238,26,648,1648,76,13,294,251,714,29,511,43,84.19,4.88,10.93,
天长市,44764,36155,24869,145,4766,126,745,102,518,2280,127,32,737,337,675,10,609,77,68.78,15.99,15.22,
明光市,40865,32967,26480,86,1577,86,452,29,609,1811,98,8,325,260,585,3,519,39,80.32,6.68,13.00,
阜阳市,547420,454932,395380,696,12905,818,4546,194,4563,14424,1041,150,3156,2780,7112,108,6728,331,86.91,4.17,8.92,
