表7    人口婚姻状况和妇女生育状况（长表数据）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,单位：人,,
县市名,15岁及以上人口,,,未婚,,,初婚有配偶,,,再婚有配偶,,,离婚,,,丧偶,,,15—50岁妇女,,,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,平均活产子女数,平均存活子女数,,
,,,,,,,,,,,,,,,,,,,,,,
梨树区,7693,3906,3787,1627,944,683,5160,2572,2588,229,107,122,245,149,96,432,134,298,0.96,0.94,,
城子河区,11647,5982,5665,2096,1297,799,7989,4005,3984,460,232,228,483,277,206,619,171,448,1.03,1.02,,
麻山区,2813,1469,1344,634,404,230,1837,922,915,96,42,54,82,50,32,164,51,113,1.17,1.16,,
鸡东县,21764,11195,10569,3745,2263,1482,15849,7972,7877,779,358,421,371,250,121,1020,352,668,1.27,1.25,,
虎林市,25606,13158,12448,3830,2401,1429,19545,9819,9726,866,403,463,350,217,133,1015,318,697,1.12,1.11,,
密山市,35329,18110,17219,6707,3980,2727,25289,12683,12606,1119,528,591,610,392,218,1604,527,1077,1.14,1.12,,
鹤岗市,84393,42973,41420,14116,8465,5651,62077,31017,31060,2748,1347,1401,1632,1030,602,3820,1114,2706,1.07,1.05,,
向阳区,6922,3413,3509,1016,565,451,5165,2561,2604,242,125,117,182,80,102,317,82,235,0.90,0.90,,
工农区,9856,4946,4910,1687,969,718,7285,3620,3665,247,127,120,233,128,105,404,102,302,0.89,0.85,,
南山区,10130,5188,4942,1805,1112,693,7267,3631,3636,318,160,158,233,166,67,507,119,388,1.01,1.00,,
兴安区,7217,3736,3481,1351,839,512,5089,2546,2543,251,129,122,173,126,47,353,96,257,1.06,1.05,,
东山区,12966,6655,6311,2496,1479,1017,9202,4619,4583,361,163,198,250,180,70,657,214,443,1.08,1.07,,
兴山区,4506,2337,2169,751,488,263,3217,1605,1612,171,87,84,120,88,32,247,69,178,0.96,0.95,,
萝北县,18661,9504,9157,2793,1718,1075,14161,7078,7083,687,329,358,261,152,109,759,227,532,1.10,1.08,,
绥滨县,14135,7194,6941,2217,1295,922,10691,5357,5334,471,227,244,180,110,70,576,205,371,1.30,1.27,,
双鸭山市,113862,58133,55729,18168,10983,7185,84740,42394,42346,3929,1921,2008,1859,1164,695,5166,1671,3495,1.17,1.15,,
尖山区,14660,7307,7353,2311,1318,993,10923,5418,5505,500,267,233,320,154,166,606,150,456,0.96,0.95,,
岭东区,6591,3388,3203,1156,758,398,4542,2271,2271,318,157,161,166,100,66,409,102,307,1.14,1.12,,
四方台区,5418,2800,2618,842,537,305,4050,2022,2028,201,101,100,99,64,35,226,76,150,1.16,1.15,,
宝山区,11058,5697,5361,1657,1045,612,8322,4177,4145,407,193,214,189,133,56,483,149,334,1.09,1.08,,
集贤县,23733,12055,11678,3859,2260,1599,17648,8839,8809,707,332,375,335,200,135,1184,424,760,1.23,1.20,,
友谊县,9185,4653,4532,1354,826,528,6908,3431,3477,361,188,173,159,91,68,403,117,286,1.00,0.99,,
宝清县,31024,15869,15155,5151,3054,2097,23063,11548,11515,1040,498,542,405,291,114,1365,478,887,1.28,1.27,,
饶河县,12193,6364,5829,1838,1185,653,9284,4688,4596,395,185,210,186,131,55,490,175,315,1.22,1.21,,
大庆市,201232,101667,99565,32219,18577,13642,154032,77138,76894,4591,2318,2273,2364,1083,1281,8026,2551,5475,1.16,1.15,,
萨尔图区,24248,12206,12042,4507,2479,2028,17918,9035,8883,637,358,279,432,155,277,754,179,575,0.89,0.88,,
龙凤区,18400,9305,9095,2485,1448,1037,14435,7293,7142,531,292,239,279,106,173,670,166,504,1.00,0.99,,
让胡路区,34716,17339,17377,5444,2994,2450,26929,13511,13418,762,427,335,550,179,371,1031,228,803,0.91,0.90,,
红岗区,13640,6851,6789,2062,1222,840,10499,5231,5268,377,205,172,223,71,152,479,122,357,1.02,1.01,,
大同区,17837,8981,8856,2617,1516,1101,13875,6925,6950,400,189,211,182,97,85,763,254,509,1.31,1.30,,
肇州县,28551,14497,14054,4527,2630,1897,22101,11019,11082,538,253,285,197,126,71,1188,469,719,1.37,1.36,,
肇源县,28776,14629,14147,4767,2825,1942,21851,10901,10950,532,244,288,197,141,56,1429,518,911,1.38,1.37,,
林甸县,17707,8970,8737,2895,1644,1251,13417,6710,6707,416,172,244,141,103,38,838,341,497,1.35,1.33,,
杜尔伯特蒙古族自治县,17357,8889,8468,2915,1819,1096,13007,6513,6494,398,178,220,163,105,58,874,274,600,1.28,1.27,,
伊春市,95033,48104,46929,13247,8184,5063,72123,35921,36202,3173,1637,1536,1825,1117,708,4665,1245,3420,1.05,1.04,,
伊春区,10723,5268,5455,1902,1031,871,7723,3828,3895,326,182,144,257,112,145,515,115,400,0.86,0.86,,
南岔区,10723,5413,5310,1567,935,632,8003,3987,4016,372,193,179,221,132,89,560,166,394,0.98,0.97,,
友好区,4855,2474,2381,658,429,229,3661,1826,1835,160,80,80,111,73,38,265,66,199,0.96,0.95,,
西林区,3732,1882,1850,507,303,204,2902,1442,1460,100,51,49,76,52,24,147,34,113,1.02,1.01,,
翠峦区,3528,1790,1738,396,262,134,2771,1379,1392,104,55,49,65,40,25,192,54,138,1.08,1.07,,
新青区,3749,1928,1821,437,298,139,2891,1445,1446,127,63,64,96,69,27,198,53,145,1.04,1.03,,
美溪区,3038,1544,1494,379,249,130,2320,1155,1165,123,66,57,52,34,18,164,40,124,1.08,1.06,,
金山屯区,3406,1734,1672,415,272,143,2639,1316,1323,116,60,56,69,39,30,167,47,120,1.04,1.03,,
五营区,3002,1512,1490,332,207,125,2276,1139,1137,155,81,74,69,38,31,170,47,123,1.06,1.04,,
乌马河区,2984,1520,1464,411,272,139,2247,1122,1125,103,54,49,58,39,19,165,33,132,1.04,1.04,,
汤旺河区,2793,1417,1376,334,222,112,2166,1080,1086,89,43,46,60,41,19,144,31,113,1.05,1.04,,
带岭区,2902,1445,1457,359,218,141,2182,1088,1094,133,66,67,72,34,38,156,39,117,1.02,1.01,,
乌伊岭区,1873,961,912,187,129,58,1474,740,734,72,36,36,45,31,14,95,25,70,1.06,1.05,,
红星区,1936,980,956,184,125,59,1540,767,773,58,31,27,33,24,9,121,33,88,0.97,0.96,,
上甘岭区,1701,858,843,169,113,56,1329,663,666,60,29,31,28,16,12,115,37,78,1.02,0.97,,
嘉荫县,6282,3234,3048,1014,635,379,4692,2338,2354,231,111,120,114,82,32,231,68,163,1.27,1.25,,
铁力市,27806,14144,13662,3996,2484,1512,21307,10606,10701,844,436,408,399,261,138,1260,357,903,1.14,1.12,,
佳木斯市,181249,92112,89137,33545,19453,14092,132291,66031,66260,4911,2373,2538,2756,1611,1145,7746,2644,5102,1.16,1.14,,
永红区,12681,6259,6422,1972,1112,860,9466,4676,4790,334,176,158,313,153,160,596,142,454,0.87,0.87,,
向阳区,8089,3832,4257,2689,1254,1435,4807,2360,2447,159,86,73,164,72,92,270,60,210,0.60,0.60,,
前进区,11716,5625,6091,2364,1173,1191,8290,4072,4218,261,141,120,291,124,167,510,115,395,0.74,0.74,,
东风区,8843,4396,4447,1469,837,632,6422,3168,3254,289,159,130,248,114,134,415,118,297,0.85,0.84,,
郊区,23661,12220,11441,4069,2505,1564,17560,8776,8784,661,316,345,355,244,111,1016,379,637,1.23,1.21,,
桦南县,30050,15509,14541,5312,3243,2069,22024,11050,10974,892,406,486,390,266,124,1432,544,888,1.33,1.31,,
桦川县,14878,7600,7278,2554,1502,1052,11087,5555,5532,401,179,222,161,111,50,675,253,422,1.30,1.29,,
汤原县,18508,9540,8968,3310,2051,1259,13407,6720,6687,618,283,335,288,181,107,885,305,580,1.28,1.26,,
抚远县,6093,3170,2923,1047,659,388,4644,2336,2308,151,70,81,61,34,27,190,71,119,1.22,1.21,,
同江市,13139,6715,6424,2220,1285,935,10013,5018,4995,366,179,187,137,86,51,403,147,256,1.24,1.21,,
富锦市,33591,17246,16345,6539,3832,2707,24571,12300,12271,779,378,401,348,226,122,1354,510,844,1.27,1.25,,
七台河市,63283,32474,30809,11511,6900,4611,45617,22945,22672,2312,1092,1220,1157,725,432,2686,812,1874,1.24,1.21,,
新兴区,15092,7765,7327,2762,1692,1070,10769,5403,5366,624,304,320,309,205,104,628,161,467,1.24,1.20,,
桃山区,12104,6068,6036,2326,1309,1017,8661,4309,4352,448,234,214,263,125,138,406,91,315,1.08,1.07,,
茄子河区,10283,5426,4857,1841,1146,695,7570,3880,3690,359,160,199,151,111,40,362,129,233,1.33,1.30,,
勃利县,25804,13215,12589,4582,2753,1829,18617,9353,9264,881,394,487,434,284,150,1290,431,859,1.28,1.25,,
牡丹江市,201419,101875,99544,39783,22901,16882,142907,71313,71594,6111,2994,3117,3402,1988,1414,9216,2679,6537,1.10,1.09,,
东安区,13360,6571,6789,2304,1242,1062,9670,4796,4874,364,197,167,322,151,171,700,185,515,0.90,0.89,,
阳明区,12898,6413,6485,2389,1322,1067,9307,4615,4692,397,202,195,252,136,116,553,138,415,0.93,0.92,,
爱民区,21681,10653,11028,5258,2749,2509,14355,7112,7243,668,353,315,503,242,261,897,197,700,0.78,0.77,,
西安区,15215,7525,7690,2953,1635,1318,10729,5323,5406,441,235,206,374,183,191,718,149,569,0.89,0.87,,
东宁县,16390,8387,8003,2869,1731,1138,12049,6030,6019,506,241,265,267,169,98,699,216,483,1.20,1.18,,
林口县,29839,15395,14444,5897,3526,2371,20980,10549,10431,1070,476,594,419,299,120,1473,545,928,1.31,1.29,,
绥芬河市,5268,2710,2558,927,552,375,4049,2031,2018,129,70,59,49,25,24,114,32,82,1.03,1.02,,
海林市,30920,15732,15188,5972,3552,2420,21835,10893,10942,1070,525,545,527,324,203,1516,438,1078,1.15,1.14,,
宁安市,33150,16893,16257,6487,3837,2650,23784,11894,11890,955,455,500,402,264,138,1522,443,1079,1.19,1.18,,
穆棱市,22698,11596,11102,4727,2755,1972,16149,8070,8079,511,240,271,287,195,92,1024,336,688,1.25,1.23,,
黑河市,122658,62390,60268,19785,11780,8005,91441,45566,45875,4215,2066,2149,1736,1085,651,5481,1893,3588,1.18,1.16,,
爱辉区,15076,7468,7608,2697,1499,1198,10950,5428,5522,540,273,267,259,128,131,630,140,490,1.03,1.01,,
嫩江县,35844,18322,17522,5947,3562,2385,26525,13243,13282,1279,610,669,486,319,167,1607,588,1019,1.21,1.19,,
逊克县,8054,4137,3917,1254,776,478,6061,3037,3024,306,148,158,123,81,42,310,95,215,1.27,1.25,,
孙吴县,7535,3892,3643,1199,746,453,5714,2856,2858,278,137,141,90,59,31,254,94,160,1.25,1.23,,
北安市,30898,15672,15226,4784,2842,1942,23103,11506,11597,991,495,496,460,293,167,1560,536,1024,1.17,1.15,,
五大连池市,25251,12899,12352,3904,2355,1549,19088,9496,9592,821,403,418,318,205,113,1120,440,680,1.20,1.18,,
绥化市,350074,177651,172423,59993,34776,25217,263705,131283,132422,6739,3246,3493,3118,2003,1115,16519,6343,10176,1.32,1.30,,
北林区,58149,29164,28985,9823,5551,4272,43826,21812,22014,1195,602,593,620,338,282,2685,861,1824,1.23,1.21,,
望奎县,29991,15165,14826,4991,2829,2162,22781,11338,11443,552,260,292,210,150,60,1457,588,869,1.42,1.39,,
兰西县,29166,14713,14453,4761,2685,2076,22264,11082,11182,574,273,301,203,148,55,1364,525,839,1.44,1.41,,
青冈县,24578,12512,12066,4038,2371,1667,18777,9345,9432,396,185,211,170,105,65,1197,506,691,1.41,1.39,,
庆安县,24593,12541,12052,4032,2367,1665,18693,9347,9346,520,243,277,216,140,76,1132,444,688,1.27,1.25,,
明水县,19251,9720,9531,3248,1849,1399,14615,7259,7356,346,155,191,132,92,40,910,365,545,1.47,1.45,,
绥棱县,22111,11358,10753,3410,2122,1288,16749,8326,8423,497,252,245,300,208,92,1155,450,705,1.23,1.22,,
安达市,34037,17393,16644,6289,3722,2567,25164,12534,12630,675,332,343,336,196,140,1573,609,964,1.22,1.21,,
肇东市,57639,29273,28366,10010,5775,4235,43481,21679,21802,1039,498,541,518,347,171,2591,974,1617,1.34,1.32,,
海伦市,50559,25812,24747,9391,5505,3886,37355,18561,18794,945,446,499,413,279,134,2455,1021,1434,1.33,1.32,,
大兴安岭地区,40632,20730,19902,5903,3679,2224,30991,15437,15554,1462,766,696,789,430,359,1487,418,1069,1.09,1.08,,
加格达奇区,11381,5725,5656,1826,1055,771,8475,4222,4253,436,229,207,222,105,117,422,114,308,1.00,0.99,,
松岭区,2861,1467,1394,362,240,122,2217,1100,1117,127,71,56,40,26,14,115,30,85,1.09,1.08,,
新林区,4097,2091,2006,430,287,143,3237,1610,1627,154,84,70,89,58,31,187,52,135,1.10,1.09,,
呼中区,3582,1824,1758,557,339,218,2674,1332,1342,128,71,57,91,49,42,132,33,99,1.12,1.12,,
呼玛县,4789,2501,2288,841,538,303,3566,1789,1777,155,77,78,68,41,27,159,56,103,1.20,1.18,,
塔河县,7466,3791,3675,985,621,364,5837,2897,2940,219,113,106,164,87,77,261,73,188,1.09,1.09,,
漠河县,6456,3331,3125,902,599,303,4985,2487,2498,243,121,122,115,64,51,211,60,151,1.14,1.13,,
,,,,,,,,,,,,,,,,,,,,,,
上海市,1385119,700838,684281,274082,158268,115814,988125,500675,487450,28429,13967,14462,22608,11754,10854,71875,16174,55701,0.82,0.81,,
市辖区,1212996,616983,596013,252398,145978,106420,854682,434891,419791,23456,11573,11883,20794,10765,10029,61666,13776,47890,0.79,0.79,,
黄浦区,15777,7785,7992,3535,2092,1443,10146,5025,5121,307,157,150,527,266,261,1262,245,1017,0.72,0.71,,
南市区,32989,16524,16465,6889,4131,2758,22062,11092,10970,637,296,341,940,518,422,2461,487,1974,0.76,0.76,,
卢湾区,28627,14080,14547,6363,3619,2744,18773,9314,9459,610,305,305,823,418,405,2058,424,1634,0.70,0.70,,
徐汇区,91790,46356,45434,23330,13048,10282,61143,30809,30334,1566,815,751,1617,804,813,4134,880,3254,0.68,0.67,,
长宁区,59847,30059,29788,13899,7723,6176,40953,20703,20250,905,435,470,1128,555,573,2962,643,2319,0.70,0.70,,
静安区,25698,12482,13216,5549,3185,2364,17164,8337,8827,512,245,267,720,355,365,1753,360,1393,0.69,0.69,,
普陀区,89862,46103,43759,20282,11834,8448,62010,31679,30331,1464,746,718,1668,857,811,4438,987,3451,0.74,0.74,,
闸北区,66818,33799,33019,13864,8217,5647,46276,23295,22981,1240,610,630,1510,808,702,3928,869,3059,0.75,0.75,,
虹口区,74043,37384,36659,15799,9291,6508,50894,25691,25203,1313,644,669,1640,816,824,4397,942,3455,0.73,0.73,,
杨浦区,106890,55017,51873,26682,15995,10687,70438,35702,34736,1946,938,1008,2154,1126,1028,5670,1256,4414,0.70,0.70,,
闵行区,101451,52694,48757,22426,12884,9542,71971,37247,34724,1929,967,962,1424,699,725,3701,897,2804,0.80,0.80,,
宝山区,103672,54535,49137,20106,12419,7687,75761,39384,36377,1936,974,962,1512,778,734,4357,980,3377,0.83,0.82,,
嘉定区,64332,32708,31624,11640,6441,5199,47689,24541,23148,1310,651,659,686,377,309,3007,698,2309,0.88,0.87,,
浦东新区,200554,102064,98490,40454,23116,17338,143850,73527,70323,3918,1934,1984,2813,1447,1366,9519,2040,7479,0.82,0.82,,
金山区,48472,24270,24202,5866,3435,2431,37901,19114,18787,1361,654,707,595,361,234,2749,706,2043,1.01,1.00,,
松江区,53410,26902,26508,8104,4529,3575,40749,20724,20025,1278,606,672,568,328,240,2711,715,1996,0.98,0.97,,
青浦区,48764,24221,24543,7610,4019,3591,36902,18707,18195,1224,596,628,469,252,217,2559,647,1912,0.93,0.91,,
市辖县,172123,83855,88268,21684,12290,9394,133443,65784,67659,4973,2394,2579,1814,989,825,10209,2398,7811,1.01,0.99,,
南汇县,65123,32167,32956,8608,4921,3687,50279,25004,25275,1971,987,984,745,402,343,3520,853,2667,1.01,0.99,,
奉贤县,52507,25734,26773,7611,3983,3628,40049,20033,20016,1605,789,816,646,324,322,2596,605,1991,0.97,0.95,,
崇明县,54493,25954,28539,5465,3386,2079,43115,20747,22368,1397,618,779,423,263,160,4093,940,3153,1.05,1.03,,
,,,,,,,,,,,,,,,,,,,,,,
江苏省,5605154,2768772,2836382,915456,527484,387972,4202456,2075234,2127222,100785,44247,56538,39906,25811,14095,346551,95996,250555,1.14,1.12,,
南京市,482965,248171,234794,98712,60593,38119,343626,173207,170419,9106,4162,4944,5945,3481,2464,25576,6728,18848,0.96,0.95,,
玄武区,38434,20277,18157,11394,7053,4341,24486,12294,12192,589,316,273,638,316,322,1327,298,1029,0.68,0.67,,
白下区,29508,15161,14347,7012,4239,2773,20015,10047,9968,564,294,270,586,299,287,1331,282,1049,0.73,0.72,,
秦淮区,22851,11640,11211,4516,2711,1805,16254,8254,8000,338,171,167,479,234,245,1264,270,994,0.80,0.80,,
建邺区,28330,14571,13759,6557,3805,2752,19392,9939,9453,543,289,254,519,279,240,1319,259,1060,0.76,0.75,,
鼓楼区,49747,26189,23558,14795,8915,5880,31724,16145,15579,721,386,335,782,379,403,1725,364,1361,0.66,0.65,,
下关区,29280,15332,13948,6098,3739,2359,20709,10655,10054,541,293,248,550,313,237,1382,332,1050,0.80,0.80,,
浦口区,17861,9653,8208,5066,3261,1805,11371,5899,5472,317,149,168,185,111,74,922,233,689,0.85,0.83,,
大厂区,17839,9420,8419,3028,1908,1120,13371,6929,6442,416,218,198,284,159,125,740,206,534,0.92,0.91,,
栖霞区,32405,16746,15659,7074,4025,3049,22887,11820,11067,592,288,304,366,192,174,1486,421,1065,0.88,0.87,,
雨花台区,21231,11259,9972,4404,2747,1657,15204,7900,7304,446,233,213,245,138,107,932,241,691,0.90,0.89,,
江宁县,62326,31553,30773,10699,6613,4086,46243,23182,23061,1116,451,665,358,263,95,3910,1044,2866,1.16,1.14,,
江浦县,22525,11368,11157,3702,2348,1354,16843,8333,8510,409,181,228,151,105,46,1420,401,1019,1.29,1.26,,
六合县,50015,24576,25439,7150,4286,2864,38096,18709,19387,837,311,526,215,163,52,3717,1107,2610,1.33,1.29,,
溧水县,29022,14611,14411,3503,2357,1146,22613,11199,11414,686,252,434,258,230,28,1962,573,1389,1.27,1.24,,
高淳县,31591,15815,15776,3714,2586,1128,24418,11902,12516,991,330,661,329,300,29,2139,697,1442,1.20,1.17,,
无锡市,409532,204475,205057,61150,34622,26528,312691,157921,154770,9081,4144,4937,4188,2380,1808,22422,5408,17014,0.99,0.98,,
崇安区,13776,6820,6956,2401,1290,1111,10034,5047,4987,351,179,172,308,160,148,682,144,538,0.81,0.81,,
南长区,17884,8732,9152,3160,1683,1477,13146,6513,6633,350,177,173,336,176,160,892,183,709,0.78,0.78,,
北塘区,16096,7886,8210,2947,1543,1404,11792,5872,5920,294,139,155,308,160,148,755,172,583,0.80,0.79,,
郊区,66524,33875,32649,13666,7830,5836,47821,24356,23465,1310,662,648,867,423,444,2860,604,2256,0.85,0.83,,
马山区,2654,1342,1312,545,289,256,1955,998,957,47,21,26,15,6,9,92,28,64,0.93,0.91,,
江阴市,103376,51090,52286,14410,7858,6552,79999,40287,39712,2349,1068,1281,787,455,332,5831,1422,4409,1.09,1.07,,
宜兴市,93379,46685,46694,10599,6421,4178,73948,37267,36681,2324,942,1382,808,552,256,5700,1503,4197,1.04,1.03,,
锡山市,95843,48045,47798,13422,7708,5714,73996,37581,36415,2056,956,1100,759,448,311,5610,1352,4258,1.04,1.02,,
徐州市,646405,322445,323960,129957,72806,57151,467183,232170,235013,8533,4174,4359,4223,2947,1276,36509,10348,26161,1.34,1.33,,
鼓楼区,23581,11697,11884,4796,2653,2143,16979,8426,8553,434,246,188,301,145,156,1071,227,844,0.87,0.87,,
云龙区,17097,8256,8841,3678,1909,1769,12103,5915,6188,283,157,126,214,100,114,819,175,644,0.83,0.83,,
九里区,14891,8180,6711,2684,1565,1119,11269,6248,5021,245,143,102,110,64,46,583,160,423,1.16,1.15,,
贾汪区,36637,18497,18140,7626,4286,3340,26434,13269,13165,464,261,203,170,125,45,1943,556,1387,1.33,1.32,,
泉山区,37301,18709,18592,8862,4995,3867,25851,12809,13042,670,367,303,436,209,227,1482,329,1153,0.83,0.83,,
丰县,75501,37186,38315,14124,7735,6389,55782,27474,28308,892,441,451,366,290,76,4337,1246,3091,1.47,1.46,,
沛县,82280,40745,41535,17009,9182,7827,59266,29502,29764,1097,525,572,448,300,148,4460,1236,3224,1.45,1.44,,
铜山县,93910,46843,47067,19967,11143,8824,66462,33014,33448,1305,614,691,556,423,133,5620,1649,3971,1.37,1.36,,
睢宁县,85474,42403,43071,14669,8529,6140,63224,31104,32120,1274,560,714,605,504,101,5702,1706,3996,1.53,1.52,,
新沂市,67835,33951,33884,13346,7750,5596,49308,24428,24880,760,323,437,437,311,126,3984,1139,2845,1.37,1.36,,
邳州市,111898,55978,55920,23196,13059,10137,80505,39981,40524,1109,537,572,580,476,104,6508,1925,4583,1.38,1.37,,
常州市,304349,150482,153867,48719,27491,21228,229071,114082,114989,6803,3003,3800,2684,1637,1047,17072,4269,12803,0.98,0.97,,
天宁区,23756,11457,12299,5284,2541,2743,16531,8269,8262,510,274,236,406,166,240,1025,207,818,0.72,0.71,,
钟楼区,20185,10160,10025,3907,2246,1661,14536,7321,7215,476,250,226,304,150,154,962,193,769,0.77,0.77,,
戚墅堰区,7573,3900,3673,1294,800,494,5621,2858,2763,184,95,89,90,56,34,384,91,293,0.84,0.84,,
郊区,37823,19202,18621,9873,5168,4705,25477,13190,12287,675,325,350,306,171,135,1492,348,1144,0.78,0.77,,
溧阳市,57936,28232,29704,6968,4253,2715,45575,22079,23496,1328,535,793,478,350,128,3587,1015,2572,1.16,1.14,,
金坛市,42758,20174,22584,4948,2823,2125,33658,15996,17662,1139,440,699,342,230,112,2671,685,1986,1.05,1.03,,
武进市,114318,57357,56961,16445,9660,6785,87673,44369,43304,2491,1084,1407,758,514,244,6951,1730,5221,1.04,1.02,,
苏州市,562681,275435,287246,90020,45531,44489,424918,213884,211034,11013,5266,5747,5019,2843,2176,31711,7911,23800,0.89,0.88,,
沧浪区,26523,13213,13310,6859,3696,3163,17497,8777,8720,410,215,195,480,247,233,1277,278,999,0.68,0.68,,
平江区,35007,17718,17289,6314,3597,2717,25849,13125,12724,643,329,314,420,238,182,1781,429,1352,0.84,0.83,,
金阊区,32463,16335,16128,7481,4025,3456,22372,11426,10946,456,244,212,544,294,250,1610,346,1264,0.73,0.73,,
虎丘区,18512,9295,9217,4193,2098,2095,13188,6823,6365,265,134,131,121,68,53,745,172,573,0.84,0.82,,
常熟市,103136,49487,53649,15185,7209,7976,78930,39453,39477,2021,952,1069,630,346,284,6370,1527,4843,0.90,0.89,,
张家港市,77488,37288,40200,11887,5560,6327,59088,29562,29526,1672,762,910,529,305,224,4312,1099,3213,0.90,0.88,,
昆山市,60718,30096,30622,10139,5194,4945,45664,23134,22530,1340,641,699,572,305,267,3003,822,2181,0.89,0.87,,
吴江市,72170,35698,36472,9558,5072,4486,55930,28267,27663,1403,642,761,738,457,281,4541,1260,3281,0.98,0.96,,
太仓市,43300,20816,22484,4925,2313,2612,33911,16944,16967,1238,627,611,391,205,186,2835,727,2108,0.92,0.90,,
吴县市,93364,45489,47875,13479,6767,6712,72489,36373,36116,1565,720,845,594,378,216,5237,1251,3986,0.96,0.94,,
南通市,603890,281838,322052,68712,39437,29275,470862,222259,248603,13893,5301,8592,3556,2298,1258,46867,12543,34324,1.00,0.98,,
崇川区,43394,21212,22182,8972,4479,4493,31430,15768,15662,704,364,340,436,193,243,1852,408,1444,0.74,0.73,,
港闸区,17789,8810,8979,2454,1469,985,13619,6805,6814,322,161,161,143,75,68,1251,300,951,0.92,0.91,,
海安县,74319,34007,40312,7653,4467,3186,58624,26909,31715,1637,616,1021,328,239,89,6077,1776,4301,1.03,1.01,,
