表2    分年龄、性别的人口（全部数据）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位：人
县市名,0岁,,1-4岁,,5-9岁,,10-14岁,,15-19岁,,20-24岁,,25-29岁,,30-34岁,,35-39岁,,40-44岁,,45-49岁,,50-54岁,,55-59岁,,60-64岁,,65-69岁,,70-74岁,,75-79岁,,80-84岁,,85岁及以上,
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芳村区,1311,1147,5913,5029,7204,6467,7916,7299,15656,14967,20985,16305,25131,18829,21929,16350,18722,13945,13848,10612,10730,9065,7371,6846,4772,4288,4571,4646,3881,4509,2881,3274,1664,2197,744,1382,449,923
白云区,8670,6807,38860,31887,47091,41039,52850,48576,100211,108379,131406,128741,140595,121299,115431,89240,83595,60951,51763,40426,44461,40632,31163,30333,20050,19812,18430,16292,14076,14395,10483,12394,6259,8895,2980,5197,1212,3841
黄埔区,2097,1756,8554,6845,8980,7369,9137,8008,16502,18103,31863,27668,39481,30107,31578,21306,21883,13965,12416,8352,9834,7917,7170,6767,4904,4781,4675,4012,2914,2646,1797,1842,957,1308,430,773,183,533
番禺区,8876,7588,37116,31020,45562,39825,48267,43929,71893,108097,111484,135920,139291,131078,105798,90213,71703,60242,42413,35972,38065,35605,25684,26034,18523,18469,16114,15663,11735,13279,8450,10889,5105,8413,2334,4975,1181,3656
花都区,3436,2562,17377,13379,28528,24539,32459,30064,41444,41032,40281,35130,44831,39338,40086,34210,31018,26605,19352,17984,19579,20867,14718,14944,10323,9397,9038,7452,7349,7873,5524,7122,3194,5287,1360,2860,603,2218
增城市,5372,3604,28416,22830,43358,39750,40358,37661,46247,49398,47818,44881,54183,48101,47163,41619,38709,33411,26649,23812,23505,22146,16929,15083,12017,11106,11218,9864,9977,10142,7470,8525,4391,5841,1888,3320,872,2010
从化市,4432,3164,18467,15547,27365,25124,27366,25632,26329,26311,21684,21768,24728,23846,24276,22863,21166,19698,14040,13338,13799,14077,10249,9246,7666,6679,6931,6309,6434,6888,4429,5569,2789,3648,1339,2126,661,1569
韶关市,15867,12889,79309,66037,128599,113838,148539,138448,122077,99363,84462,68656,115212,111370,141625,135964,134409,126075,94218,88424,90098,86064,67201,61520,51936,48189,51075,48573,40552,43910,25349,32094,12889,20453,6224,12153,2969,8803
北江区,640,593,2865,2593,4203,3572,4579,4191,6845,5515,6784,3669,9763,5781,8587,6575,7257,6050,4857,5007,5031,4867,3763,3807,2957,3114,3423,2805,2462,2168,1500,1267,598,789,259,430,149,369
武江区,944,872,4619,4040,6308,5570,6637,6162,9589,10142,7348,7510,9307,10144,10706,10591,10071,9282,7102,6731,6720,6624,5130,4565,3388,3281,3556,3257,2636,2464,1534,1600,719,963,321,578,149,495
浈江区,1053,903,4752,4148,6497,5720,6949,6052,9490,7473,11793,7662,10461,9643,11278,10241,10765,9621,7769,7295,7092,7161,6510,5992,4665,4007,4541,3627,2928,2550,1563,1514,662,913,299,532,142,377
曲江县,1848,1502,9877,8323,17885,16306,19449,18608,15826,12883,11657,9856,16743,15822,20901,18567,19195,16784,12242,11184,11611,10938,8271,7596,6122,5907,6057,6129,5159,5678,3223,4465,1771,3065,911,1816,462,1392
始兴县,1375,1180,6485,5519,10033,8821,12156,11348,9083,7731,4180,3810,6940,8055,10466,11155,10360,10778,5779,5596,6583,6795,4782,4479,3435,3325,3777,4147,3245,4184,2083,2993,911,1772,391,1033,152,747
仁化县,934,802,4508,3999,6886,6266,9906,9318,6781,5416,4467,3697,7035,6896,9089,8367,8412,7847,5310,5117,5215,5385,4227,3802,3209,2770,3043,2731,2400,2363,1451,1709,774,1103,420,708,225,625
翁源县,1624,1352,9569,7342,19326,17152,19989,18625,13305,9862,6374,6050,10175,11831,14916,15828,14452,14040,11608,9579,10233,7959,6635,5669,6123,5577,5595,5606,4565,5426,2840,4059,1431,2581,641,1514,330,1173
乳源瑶族自治县,995,812,5056,4350,8741,8103,9858,9432,8666,7310,6745,5664,8216,6885,9224,7435,8598,7047,6511,5575,5346,4917,3900,3574,2986,2852,3077,2853,2583,2671,1659,1979,921,1238,459,804,227,625
新丰县,1263,801,6449,5045,10092,8905,11952,10940,9060,7357,3813,3584,4557,5780,6992,7905,7525,7831,6396,6287,5602,4583,3852,3330,3712,3234,3549,3272,3029,3141,2005,2456,1095,1556,566,882,251,739
乐昌市,2680,1986,12545,10218,19819,17590,24755,22871,18488,14423,13860,9848,19687,15860,21444,19082,20332,18256,14995,14414,14216,14567,11062,10042,8372,7344,7585,6968,6010,6010,3973,4399,2220,2762,1163,1807,582,1209
南雄市,2511,2086,12584,10460,18809,15833,22309,20901,14944,11251,7441,7306,12328,14673,18022,20218,17442,18539,11649,11639,12449,12268,9069,8664,6967,6778,6872,7178,5535,7255,3518,5653,1787,3711,794,2049,300,1052
深圳市,26670,20542,107174,77272,117894,85480,90388,69909,335455,696019,736343,1015646,752319,665624,545967,399134,323876,213627,155162,93476,102697,68939,59148,43244,33268,30488,29634,27501,19228,19493,10588,12377,5211,7691,2193,4457,1177,3520
罗湖区,3625,3043,13798,10705,17086,12638,15244,12112,31321,44211,64350,78994,75811,71624,62079,50937,45776,33768,25767,17416,16984,13102,10107,8145,5643,5680,5472,5226,3613,3360,1821,1831,766,1104,308,644,168,526
福田区,4158,3504,16829,13078,20296,15509,18147,14678,31400,49379,74276,88957,94321,81471,80342,60745,58137,39326,30674,19243,20034,14182,10869,8588,6665,7197,6963,6479,3989,3577,1811,1727,658,970,240,539,156,457
南山区,3215,2554,13228,10050,14402,10764,10721,8096,29412,51253,70849,83804,81567,64717,66312,45438,41461,24935,19446,10524,12250,7744,7518,5659,4612,4336,4050,3849,2451,2459,1215,1217,489,625,179,330,86,278
宝安区,9505,6765,35874,24698,37628,26549,26147,20046,147145,333406,330505,469798,304477,259164,197652,136129,101539,64387,44318,25622,29732,18913,16973,11698,9018,7272,7189,6584,5020,5464,3237,4125,1913,2675,837,1545,463,1117
龙岗区,5713,4311,25384,17302,26031,18330,18232,13576,89553,204486,180933,271095,179531,173910,126964,96542,69017,46260,31040,18536,21212,13573,12425,8336,6665,5391,5418,4854,3786,4243,2307,3234,1297,2171,593,1300,297,1060
盐田区,454,365,2061,1439,2451,1690,1897,1401,6624,13284,15430,22998,16612,14738,12618,9343,7946,4951,3917,2135,2485,1425,1256,818,665,612,542,509,369,390,197,243,88,146,36,99,7,82
珠海市,7357,5836,29547,23980,40011,33973,39669,33529,49249,73885,72450,95999,92732,94956,83362,76503,64657,53203,39052,30383,31802,26651,20566,18223,12497,12087,12391,11114,9883,9457,6873,6998,3834,5060,1644,2985,837,2202
香洲区,5370,4260,18617,14581,21345,17464,18999,15658,31326,55364,57266,78727,73746,74960,63197,55532,45827,34919,24465,17547,17942,14284,11339,10120,6816,7363,7077,6880,5051,4836,3107,2996,1571,2130,666,1240,340,980
斗门县,1987,1576,10930,9399,18666,16509,20670,17871,17923,18521,15184,17272,18986,19996,20165,20971,18830,18284,14587,12836,13860,12367,9227,8103,5681,4724,5314,4234,4832,4621,3766,4002,2263,2930,978,1745,497,1222
汕头市,32991,28647,177770,154569,292315,270620,256546,239596,213414,207802,160320,167757,192460,202199,195163,197517,180812,175049,157818,147535,142991,138460,95223,91661,62257,58234,63530,59344,54474,56015,41302,45931,22892,34835,10007,21824,4139,17260
达濠区,1512,1271,8292,7586,12031,11443,10887,10295,8943,8644,6304,6528,7328,7964,7259,7154,6422,5896,6020,5587,5487,4936,3571,3501,1757,1952,1875,2060,1739,2160,1366,1897,860,1537,457,1109,201,915
龙湖区,1625,1498,7562,6919,11868,10904,9982,8940,10201,12726,11319,14803,16017,16540,14669,13949,12487,11035,8967,8153,7607,6936,4926,4336,3062,2756,2814,2490,2158,1927,1449,1452,766,1249,326,682,134,654
金园区,2787,2558,12357,11516,19731,18469,18079,16617,17135,16557,14219,15679,19914,22427,20549,21822,22225,22666,19624,19492,17116,16764,12118,11922,7983,7342,8003,8017,7054,7225,5188,5041,2649,3227,1061,2205,545,1804
升平区,1676,1435,8078,7203,12964,12558,12520,11844,12724,11268,11981,9975,11914,11710,12845,12829,13769,13530,12460,11581,10827,9953,7360,6227,4333,3917,4285,4396,3774,4699,3414,4060,1864,2609,865,1643,433,1245
河浦区,657,592,4069,3758,5774,6007,4117,4117,3578,3471,2754,2949,3070,3320,2933,2853,2386,2220,2364,2015,2214,2085,1462,1303,851,801,900,825,864,830,731,741,486,791,221,467,85,362
南澳县,284,300,1693,1647,3867,3715,4146,3890,3141,2466,1850,1678,2541,2584,3005,2865,3543,3270,2944,2872,2850,2755,1748,1552,1075,1079,1046,1039,786,979,586,810,349,607,135,335,61,259
潮阳市,20077,17081,109396,90970,185036,167400,153396,143442,118728,113129,80181,83546,95839,100888,97756,99885,81781,80808,73756,67622,67944,66437,45787,44533,30516,27132,32119,27855,26696,26091,19314,21872,11290,16913,4900,10651,1916,8129
澄海市,4373,3912,26323,24970,41044,40124,43419,40451,38964,39541,31712,32599,35837,36766,36147,36160,38199,35624,31683,30213,28946,28594,18251,18287,12680,13255,12488,12662,11403,12104,9254,10058,4628,7902,2042,4732,764,3892
佛山市,25914,20521,123765,97910,156216,134444,164354,149641,249519,297334,361319,354420,443542,362044,374118,282434,263630,201460,158749,131268,140119,132611,102203,102471,65011,65288,57719,55992,41063,46892,31517,40124,20418,31141,10298,20355,5391,16494
城区,1567,1424,5857,5060,7419,6459,8271,7716,10294,12562,12930,14713,16619,16607,15449,14688,14650,13847,11736,11485,10571,10687,8517,8528,5991,6210,6143,6361,4967,5036,3152,3194,1628,2224,785,1570,436,1353
石湾区,2281,1889,10804,8257,10635,8692,9529,8088,21691,28593,39636,40251,47574,39446,39353,27306,25313,16627,13531,9251,10612,8281,7116,6548,4532,4485,3566,3552,2300,2829,1637,2086,1012,1650,562,1130,307,998
顺德市,8902,6953,42948,34291,53011,45382,53382,48872,78639,82746,114425,105591,140705,113582,120138,91270,83805,63808,50136,42098,45952,44730,31782,34055,17900,19540,17575,18577,13006,15538,10049,13292,6387,9706,3119,5860,1719,4681
南海市,8931,6996,44439,34981,56668,49576,64099,58228,106570,141707,154834,160837,187152,153390,154548,113807,103739,76333,59333,46765,51654,48394,38070,37733,24585,23873,19990,17743,13182,14390,10826,13148,7269,10807,3860,7453,1982,5849
三水市,2374,1865,11761,9489,16830,14251,16962,15492,18858,19135,23488,19166,31289,23977,26939,21470,21028,18381,13849,12814,12581,12341,9983,9526,6841,6519,6172,5552,4247,5136,3460,4981,2378,3958,1206,2753,589,2478
高明市,1859,1394,7956,5832,11653,10084,12111,11245,13467,12591,16006,13862,20203,15042,17691,13893,15095,12464,10164,8855,8749,8178,6735,6081,5162,4661,4273,4207,3361,3963,2393,3423,1744,2796,766,1589,358,1135
江门市,21920,18027,102229,86707,164428,145273,184379,169853,162089,161948,147328,152623,182577,195983,180218,195053,173347,175126,139844,131119,142266,131227,109289,98988,65010,58863,63971,54528,54800,56859,44380,50124,29486,41983,13658,25001,6590,19733
蓬江区,2058,1869,7205,6236,9456,8097,10036,9020,14685,15477,20169,19202,22498,22667,20011,19007,18209,15914,12328,11398,11056,10640,8604,8742,4918,5037,5004,5389,4252,4525,3000,3093,1575,2282,768,1369,385,1112
江海区,1005,827,4741,4231,6173,5718,6994,6361,8311,9649,9490,9444,12121,11901,10956,10123,9081,7793,6217,5309,5908,5918,4294,4303,2528,2597,2449,2370,2008,2236,1560,1847,1002,1443,435,838,203,640
台山市,5065,4148,23439,19912,41558,35454,47185,42215,35115,32128,28779,29579,35303,42904,39172,48291,40622,43904,36746,33524,38802,33217,30307,24388,16803,13385,17608,13406,15029,14756,12526,13704,8606,11537,4045,7326,2063,6165
新会市,4645,4119,23192,20481,36875,33787,42320,39947,39984,40047,34761,34854,46615,46446,44072,44767,42059,40423,33031,30466,33868,32338,25014,24920,13907,14261,14032,12569,12263,13281,10107,11691,6479,10128,2950,5876,1383,4467
开平市,4011,3258,19295,16900,30528,28345,34510,32260,27325,27046,19021,21364,26379,30841,27302,32061,26320,29999,22320,23644,24015,23130,18402,17753,11393,10283,10714,8946,8816,9925,7456,9478,5242,7999,2384,4865,1127,4035
鹤山市,2111,1720,9748,8469,14172,13079,15433,14781,16808,20855,20221,23171,22332,22316,19242,18738,17816,15803,13275,11868,12857,12047,10209,9118,6903,6575,6327,5603,5482,5386,4307,4782,3065,4451,1497,2687,656,1869
恩平市,3025,2086,14609,10478,25666,20793,27901,25269,19861,16746,14887,15009,17329,18908,19463,22066,19240,21290,15927,14910,15760,13937,12459,9764,8558,6725,7837,6245,6950,6750,5424,5529,3517,4143,1579,2040,773,1445
湛江市,56176,39304,265342,184918,421332,337158,428066,373080,312967,253104,196905,172780,200140,210621,220996,236926,210543,218387,184168,184889,157402,151637,130224,109306,104600,89952,99506,88689,84954,78721,64243,60982,36651,38436,18639,22946,9811,16201
赤坎区,1295,1194,5782,4517,8162,6360,9341,8064,11825,12607,11312,11444,10382,11052,10098,10529,9901,9973,8574,8682,7142,6936,5657,4783,3906,3633,3572,3561,3061,3176,2305,2174,1330,1353,641,814,295,564
霞山区,2415,1932,10329,7363,15213,11745,17391,14509,17627,16961,16734,16166,18361,20156,18540,18942,17928,17344,14995,14562,11689,12428,9660,8636,7470,7168,6731,6648,5462,4978,3576,3081,1993,1805,854,1095,381,775
坡头区,3062,2127,12766,8449,22929,18184,26307,23441,18330,14684,11239,9321,10787,10862,10881,12183,10502,11758,9622,10023,8939,8576,7205,4989,5565,4450,5142,4137,4339,3603,3489,3250,2171,2232,1114,1379,501,867
麻章区,3860,2469,16354,11488,27501,22484,28013,24718,27687,22765,20280,14113,13310,13418,14350,14081,13550,12823,11768,11541,9888,9844,8157,6179,6479,5624,5587,4984,4949,4703,4092,4140,2554,2941,1383,1719,605,1219
遂溪县,7733,5442,32462,23427,55071,45751,56707,50551,40859,32802,24174,20854,26145,27174,30276,32286,28864,28418,25203,23914,21822,19513,17493,14886,14090,12316,13917,12148,12153,11092,9151,8572,5512,5755,2817,3413,1682,2570
徐闻县,5797,3577,24452,17174,39972,32126,42840,38353,30736,26343,20286,19390,23559,23817,26085,25561,24053,22884,20133,18360,15474,14140,11684,10475,9533,9015,9377,9449,8375,8298,5980,6403,2596,3480,1431,2118,1221,1931
廉江市,12252,9988,56450,36928,89016,67275,91608,79017,58905,41587,28164,24002,30102,34782,39147,45804,39606,44965,36338,38813,33585,31743,29631,21967,24441,18794,22400,18511,18883,17034,14664,13155,9202,9071,5122,5913,2698,4201
雷州市,10173,7161,67112,50142,97962,81044,91931,79284,65368,52936,40466,36540,43573,42801,47232,46969,43187,40485,37608,34796,29361,26070,23463,21246,18971,17004,19267,18101,16560,15647,12340,12233,5853,6356,2551,3282,1235,1988
吴川市,9589,5414,39635,25430,65506,52189,63928,55143,41630,32419,24250,20950,23921,26559,24387,30571,22952,29737,19927,24198,19502,22387,17274,16145,14145,11948,13513,11150,11172,10190,8646,7974,5440,5443,2726,3213,1193,2086
茂名市,49319,31096,226269,142815,399711,314085,384213,343738,263086,206166,138625,126430,149641,178886,175954,216656,171590,193770,146451,146573,135827,129007,115708,96752,99632,85250,93377,79689,79755,74267,58182,56384,34601,37000,16008,20781,7268,13864
茂南区,4944,3248,21857,14287,38174,30845,38008,34267,31957,27328,25118,21693,27796,29249,28956,30620,25023,25384,18765,19098,16578,18099,15217,13929,11347,10539,11678,9260,8714,7635,5752,5585,3469,3699,1558,2211,802,1612
电白县,13776,8614,63358,40011,110695,86474,109335,95969,83184,64844,49529,41774,45818,50127,50157,56874,48194,51247,40749,39300,35744,34157,29322,24156,23237,19717,22435,19279,19969,18635,15145,13948,9343,9227,4302,5087,2077,3410
高州市,11887,6814,52323,29794,97041,72733,89532,78705,55317,42303,22121,23199,29769,40217,40847,54739,42369,49305,35888,34224,35435,29635,28638,23235,26362,21890,23345,19933,20389,19780,14710,15086,8260,9482,3707,5274,1557,3287
化州市,10466,6725,45046,27165,80809,60812,80054,70069,53160,40816,24349,21226,25259,30259,27930,36259,27941,35388,26177,29784,24957,26277,23341,19879,20725,17041,19233,16406,16158,14401,11923,11085,7242,7650,3390,4285,1390,2719
信宜市,8246,5695,43685,31558,72992,63221,67284,64728,39468,30875,17508,18538,20999,29034,28064,38164,28063,32446,24872,24167,23113,20839,19190,15553,17961,16063,16686,14811,14525,13816,10652,10680,6287,6942,3051,3924,1442,2836
肇庆市,30970,21561,124882,95695,190478,167189,190182,175260,154124,138292,96569,95680,125523,134458,147545,154501,137174,136881,101031,101434,99659,101518,76771,74859,61483,59311,57437,57525,46849,53750,32367,42281,19085,28995,8560,17410,3720,12090
端州区,2427,1885,8901,6775,10919,8988,11410,9830,19350,23020,19822,21875,21118,22300,19745,19457,16773,16059,11830,11400,10102,10685,8804,8630,6716,6331,6198,5772,4486,4383,2753,2907,1309,1873,593,1153,235,928
鼎湖区,605,446,4412,3033,7390,6292,8187,7468,6804,6382,4255,4064,5701,5504,6471,6347,6000,5960,4419,4490,4207,4460,3133,3306,2577,2429,2119,2164,1536,2028,1276,2010,866,1487,452,979,185,648
广宁县,4461,2786,13782,9386,21551,17107,24751,22597,18843,15073,7730,7780,10248,13401,14048,17301,14872,17132,13339,14414,13878,14120,10416,9593,7847,7294,7975,7762,7239,8027,5029,6035,3247,4416,1366,2522,614,1629
怀集县,7888,5992,35655,29357,55979,52203,52443,49824,34661,29019,16969,16815,21567,26743,26078,31688,23597,26333,17610,19292,17865,19073,13987,13937,11183,11751,11171,11884,9040,10384,5650,7183,2972,4571,1322,2649,559,1550
封开县,3934,3036,16206,13488,24966,21981,22673,20456,14957,11424,7852,7261,12034,13174,17427,17492,17418,16184,12505,11382,11041,10577,8486,8028,8005,7815,7391,7705,6004,6746,3614,4759,1987,3232,887,1889,399,1277
德庆县,2645,1897,11088,9090,16753,15221,16597,15636,13382,10741,7234,6304,10644,10776,14935,14256,15286,12834,10842,9757,10204,8989,7278,6067,6087,5645,6101,5928,5155,5456,3490,4198,1819,2642,802,1454,353,1003
高要市,5775,3340,22397,15652,34527,29875,35267,32757,27756,25781,16728,16428,24251,24183,27774,28044,24756,24700,17300,17872,19334,21049,14885,16099,11949,11607,10070,10091,8003,10189,6586,9464,4312,6545,1958,4050,846,2925
四会市,3235,2179,12441,8914,18393,15522,18854,16692,18371,16852,15979,15153,19960,18377,21067,19916,18472,17679,13186,12827,13028,12565,9782,9199,7119,6439,6412,6219,5386,6537,3969,5725,2573,4229,1180,2714,529,2130
惠州市,16878,12726,95761,75708,147885,132302,135192,124513,162973,200783,172254,195388,184699,185706,174234,164304,140041,123859,90581,78301,74978,66937,56291,47301,40461,34946,42373,38411,37202,39207,25556,30777,14103,20617,6532,12758,3359,10178
惠城区,3080,2474,14017,11047,19658,16530,16468,14310,29801,44768,38732,51448,43056,43786,38503,34127,27476,23000,16768,13548,12549,10937,9095,8047,5987,5846,6231,5948,4984,5325,3215,3628,1562,2198,704,1389,330,1114
博罗县,4693,3392,25314,20191,35455,33056,33431,30909,39724,41573,39020,39374,40734,40284,38948,37035,33567,29779,23434,21485,20371,19416,15223,13491,11894,10264,11847,10616,10481,10844,7285,8722,3962,5764,1810,3441,969,2679
惠东县,3957,3185,27509,22354,43607,39645,37147,34624,33758,36295,28502,30552,33288,35427,34274,34689,29641,27108,19828,17136,16029,14529,12729,10393,9437,7946,10805,9439,9591,9597,6198,7142,3383,5042,1610,3265,827,2653
龙门县,1590,1223,8236,7062,13432,12634,16395,15456,13326,10528,7488,6781,9955,9742,12807,11726,13013,11817,9107,8037,8250,7313,5900,4827,4882,4004,5085,4521,4441,4450,3049,3475,1666,2264,823,1283,404,957
惠阳市,3558,2452,20685,15054,35733,30437,31751,29214,46364,67619,58512,67233,57666,56467,49702,46727,36344,32155,21444,18095,17779,14742,13344,10543,8261,6886,8405,7887,7705,8991,5809,7810,3530,5349,1585,3380,829,2775
梅州市,25192,19342,125571,98479,226049,201709,244235,229818,173467,148161,79601,86621,113289,140887,139173,163139,146282,160475,125721,122090,125998,116991,94056,77211,73891,58021,72054,62749,61821,67458,41829,53105,24817,39126,12359,25221,6323,19855
梅江区,1731,1552,7041,6194,11201,9852,12646,11384,17397,17260,12501,11176,15539,16083,15638,14432,15231,14199,11769,10769,10092,10087,7837,7078,5893,4485,5603,4656,4954,4716,3184,3503,1640,2456,737,1658,291,1356
梅县,2521,2101,14441,12537,24397,22259,31126,29472,20522,17617,9493,10561,15686,19291,20914,22327,24424,24770,20458,18120,20098,16692,13825,10530,10233,7439,10485,8463,9548,11014,6400,8572,3811,6301,1854,4175,891,3393
