表4    各种受教育程度人口、平均受教育年限、文盲人口（全部数据）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
县市名,6岁及以上各种受教育程度人口（人）,,,,,,,,,,,,,,,,,,平均受教育年限（年）,,,15岁及以上文盲人口,,, 文盲率（%） ,,
,未上过学,,扫盲班,,小学,,初中,,高中,,中专,,大学专科,,大学本科,,研究生,,合计,男,女,合计,男,女, 合计 , 男 , 女 
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
徐水县,16187,21049,2350,4824,80402,96903,131776,110943,22972,16866,3876,4212,3051,2381,915,488,23,10,7.58,7.85,7.29,37132,16112,21020,8.71,7.52,9.91
定兴县,16387,20149,1962,5375,95995,110735,116589,97675,16264,10940,2607,3832,1888,1591,481,243,13,6,7.24,7.49,6.99,36223,16200,20023,8.95,8.04,9.85
唐县,17486,22467,3577,7704,70175,90164,123671,97125,19524,12027,3681,3685,2378,1632,542,259,13,5,7.34,7.71,6.95,39732,17367,22365,10.07,8.71,11.46
高阳县,8631,12353,809,1598,49676,52299,72211,63696,11054,8464,2650,3483,1598,1169,386,212,4,1,7.57,7.78,7.35,20945,8601,12344,8.54,6.93,10.17
容城县,5009,14608,393,604,50752,52800,46654,38303,8749,5762,1601,1745,1157,862,199,105,13,4,7.14,7.60,6.68,19341,4869,14472,10.32,5.26,15.27
涞源县,10205,16575,841,1133,55192,47952,43860,30538,10730,7899,2245,2195,1556,994,293,115,9,2,6.94,7.29,6.53,26441,10043,16398,13.40,9.43,18.05
望都县,5586,11625,489,920,36459,40900,59789,49739,13111,9539,2462,2720,1601,1147,361,163,3,1,7.76,8.14,7.38,17344,5595,11749,8.76,5.60,11.97
安新县,8084,19200,1758,3375,80272,92426,77907,58655,10365,6178,2042,2440,1543,1052,303,168,12,4,7.02,7.47,6.57,27336,8072,19264,9.00,5.36,12.59
易县,16810,20428,5348,12426,82279,93575,122218,95994,26391,16910,4292,4152,2753,1683,520,218,9,1,7.36,7.73,6.96,38312,16966,21346,9.05,7.77,10.42
曲阳县,16733,20887,3030,5581,92494,106593,114326,89409,16090,10385,2876,3598,1723,1440,318,188,11,7,7.17,7.45,6.88,37586,16707,20879,9.54,8.32,10.80
蠡县,13270,17592,1137,2742,74162,77378,128706,129762,15053,12601,1995,2615,1419,1238,325,246,20,12,7.65,7.78,7.53,30795,13230,17565,7.71,6.83,8.54
顺平县,8261,12592,471,1169,44954,51506,63340,51847,12491,8893,2458,2470,1763,1325,329,164,5,2,7.53,7.85,7.20,20685,8164,12521,9.24,7.19,11.34
博野县,6339,9484,650,1349,40863,43067,56488,50275,7539,6772,1405,1702,940,829,212,119,5,,7.49,7.68,7.29,15786,6311,9475,8.37,6.71,10.02
雄县,7437,14592,882,2821,71171,80992,58811,42945,10062,6451,1957,2189,1206,858,196,93,11,6,6.99,7.40,6.57,21571,7201,14370,8.78,5.87,11.67
涿州市,13857,17686,2510,6894,80588,90243,120392,104144,23837,20230,6984,8965,6048,4915,3567,1689,218,51,7.86,8.12,7.60,31449,13774,17675,7.15,6.26,8.04
定州市,28325,44484,4815,9785,179549,198346,243031,208505,45302,34255,8988,10382,5700,4740,1447,948,15,5,7.51,7.79,7.22,72538,28137,44401,8.54,6.62,10.46
安国市,9776,14267,1605,3505,54699,58567,91741,82130,14956,14315,2929,3896,1934,1714,465,350,18,4,7.70,7.90,7.51,23964,9714,14250,7.95,6.50,9.37
高碑店市,13414,21287,1489,3462,88969,104768,118795,104960,18530,13328,5020,5374,3765,2461,1035,481,39,9,7.51,7.82,7.20,34824,13457,21367,8.42,6.62,10.14
张家口市,64195,178915,128222,63128,723628,780189,756169,600887,206094,159879,71353,63923,51636,36069,16614,9155,242,90,7.43,7.72,7.13,328090,151940,176150,9.97,8.94,11.06
桥东区,2429,8826,3840,2529,22721,25705,50242,45638,24780,25269,12524,13078,10649,8592,5242,2748,111,47,9.43,9.75,9.12,12993,4780,8213,5.54,4.08,6.99
桥西区,2877,8604,1743,1933,24007,24981,43860,38426,18516,18737,8672,10529,7271,6273,3865,3052,65,24,9.13,9.42,8.85,11642,3469,8173,5.90,3.56,8.18
宣化区,3738,11238,3265,2166,32554,33734,63711,54710,24311,25016,12097,11757,8019,6263,2876,1422,24,6,8.89,9.17,8.61,16308,5399,10909,6.27,4.10,8.50
下花园区,935,2372,1149,1201,10515,10637,13716,10724,4252,3736,1546,1387,1003,659,277,95,0,,7.95,8.28,7.59,3736,1390,2346,6.75,4.82,8.84
宣化县,7365,14056,6472,3333,54518,54922,57572,43832,12860,7862,2791,1719,3005,2616,417,164,9,3,7.21,7.50,6.88,24134,10672,13462,10.59,8.85,12.54
张北县,8584,15664,2820,4761,66466,75065,44018,31269,10480,6486,3902,3239,2280,1079,396,149,3,4,6.79,7.27,6.30,24210,8428,15782,10.52,7.29,13.78
康保县,3223,9901,11794,7230,39593,51061,38870,28147,8677,4909,2612,1551,1729,784,244,86,0,,6.68,7.07,6.28,20944,10976,9968,11.96,12.31,11.60
沽源县,2678,8150,9142,4468,31164,37998,31579,23045,7391,4397,2027,1249,1315,667,144,65,3,,6.78,7.11,6.43,16980,8847,8133,12.42,12.50,12.33
尚义县,3462,7955,5543,4375,29521,37933,24221,17391,6486,3503,2112,1293,1397,537,155,62,0,,6.68,7.18,6.18,14910,6709,8201,12.35,11.13,13.58
蔚县,3749,18428,21550,6143,87332,89857,83513,63700,17088,11098,4260,2850,2612,1412,514,226,2,1,6.97,7.17,6.74,38352,20871,17481,11.19,11.40,10.95
阳原县,5191,13343,5993,2821,44635,48558,50528,40002,10430,5943,3074,2172,1891,946,277,99,0,,7.14,7.53,6.72,22126,9136,12990,11.47,9.21,13.86
怀安县,2407,9634,9437,4574,37417,44388,41534,33139,11297,7018,3196,2700,1672,888,309,100,3,,7.16,7.49,6.80,19058,9603,9455,10.99,10.84,11.14
万全县,2307,8948,7704,2466,38728,42082,38671,31309,8194,5350,2201,1615,1572,821,244,78,1,1,7.11,7.37,6.82,17396,8558,8838,10.98,10.49,11.51
怀来县,3351,13312,10850,2634,66249,63938,58000,50774,12054,9989,3364,3501,2354,1655,584,346,8,3,7.22,7.34,7.08,25862,12632,13230,10.34,9.76,10.98
涿鹿县,3309,12048,12093,4011,67029,65214,58662,46058,16001,11661,3169,2620,2142,1303,475,209,7,1,7.20,7.38,7.00,26026,13416,12610,10.05,9.71,10.45
赤城县,6644,11442,10095,6607,51238,51202,39258,28465,8619,5870,2586,1795,1508,965,319,143,4,,6.60,6.86,6.32,23274,11905,11369,12.01,11.52,12.58
崇礼县,1946,4994,4732,1876,19941,22914,18214,14258,4658,3035,1220,868,1217,609,276,111,2,,6.96,7.24,6.66,10139,5149,4990,12.06,11.79,12.35
承德市,63277,138000,17504,35338,560030,630666,694862,514611,154548,94231,56177,53319,38203,26990,11855,6703,330,97,7.65,8.11,7.15,271988,106901,165087,10.50,8.03,13.12
双桥区,2614,7186,897,1161,27189,28255,49529,44753,17186,16379,13186,16891,13857,12152,5832,4275,221,70,9.66,9.90,9.42,10685,3085,7600,4.62,2.68,6.52
双滦区,1090,2883,236,532,13086,12662,19716,17031,5280,4500,3372,2857,1786,1328,835,307,11,3,8.52,8.85,8.16,5072,1767,3305,6.74,4.52,9.13
鹰手营子矿区,1140,2594,192,344,10104,9794,15224,13293,3373,3079,1791,1872,1022,582,305,76,9,1,8.17,8.47,7.85,4883,1972,2911,8.87,6.98,10.87
承德县,9670,20628,2491,4616,82094,87001,94976,68381,20513,11736,6171,4621,3061,1850,792,347,12,4,7.40,7.87,6.87,40616,16582,24034,11.69,9.14,14.48
兴隆县,4373,8674,2266,4659,50461,57624,68897,52700,13400,7599,4348,3922,2613,1754,529,258,17,6,7.66,8.08,7.22,20941,8711,12230,8.91,7.16,10.78
平泉县,7511,17305,2430,5419,71435,85232,97254,69927,17158,10196,6231,6094,3625,2169,930,397,3,2,7.52,8.02,7.00,34741,13711,21030,10.24,7.93,12.65
滦平县,6142,11214,2022,4281,51875,58395,68659,51912,13363,7422,3414,3108,2058,1266,442,216,9,3,7.48,7.91,7.02,25225,10817,14408,10.59,8.74,12.58
隆化县,7554,16637,2084,4705,67456,74790,76723,55073,17864,9730,4787,4321,2649,1621,618,256,14,3,7.39,7.90,6.84,32538,12762,19776,11.26,8.57,14.12
丰宁满族自治县,6443,13350,1371,2679,62436,69627,70871,51859,15911,9236,4329,3502,2296,1373,533,234,17,3,7.48,7.92,7.00,27510,11083,16427,10.43,8.09,12.97
宽城满族自治县,4138,9957,1225,2458,40186,47258,45726,30873,11134,5580,3614,2655,2242,1332,536,171,13,1,7.45,8.03,6.82,18622,7049,11573,10.97,8.04,14.10
围场满族蒙古族自治县,12602,27572,2290,4484,83708,100028,87287,58809,19366,8774,4934,3476,2994,1563,503,166,4,1,7.02,7.65,6.37,51155,19362,31793,14.80,11.01,18.71
沧州市,187191,304599,7935,21946,1096654,1330076,1424575,1094635,259705,157217,82186,96673,57161,42635,19204,9628,479,115,7.50,7.89,7.10,491459,186254,305205,9.68,7.29,12.10
新华区,2685,5275,103,494,18679,21797,29618,27845,13837,11921,8275,8820,5604,4474,2013,1122,47,14,9.14,9.48,8.81,7971,2646,5325,5.66,3.80,7.48
运河区,4576,7652,328,778,27806,30065,44022,38780,19389,16159,11918,15896,12959,10943,4968,2904,97,49,9.48,9.73,9.22,12127,4513,7614,5.56,4.11,7.03
沧县,22724,26961,652,1726,124514,154736,132913,99549,17168,9027,2862,2883,1310,1045,294,157,2,,7.01,7.31,6.71,49607,22683,26924,10.13,9.22,11.04
青县,12455,16586,362,951,67536,85683,77730,58304,13794,6927,3631,5635,2137,1540,564,269,2,3,7.27,7.62,6.93,29275,12486,16789,10.23,8.74,11.71
东光县,10041,16398,755,1599,61309,74493,73476,55617,11417,5935,3431,3587,2125,1338,447,225,10,1,7.25,7.66,6.83,27230,10257,16973,10.31,7.69,12.98
海兴县,6499,9369,374,1091,31737,43370,42726,29888,6741,3030,2183,1882,1207,677,253,100,5,,7.21,7.69,6.72,15908,6479,9429,10.98,8.90,13.09
盐山县,11964,17436,840,2108,80856,100245,79835,53397,12680,5843,3335,3947,1812,1076,348,170,8,4,7.05,7.46,6.62,29226,11871,17355,9.74,7.82,11.71
肃宁县,6607,15897,241,895,56917,60725,75878,60021,11950,8240,3198,3793,1949,1549,378,198,15,4,7.52,7.91,7.12,22329,6479,15850,8.94,5.10,12.91
南皮县,7812,19113,852,1948,64132,76139,67302,47444,13783,6331,2632,2770,2096,1064,322,155,9,,7.13,7.72,6.53,26802,7738,19064,10.37,5.98,14.77
吴桥县,7108,12037,174,720,42148,52156,65595,53551,11241,6025,3280,3507,1831,1180,369,136,6,1,7.60,7.99,7.19,19070,7060,12010,8.57,6.29,10.89
献县,14821,28091,643,1589,89203,108332,127649,95872,18019,9805,4180,4295,2443,1490,431,186,11,2,7.31,7.76,6.84,42698,14693,28005,10.37,7.04,13.79
孟村回族自治县,6057,8513,172,530,28932,37646,38279,29267,7090,3760,1468,1635,1211,724,261,102,6,,7.31,7.72,6.90,14539,6014,8525,10.99,9.10,12.88
泊头市,15811,23940,407,1149,81143,99754,131020,107391,22929,12543,5685,6783,3281,2470,870,437,28,5,7.60,7.95,7.24,39822,15776,24046,9.24,7.28,11.22
任丘市,22322,35153,611,1769,114794,135839,168245,133480,33250,24473,13434,17561,9084,7582,5600,2524,181,24,7.83,8.17,7.49,57553,22284,35269,9.76,7.50,12.06
黄骅市,12193,25631,488,1093,86527,95733,95450,72411,19294,10895,6025,5791,3907,2304,965,417,19,2,7.36,7.83,6.86,37363,11858,25505,10.50,6.66,14.36
河间市,23516,36547,933,3506,120421,153363,174837,131818,27123,16303,6649,7888,4205,3179,1121,526,33,6,7.36,7.77,6.96,59939,23417,36522,10.32,8.03,12.63
廊坊市,26086,81925,15324,39432,710420,795312,811321,656194,147051,102696,46728,54027,46007,36210,16962,8962,746,204,7.84,8.19,7.48,220233,69756,150477,7.58,4.76,10.44
安次区,1494,4069,1357,3283,62640,66169,69203,59370,12512,10196,5685,6818,7448,6536,3145,1678,142,59,8.26,8.49,8.02,16688,3001,13687,6.20,2.19,10.35
广阳区,2119,7225,993,2436,49562,51172,67108,61502,23376,20799,12417,15504,13421,10805,7653,4193,385,89,9.16,9.46,8.85,15822,3034,12788,5.28,2.01,8.57
固安县,3918,11490,1798,4326,74106,82604,89913,72731,14223,9061,4044,4018,3177,2638,703,339,22,5,7.62,8.00,7.24,25187,7991,17196,8.23,5.19,11.31
永清县,2921,8489,1934,4020,78021,82147,79691,61958,12816,8255,2870,3280,1706,1190,357,190,16,1,7.48,7.80,7.14,24381,9213,15168,8.52,6.24,10.94
香河县,1979,8933,877,3384,54613,59153,69671,59132,12557,9565,3182,3628,2085,1579,518,273,4,,7.76,8.15,7.38,18398,5113,13285,7.75,4.33,11.16
大城县,3276,9249,1842,4325,89839,110546,96098,70002,13754,7463,3030,3728,1695,1143,384,252,7,1,7.41,7.81,7.01,28741,10884,17857,9.07,6.87,11.28
文安县,3197,8574,2221,5104,93525,116498,100533,70158,14150,5941,3090,3123,1723,1065,447,205,8,5,7.37,7.80,6.93,28137,10483,17654,8.43,6.21,10.70
大厂回族自治县,393,1445,830,3002,18583,18951,25999,22832,5023,3976,1321,1664,975,783,228,147,5,2,7.94,8.26,7.61,6349,1201,5148,7.34,2.77,11.93
霸州市,4040,11066,2002,4904,114717,125201,117139,95198,17492,11688,5113,5458,3032,1808,934,391,21,3,7.55,7.86,7.23,31251,11329,19922,7.50,5.38,9.66
三河市,2749,11385,1470,4648,74814,82871,95966,83311,21148,15752,5976,6806,10745,8663,2593,1294,136,39,8.21,8.60,7.81,25279,7507,17772,7.14,4.26,10.01
衡水市,54465,117565,43538,62088,661314,731421,969652,833648,157724,107632,45932,54147,27113,21269,8355,5148,123,30,7.68,7.98,7.38,240646,88779,151867,7.41,5.44,9.40
桃城区,4128,12727,2057,2085,51965,53931,81713,72903,26615,21490,16844,21888,9891,9233,4518,2892,77,23,8.85,9.10,8.59,20144,5938,14206,5.93,3.51,8.33
枣强县,4792,10850,3951,5985,58801,66440,92651,79212,13957,8608,2776,2875,1690,1288,373,221,7,1,7.60,7.94,7.26,21913,7972,13941,7.29,5.26,9.35
武邑县,4676,7974,4437,6632,45958,54455,77836,65544,13418,7322,2913,3082,1586,1022,344,206,6,2,7.61,7.96,7.26,19456,8072,11384,7.86,6.43,9.33
武强县,2779,5891,2202,3530,34866,37537,50895,43386,6764,4325,2146,2568,1026,718,262,156,1,,7.57,7.87,7.26,12643,4465,8178,7.66,5.34,10.03
饶阳县,4011,6171,4248,5920,49101,52141,69793,61626,9065,7889,2293,2717,1259,941,298,195,1,1,7.55,7.74,7.36,17463,7530,9933,7.64,6.54,8.75
安平县,4730,8629,3004,4685,51645,52598,77632,70842,12696,10194,2334,3071,1476,1198,321,248,6,,7.71,7.92,7.50,18483,6947,11536,7.22,5.40,9.06
故城县,6597,13152,5781,9409,70592,87940,110443,87236,14050,7844,2824,2915,1830,1116,419,201,4,,7.38,7.79,6.97,27874,10777,17097,8.04,6.23,9.85
景县,7007,13365,5683,7791,73623,87427,122051,103227,15855,8709,3751,3694,2227,1415,431,249,1,1,7.55,7.88,7.21,29022,11350,17672,7.74,6.01,9.49
阜城县,5150,10094,2847,3646,51501,59441,78194,65546,11714,6865,2802,3116,1594,1007,273,152,1,1,7.57,7.90,7.24,19909,7436,12473,7.86,5.83,9.93
冀州市,3737,13737,2037,2846,69391,73594,78576,69438,15929,11306,3198,3544,2207,1520,581,318,13,,7.59,7.96,7.23,20772,5589,15183,7.15,3.86,10.40
深州市,6858,14975,7291,9559,103871,105917,129868,114688,17661,13080,4051,4677,2327,1811,535,310,6,1,7.47,7.70,7.22,32967,12703,20264,7.42,5.66,9.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,
山西省,494072,1049292,125764,241475,5035395,5283715,6987756,5650228,1540258,1118910,531483,571939,449507,334568,195122,119426,7946,4506,8.02,8.36,7.67,1368735,399297,969438,5.68,3.21,8.31
太原市,45701,95297,7326,16931,386640,356660,631292,504712,214849,200644,114496,140974,123080,110801,96170,63072,5259,3293,9.36,9.57,9.12,122093,34912,87181,4.55,2.49,6.80
小店区,5340,10938,815,1935,48282,45535,78587,65787,28906,28184,29261,37368,22506,20830,19232,14827,1220,895,10.03,10.17,9.88,13938,3793,10145,3.46,1.85,5.12
迎泽区,3670,10023,595,1609,36515,36391,74695,63979,38623,38493,16946,22527,28337,28377,23433,19148,1657,1045,10.57,10.75,10.40,11415,2417,8998,2.88,1.22,4.57
杏花岭区,3289,9998,1413,4889,45785,45843,95478,78535,44385,44363,20162,24869,26153,23193,13680,9147,691,375,9.94,10.19,9.68,10711,1921,8790,2.47,0.87,4.14
尖草坪区,4068,9524,905,2174,34510,31907,68713,54225,21781,19702,12147,16829,12411,10277,11189,5540,410,225,9.45,9.73,9.14,11974,2947,9027,4.31,2.02,6.85
万柏林区,6537,13894,862,1604,57191,51049,107533,84563,40270,35960,19936,21225,22803,19337,25571,12632,1213,731,9.76,10.03,9.45,18691,5539,13152,4.06,2.22,6.24
晋源区,3666,7128,461,884,27801,24815,32805,27670,9345,9004,5526,7604,3591,3076,1478,894,26,11,8.34,8.52,8.15,9212,2832,6380,6.63,3.98,9.41
清徐县,5848,11289,674,1475,63238,52189,76113,55935,11416,10653,2485,2932,1835,1842,456,269,6,6,7.64,7.82,7.42,12952,3586,9366,5.32,2.68,8.53
阳曲县,3192,5888,851,1354,24481,24299,30882,23899,5669,4036,1699,1444,1227,896,243,167,8,,7.53,7.87,7.16,8529,2837,5692,8.03,5.06,11.35
娄烦县,5388,8539,287,351,20716,18800,18062,12805,4616,2738,1684,1422,1127,703,198,95,5,,6.92,7.37,6.40,13088,4935,8153,17.13,11.99,23.14
古交市,4703,8076,463,656,28121,25832,48424,37314,9838,7511,4650,4754,3090,2270,690,353,23,5,8.13,8.39,7.84,11583,4105,7478,7.79,5.15,10.84
大同市,39342,83622,19625,35886,475685,511393,598702,474568,170738,128588,55971,55451,45991,30961,14824,8897,365,107,8.04,8.40,7.66,116973,36017,80956,5.20,3.10,7.43
城区,4851,14911,777,2081,44548,46676,87457,83764,56840,53833,23197,27631,24034,18779,8707,4783,246,70,9.80,10.14,9.46,18468,4031,14437,4.24,1.87,6.54
矿区,6959,13644,2589,4646,48828,50479,99514,87604,40053,33481,12326,12226,9215,5619,2644,1264,55,7,8.72,9.04,8.37,20496,6821,13675,5.51,3.59,7.53
南郊区,2256,4534,2273,4901,71500,74668,103223,78623,15205,9302,3888,3187,1723,1415,1548,2150,34,20,7.89,8.13,7.62,6366,2034,4332,2.06,1.24,2.97
新荣区,1022,1692,1592,2617,20803,21505,21879,15598,3935,2070,1310,948,720,383,112,33,4,1,7.38,7.75,6.96,2531,910,1621,3.25,2.17,4.50
阳高县,6731,15529,1172,1872,50678,55588,50132,37410,9514,4842,2561,1542,1700,639,273,103,3,,7.04,7.59,6.46,21632,6358,15274,11.54,6.63,16.69
天镇县,4584,10320,520,1026,34720,39436,38414,28950,6089,3310,1659,984,1009,397,198,67,3,,7.12,7.64,6.58,14462,4366,10096,10.91,6.48,15.50
广灵县,2489,4171,1019,1681,36971,35802,27449,21157,5474,3482,1568,1363,1257,727,217,102,3,,7.27,7.55,6.96,6538,2430,4108,5.62,3.95,7.51
灵丘县,1711,2996,2795,5061,41854,48257,40299,27326,8270,4033,2208,1375,1458,653,238,85,4,1,7.31,7.76,6.82,4279,1507,2772,2.87,1.92,3.93
浑源县,1156,1841,5509,9623,65438,77769,64005,47195,10343,5759,3003,3022,1920,994,423,142,9,3,7.32,7.68,6.94,1726,592,1134,0.74,0.50,1.00
左云县,4102,7076,738,1183,31054,30723,33012,21443,7611,4487,2139,1798,1423,745,234,88,1,3,7.39,7.81,6.90,10463,3741,6722,8.90,5.78,12.70
大同县,3481,6908,641,1195,29291,30490,33318,25498,7404,3989,2112,1375,1532,610,230,80,3,2,7.46,7.92,6.95,10012,3227,6785,8.40,5.16,11.96
阳泉市,23317,44632,5888,8549,189398,181256,280573,228150,68652,56393,24540,24933,20395,14971,6029,3164,115,33,8.14,8.41,7.84,56748,17219,39529,5.72,3.31,8.36
城区,1320,3546,130,411,14068,14263,30860,25431,16019,14850,7501,8852,7177,5761,2648,1474,44,12,9.83,10.06,9.58,3678,711,2967,2.69,1.01,4.50
矿区,3348,6118,383,599,24038,22681,49449,41423,17165,15627,5908,5367,4815,3475,1810,889,38,7,8.88,9.10,8.64,7156,2128,5028,4.02,2.27,5.98
郊区,6555,11232,1785,2253,40763,33529,65757,51841,14045,12356,3523,3259,3869,2849,641,356,14,5,7.96,8.18,7.70,15023,5027,9996,6.97,4.33,10.03
平定县,7066,15696,1984,3050,55864,55423,70275,56435,11570,7156,4503,4566,2478,1556,560,264,11,8,7.44,7.84,7.01,20072,5494,14578,8.11,4.32,12.11
盂县,5028,8040,1606,2236,54665,55360,64232,53020,9853,6404,3105,2889,2056,1330,370,181,8,1,7.57,7.81,7.30,10819,3859,6960,5.04,3.44,6.79
长治市,33066,73900,15059,30888,500243,541192,708648,572796,130440,91358,48435,49250,38005,25950,11051,6752,261,118,7.97,8.29,7.62,95381,27141,68240,4.04,2.22,5.98
城区,2227,7187,340,827,29273,32473,65725,60351,30302,27099,18458,22311,17082,13253,7088,5081,181,93,9.92,10.21,9.64,7889,1475,6414,2.67,1.00,4.37
郊区,1917,5619,917,2507,38365,40576,70072,56043,15843,11962,6203,6791,4184,2998,1081,471,12,3,8.43,8.73,8.10,6865,1574,5291,3.09,1.36,4.97
长治县,3469,10401,1373,3304,50904,61418,78873,63915,10677,6032,2489,1960,1695,933,253,121,4,1,7.59,8.04,7.13,12752,2862,9890,5.18,2.32,8.07
襄垣县,2584,5370,903,1714,41039,41191,57367,48967,9858,7407,3295,2734,2376,1601,656,274,23,4,7.96,8.21,7.68,7502,2345,5157,4.02,2.42,5.74
屯留县,2417,5378,1312,2766,41506,45664,60005,48509,7573,4562,2074,1790,1513,870,242,111,6,,7.67,8.00,7.32,6409,1728,4681,3.51,1.84,5.29
平顺县,2738,4170,1243,2076,29405,34727,34390,25455,5350,2463,1552,1011,1117,536,123,39,7,1,7.36,7.75,6.93,4148,1333,2815,3.55,2.19,5.03
黎城县,1994,3386,628,1083,28018,29567,34436,26364,6258,3663,1825,1355,1344,617,179,62,4,2,7.71,8.03,7.35,4349,1462,2887,3.72,2.36,5.27
壶关县,1790,4947,1519,3538,49114,60073,65301,50793,6940,3462,1851,1459,1388,703,176,66,1,,7.51,7.91,7.11,6319,1582,4737,3.15,1.56,4.77
长子县,3156,8434,2669,5971,53112,60538,83544,67739,11001,6204,2261,1791,1398,669,197,78,4,6,7.57,7.98,7.14,11512,3076,8436,4.62,2.43,6.89
武乡县,2934,4489,1630,2317,40257,38568,42107,32037,5418,3432,1826,1434,1534,837,169,69,4,,7.41,7.66,7.12,7133,2770,4363,4.90,3.52,6.52
沁县,2712,5219,589,1123,33665,31220,35328,28734,5920,3866,2306,2845,1208,743,201,92,3,2,7.58,7.83,7.31,7691,2603,5088,6.12,3.92,8.59
沁源县,2884,5009,529,672,31625,28196,32587,24669,5686,4920,1563,1561,1146,798,151,68,1,1,7.56,7.76,7.33,7491,2683,4808,6.57,4.33,9.22
潞城市,2244,4291,1407,2990,33960,36981,48913,39220,9614,6286,2732,2208,2020,1392,535,220,11,5,7.87,8.21,7.51,5321,1648,3673,3.32,1.97,4.78
晋城市,28180,68967,7286,16426,311761,359872,506799,403362,100567,59249,28713,24950,21751,12263,5938,2451,261,62,7.90,8.34,7.43,81766,19919,61847,5.05,2.37,7.94
城区,2488,6297,361,1058,29495,32107,65139,57791,23723,17868,9529,10942,9408,6185,3636,1588,179,41,9.20,9.54,8.84,6685,1429,5256,2.86,1.17,4.67
沁水县,2679,6234,961,2015,31294,35483,50977,38706,10488,6236,2894,2199,1709,889,306,115,13,2,7.86,8.29,7.39,8684,2500,6184,5.39,2.94,8.13
阳城县,5240,11337,1084,3035,55867,68638,97427,78477,21342,11526,5165,3640,3691,1686,785,257,19,3,7.94,8.40,7.45,11716,2753,8963,3.86,1.75,6.12
陵川县,4116,10201,885,1543,40107,44325,59043,45313,9451,5233,2357,1577,1547,763,274,132,9,3,7.55,8.01,7.06,12556,3180,9376,6.73,3.26,10.50
泽州县,7417,16241,2482,4800,80122,90105,129870,99310,16768,8063,3837,2868,2172,1178,389,150,30,12,7.57,7.97,7.13,20833,5713,15120,5.41,2.82,8.29
高平市,6240,18657,1513,3975,74876,89214,104343,83765,18795,10323,4931,3724,3224,1562,548,209,11,1,7.56,8.08,7.03,21292,4344,16948,6.12,2.48,9.82
朔州市,42579,88413,2973,3975,244017,264668,282763,213860,68295,38348,21142,17367,15582,8044,4557,1803,91,9,7.39,7.93,6.82,123024,38305,84719,11.98,7.25,16.98
朔城区,9279,18843,692,953,59074,64799,73244,60011,21024,13619,8002,8164,6359,3918,2752,1205,66,8,7.90,8.36,7.42,25857,7993,17864,9.48,5.76,13.34
平鲁区,7151,14055,375,529,32165,35957,30674,19940,7322,3503,2498,1561,1367,532,266,80,1,1,6.83,7.49,6.12,19183,6140,13043,16.61,10.27,23.43
山阴县,5639,12220,604,903,35174,40287,44339,33898,10685,5426,2835,2037,2191,1050,371,121,5,,7.42,7.99,6.83,16614,4985,11629,10.72,6.27,15.41
应县,7263,16173,511,634,52254,57958,56632,41353,10678,4953,2539,1610,1935,709,379,137,5,,7.16,7.71,6.58,22944,6975,15969,11.36,6.74,16.21
右玉县,5281,11064,414,509,18675,19548,18113,11088,4636,2469,1495,941,841,357,151,33,6,,6.58,7.35,5.74,16114,5164,10950,21.09,12.96,29.94
怀仁县,7966,16058,377,447,46675,46119,59761,47570,13950,8378,3773,3054,2889,1478,638,227,8,,7.54,7.99,7.05,22312,7048,15264,10.84,6.59,15.43
晋中市,68380,117861,13603,20961,477498,438976,661517,564361,136043,113070,43575,47726,36054,29009,13364,8036,467,307,7.89,8.12,7.64,154939,51693,103246,6.73,4.32,9.34
榆次区,10675,19603,1549,2495,69867,64432,108710,93690,32859,30371,13519,15429,13656,12503,5005,2963,127,42,8.61,8.81,8.39,24476,7617,16859,5.76,3.49,8.16
榆社县,6167,7623,240,196,21931,18833,24323,21078,5517,4147,1675,1748,1349,973,207,113,4,1,7.34,7.52,7.14,12483,5453,7030,13.76,11.32,16.52
左权县,3313,5420,766,1037,29406,29503,34326,25283,5731,3463,2553,2583,1306,830,288,117,3,,7.56,7.86,7.21,7707,2759,4948,6.39,4.28,8.83
和顺县,3594,4631,626,896,25540,25303,28405,22373,5804,3767,1833,1651,1147,680,174,88,2,,7.53,7.77,7.25,7338,3135,4203,7.05,5.65,8.66
昔阳县,4530,7550,2308,2933,35908,34073,50442,43334,11186,7407,2207,2012,1586,925,270,145,3,1,7.66,7.93,7.37,10913,3878,7035,6.24,4.25,8.43
寿阳县,4206,6463,2007,2781,44714,38451,43703,34057,7194,5692,2194,2237,1489,1199,286,204,4,3,7.40,7.59,7.19,8980,3357,5623,5.40,3.73,7.36
太谷县,7493,12506,854,1029,36988,32732,64593,57176,12052,10985,4202,7077,3743,3305,4495,2902,284,250,8.25,8.42,8.06,16920,5840,11080,7.51,5.06,10.08
祁县,6250,10361,562,879,37463,31847,61712,55072,9827,8709,2832,2783,2417,1722,485,282,8,,7.87,8.05,7.67,14417,5089,9328,7.46,5.05,10.08
平遥县,9609,20143,2254,4287,77683,74396,106228,94675,18736,14897,4717,3950,3211,2114,701,461,13,6,7.61,7.92,7.29,23713,6422,17291,6.88,3.68,10.19
